ARBP IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,0.1532810792368464,1.8875015957843797,0.5641527193484267,0.5491279394225358,1.6339751852188573,-0.3758375352324746,0.05767942459097841,0.8690880277418372,3.029482387726231,2.1721226226164707,2.4127496955497967,0.4156530182758273,0.9641611508553463,0.41674798657845874,0.20655906218848444
2006-03-31,1.6929967043993275,2.371712222884516,1.2580434212682943,0.6702501087501187,1.5826423910377163,-0.34752176975427757,-0.3977161540285267,-4.438053916506585,2.7598333589842916,2.2388917107238466,2.937478399615492,0.907042421215233,0.052342510630768585,0.5060598582349347,0.05800374991135643
2006-04-30,0.2786053279021185,1.0863295964217632,1.8588670432380705,0.06852643931856409,0.05693595219372064,-0.7488011104198944,-1.8847823793047787,-2.59120102269849,2.0954546361428212,1.6037773061786635,1.7080891282350135,2.373718043942659,0.25129932841045577,-0.534023923710438,-0.22210817589816137
2006-05-31,-2.069102551427265,-0.09459909913618772,1.1377982106648137,2.281410657513703,1.4864801580029543,-1.0345041663060137,-0.9666482502270856,-1.7390725533502727,0.7542732344902305,0.565826166954878,-0.3393871550443092,0.6814435501870367,0.2340745745313432,-0.83840764562202,0.003959037790134812
2006-06-30,-0.12635482234657947,-1.0134679468965684,1.1476978968878129,0.8357615401703133,1.5214594665525902,-1.0756580694357605,-1.1595120865624893,-1.389934507466729,0.6407733526715861,0.42038203201841756,-0.6148553235642085,0.6556001037867235,0.3216724985166393,-0.9095692462192191,0.06194755366632532
2006-07-31,0.3038185692141369,-0.9914598460366366,0.7048588501798322,0.8139133915147592,0.6857118644787701,-1.0891452690829306,-1.0007727800715651,-1.185832762889786,0.7321271496598334,0.5850616389875101,-0.4130447357822798,0.6698449490074398,0.156938556961107,-0.6488993313738737,0.005475053934391137
2006-08-31,-0.13695793358101083,0.021176107788424214,0.6587093203879176,-1.1025388357088708,0.6399619160376087,-1.1121037418784663,-0.8126194720993831,-1.001922408178469,0.615638221156121,0.42975002602806434,-0.48898642505347756,0.6861757569728483,0.19228524360459673,-0.6482019371336284,0.01038430930571639
2006-09-30,-0.11304844369825774,0.030719924769593007,0.8572375280644388,-1.0553111340729042,-0.09423731827302742,-0.9406775168779467,-0.2884057288328878,-0.8623024047072309,0.5290826346132348,0.3126993318142469,-0.3478000614507071,1.2441336391771805,0.31811303043870975,-0.5196925759885137,-0.03263090347422577
2006-10-31,-0.4456516936264384,-0.37398503616507744,1.3689917119617112,-1.1236295087338255,-0.2257328261449432,-0.9789391015425023,-0.10347821608295982,-0.7298259879043003,0.320596953928301,0.11055170190669752,-0.3496436378919724,1.8950189085461226,0.6017487988251321,-0.8833720903912677,0.01999578935975126
2006-11-30,-0.0061777016451410646,-0.30259902361970603,0.4950821394335077,-1.0142957138579338,-1.6391121534089896,-0.6767637372236135,0.6964056910320915,-0.6389282451373746,0.2997532726215735,0.06039935010221622,-0.2877046198620707,3.6050468605415666,0.18846592987710192,-0.04014522319800725,0.12780118042359384
2006-12-31,0.8548515556527343,0.21157149853313995,0.5786240838541509,-0.17056695464517804,-1.031729994923468,-0.5427480307997922,0.42325699271066686,-0.5968656244149193,0.6204623848551242,0.2603294035898831,0.3075164462733238,1.5265327914011952,0.16823243291677137,0.1367411771533083,0.01699359762302981
2007-01-31,-0.12774617465044102,0.38958999287540735,-0.1525288079754502,-0.48624681782390505,-1.0391724356287848,-0.9925121956142358,-0.1385616789129945,-0.5070318461422239,0.531766598181893,0.16823617053618536,0.20378510307534523,0.4028231839610467,-0.1686452373963153,-0.1344043586204965,-0.12629640333501221
2007-02-28,-1.3997425706577973,-0.35739102017844687,-0.549655165688839,0.47198442399851975,-0.4799895388486069,-0.5102513463014577,-0.4572423972043095,-0.3657552323615104,-0.03840777884698476,-0.2770451762314513,-0.7078669586480326,-0.3231371124885503,-0.3514007971396493,0.14357829534059371,0.06957204749366405
