GMDC IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2013-02-28,-0.8041137941166699,-1.8321794108273914,-1.7069045208333125,0.0768945419293092,-0.33382916655505207,-0.8277676650931418,-0.23390208997924447,0.23832734405656647,-0.5418763728803713,-1.830379018327792,-1.9200312431960016,-1.5896970794651084,-2.021964688724927,0.40228460167360847,-0.10236201266156972
2013-03-31,-1.6636205912814206,-3.223563215829345,-1.6930845424502396,-0.6647640742876583,-0.06731681735531063,-2.257046988796124,-1.0910183044545838,3.9336187068696193,-3.147202082195526,-3.7311375077658515,-3.0343324199210326,-1.5104017941229395,-2.1718058456342133,0.5783233573105816,-0.0771526762634336
2013-04-30,-1.2196444503428023,-2.3005390070503307,-2.098060537175235,-0.8477152511029653,-0.6094556232090615,0.4069562289404531,0.16340230551970591,2.6516836827839074,-2.4864613858552804,-4.227547232936704,-2.7751498530027474,-2.011833977047914,-2.9487112608950716,0.24156726429215508,-0.1103318865363508
2013-05-31,-1.5838603635944923,-2.545262891177446,-2.209156775070068,-1.14672267716832,-0.5872619671165804,-1.1688386331203333,-0.2599992398846977,2.243031752884686,-2.1053875061480114,-4.208764146899726,-2.7126024653850926,-2.160351941654488,-3.21422047336168,0.9337529946129933,-0.08908187316928647
2013-06-30,-1.1538991204931173,-2.12170074065675,-2.37978397605787,-1.0694382041388601,-1.6991236936025722,-1.5083201245047695,-0.1747811686371978,1.8145883131565357,-1.7227864806413884,-3.377679234668148,-2.2741077304735553,-3.8829357466541388,-3.587067457852822,1.4659216068245404,-0.37724488376057036
2013-07-31,-4.794420798730767,-3.9122974754669078,-2.918593205196327,2.7351201332931248,2.337164973956949,3.3291500295644454,1.5181272951646276,2.337110397737061,-1.7647342114329834,-3.3179523128704185,-3.6417688579452894,-1.4818047223769841,-5.979676849043104,-2.6459530185101263,-0.04715074881454205
2013-08-31,-0.20348691585801304,-2.6052721090152398,-2.506490206147666,2.7626211940754684,2.00004866757639,0.6192671857609289,1.2053782188136097,1.4776022621907268,-1.3167014164949171,-2.2016938338139753,-2.4577022876521633,-1.4068567531489442,-4.012368832660865,-0.003604437725739498,0.08166619760500277
2013-09-30,1.117138517188478,-1.3891384568317795,-2.0985050194071686,3.498463495124103,2.781495811525881,2.0387366983033415,2.8548062166571793,0.730103203151887,-0.9054481872082973,-1.5166759924346602,-1.1816196546042839,-1.0909926749631578,-2.6548313947632116,-1.6552774044003566,0.1399070205967542
2013-10-31,1.592422578477599,1.2708050241611315,-1.739034458591691,0.3382129821129834,3.236332865255512,0.5405499392387297,-0.749398435266861,0.12527274626737422,-0.5530407650157474,-0.9994051483833167,0.27866973004616613,-0.8516350446632358,-1.791684797221921,-0.0038224283125465894,0.03188469003440505
2013-11-30,0.49574761221447783,1.6143741483921172,-1.5084898108505551,-0.37767749635800224,2.6489581342944986,-0.2266065497318646,-0.5245752397099265,-0.08608274676844654,-0.364698854490035,-0.789585508275456,0.9283133765673228,-0.758039706759584,-1.480948318259787,0.7598599083580675,0.10610964950688845
