GCPL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2013-02-28,-0.14728136163414274,-0.8782056622959302,0.9806227816275789,-1.3623332824810033,-1.2604846142712527,-0.6283691335260015,-0.7569631145874142,-0.9416070442677875,1.7744192629105227,-0.20872258340779898,-0.597040888313894,1.8063393545266138,0.5570578220369561,-0.9115993352321918,0.07061098366614511
2013-03-31,0.682991810475596,-0.07914911126309739,0.9836789276480957,-0.5440122996866559,-1.128412516376543,-0.10412352573502434,1.4069781298075443,-0.5613271311984229,1.1845861707899956,-0.04842260391828908,-0.09180530920257118,1.6273465483286913,0.923341728385261,-0.058014003440749834,0.059505729788521707
2013-04-30,0.4578228996114861,0.6374196687350384,0.5874924318285495,-1.1606722157720253,-1.3905305669795136,-0.42304779788237634,0.17370471611478272,-0.5904881780963029,1.5841380250015187,0.023542975511959476,0.3580596238174919,1.369085179009,0.3885085955419836,-0.45225324729027255,0.04667194313274096
2013-05-31,0.22637458657673043,0.8856855073805069,0.38564783269162606,-1.757845775864833,-1.3475596481706684,-0.9668996017401212,0.07091831808618287,-0.585710137992047,1.7599189249439209,-0.009411864402597305,0.5853163314298145,0.996889115417796,0.1077194119052641,-1.0441440653699126,-0.05491715584179162
2013-06-30,-1.4323700880873504,-0.45394611982214295,0.1102881205196878,0.24453857147338753,-0.6396451195534881,-0.06666568825549618,-0.4647526812259372,-0.38292179278629485,0.7430799002858505,-0.5328256680402932,-0.5324939305503211,0.21307839241938928,-0.054759703780759866,0.09076247506252097,-0.026354431522946968
2013-07-31,-0.8571531133885398,-1.3197840104438208,-0.5183063549556287,-0.15374191852532948,-0.5031972449569861,3.5068631919621422,1.4896772036041956,-0.22266017841014102,0.6820981187776749,-0.8308009231636027,-1.1003791656354323,-0.43424303691902694,-0.6787249070116829,2.3924453072190683,0.015414491484612651
2013-08-31,-0.15406359153954857,-1.5317601744370173,-0.9040101203016234,-0.7729803544546175,-0.5185383775450302,0.9109800073826536,1.123018092276103,-0.16210257057832334,0.6239365819626705,-0.8647296074258884,-1.0476340248601919,-0.7848563007988156,-1.0820474864186547,0.5343744913321282,0.03321983788014383
2013-09-30,0.10594947861435826,-0.5595515885105282,-0.5930929515054191,-0.9761045689008021,-0.8935483570081623,-0.19821759349182863,0.09383365267113773,-0.03180699936076083,0.5185390284630484,-0.792286702100407,-0.724225922004773,-0.3769968008482705,-0.7095487412800178,0.015317495221352085,0.03996177941344723
2013-10-31,0.15681823256921654,0.06403526148005666,-0.8489190976214693,-1.6078438422349226,-1.059401484115114,-0.8918513823728691,-2.0683453813217656,-0.013500836034181181,0.737850266620048,-0.732094786591152,-0.3509324021740119,-0.5466827440492015,-1.0431293164753863,-0.36561653225717905,0.01564292972413559
2013-11-30,-0.22705358623990451,0.028812496878764034,-0.9350133632482497,-1.4591807258575356,-1.212325733107727,-0.36405239342528706,-0.8139470716099596,0.0447462582333816,0.7300319274955029,-0.7338981065389865,-0.1983215774327178,-0.5282851936985312,-1.149749943530933,-0.06846574973573859,-0.031499480398457284
2013-12-31,-1.2299630432530373,-0.7699199357095635,-1.099654800687691,-0.5034894824022279,-1.5104640007917571,-0.8823451212481662,-0.5934023442657583,0.3900661669409974,0.31593459604698015,-1.0612327161633917,-0.8583039494119864,-0.4501024326985725,-1.306237687877226,-0.2823922763105568,-0.12937817140281505
2014-01-31,-3.136708406574949,-2.8066911849160108,-1.826090443658175,0.9500530234448927,0.48598972303816024,-0.034283759175412515,0.7004354584377803,1.4670358282239697,0.1884756772854336,-2.473504585608321,-2.8098323608497373,-1.7073951984794935,-2.1298725178379128,0.13470106580041866,0.039415122284081124
2014-02-28,0.31144757805712303,-2.1468084618357213,-1.6187335062103798,1.688366534218175,0.7608127288502919,0.23052303446672906,0.499822929353948,1.4889834817446834,0.05243916583198232,-1.9320196039870559,-1.7818807090017916,-1.5980789474004737,-1.8008598895264794,0.19155602582151615,0.09178002435567656
2014-03-31,1.2198200841674236,-0.7190905543892,-1.4230889487850908,3.192764470532402,1.6179767056135916,-0.6916757595108346,0.2149486492049518,-0.10952063439446522,-1.0368323398383976,-0.8456868580102678,-0.5054394825880764,-1.524402797697975,-1.6144638356840553,-0.049188967403636576,-0.07342879846451952
2014-04-30,-1.699521027676,-0.11127691118262394,-1.9200834393488762,1.419832238960716,1.9657236140351255,-0.40309165063381863,-0.25675011626842786,0.8405194419129971,-2.5303648822845766,-1.7105996547758584,-1.214755317132556,-1.8291816974993924,-2.022870066434686,0.20165657995354508,-0.02422309815356802
2014-05-31,-0.707780456281065,-0.69750828285845,-1.973491224481259,1.3291822736006633,2.0421425499817696,-0.4406915268108337,-0.47486605126528103,1.4641704597346632,-2.7362281544247766,-2.027306656215469,-1.1700968962319056,-1.8515907784599894,-2.069165550943635,0.28890626768882655,0.05613145611169507
2014-06-30,0.7762484858101633,-1.0261390346873023,-1.367481713548943,0.505888420983613,2.309017964941998,0.3829984151438415,0.8452066358207628,0.5622248623626882,-1.9223930687547406,-1.099080378831363,-0.21438619518487115,-1.4419704252337175,-1.4117931198203673,0.4071008582550007,0.019567134204672702
2014-07-31,0.0791137245926166,0.08680851321765728,-1.1021806278369704,-0.41491805840718465,0.369670009175819,-1.6776779169770715,-0.5571566495844507,0.16277247518748258,-1.9269056637166582,-0.7151874073472254,-0.13972787815228158,-1.2015134034547341,-1.1348566575836778,0.11238042496505099,0.15938266015671815
2014-08-31,2.6885803090210048,2.253593693950451,-0.4571859715240769,0.7834845205387425,1.9192842113964868,-1.827167198586095,-0.7354016561434052,-2.568186977451056,-1.9320575179547557,2.1874618858512997,1.9977727879588052,-0.8210914513747256,-0.6009905676385383,-0.9762394820939585,0.00267404212941767
2014-09-30,-0.20045830641981377,1.5252026830534098,-0.5345969989454386,1.2441819991901446,1.4818091537443216,-0.021266175080371593,-0.5835265708167854,-1.2628424047386666,0.23514982607665685,1.835531306692073,1.674364143799725,-0.8116378846599102,-0.6269431836638416,0.22103817167351475,-0.01914857606878454
2014-10-31,-0.5972664685956356,1.0692519567601855,-0.7211256099224823,1.6051008020951374,0.734660119487499,-1.2353921939498185,0.0027760562116947284,-0.7810796806988096,-0.08187825785361699,1.031517281350973,0.6721053208839218,-0.8566169213437951,-0.7738733603248544,-0.13658734528938032,-0.016058716496605206
