CAMS IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-09-30,0.09564446686617578,1.0619378401339807,1.7708643816473775,1.618311997498704,0.6316941430158634,-0.5044629405680473,0.28402345348973773,-1.3750836735673941,1.9048620964830918,0.934585255521201,0.7107259970293209,1.5252726758150383,1.43325280141691,-1.9490209197557544,0.007816775749413793
2024-10-31,-0.17547917097979027,-0.7648306474471088,2.2058728269709396,-0.7953094277471805,0.6732159916422457,-0.1091314736504856,-0.5897753925031054,-1.1343675220173768,1.570463910308054,0.7337911470005382,0.1737845411577514,1.86565847243755,1.802210384047083,-0.6065045623530813,0.10352702902035088
2024-11-30,0.9175525435718241,0.5886793823561883,1.366452186595617,-0.7635989547953459,0.6879062252266575,-0.508401907961054,-0.8097762802752523,-1.1604188984958634,1.6940746042883534,0.7651077018902023,0.7007236864978043,1.1562118900225502,0.9732272090661742,-1.6701052180257194,0.029390947787510804
2024-12-31,-0.0281602057663598,0.502307875905786,1.6564775506120903,-0.693354614258971,0.664795247030012,0.2708722618115457,0.3405439377723059,-0.9871537960399623,1.416163565637748,0.6229382450143405,0.3436811341661849,1.3984603322079916,1.1610419858673215,0.9615601612203003,-0.34249974417352813
2025-01-31,-4.510314422648533,-2.552708520282267,-0.18569076474453336,3.606685749391896,3.0088944416986383,1.1348432601512293,0.2755728779335205,0.13692925621091478,-0.043970962428259375,-0.2520818802203096,-2.96823051371792,-0.3689323512912903,-0.07141092437065302,0.6778123732545517,-0.13669602133746692
2025-02-28,-1.3708744901385614,-4.253601876730885,-0.809329060367462,1.8128706385468758,2.6309660824327934,0.7408241170244425,0.4947273899154843,0.7588869148319427,-0.49673500265608533,-0.6435929859727114,-3.2344374314298694,-0.7227771345808572,-0.7674344438270636,-0.4144607928152951,0.1694142266338278
2025-03-31,1.3202168420318232,-2.2744193450131998,-0.16349148656331516,2.8900349125361426,2.8981090247853656,0.5338256900785049,0.07028491591057703,1.3878764261962995,-0.6349652273549833,-0.312227780269423,-1.3454133991033752,-0.4449205045457435,0.18312234295689642,0.38405181086028684,0.04796683374193561
2025-04-30,0.19068517464333076,0.12542235999029847,-0.3708673294482035,0.7984390204843773,2.4700770920798685,-1.0942944355942474,-1.2217825142794196,1.2590025466042665,-0.5900748400663073,-0.3261110807481265,-0.8151407552279786,-0.5694095792158295,-0.14963371395906552,-0.9093432525373761,0.013931130050407917
2025-05-31,-0.10661418938343713,0.9354876803849937,-0.6659394235650212,-0.36488783837722444,1.9125621006206301,0.192396013703755,-0.4661040466506623,1.2680488076259582,-0.6385343381616512,-0.44213348680820236,-0.3822824286628446,-0.7334516443408953,-0.5758826515840155,-0.14349324921663723,0.07981158742880196
2025-06-30,0.4683020733918246,0.3661526625143473,-0.5595981841148443,-1.0993796843458978,1.822727131886184,1.1815399649282725,-0.03884616410904591,0.9049954187806346,-0.4235420776595526,-0.3131893363697134,0.6339433709134411,-0.6995858855687999,-0.4819906898593132,0.5403048710493897,-0.1381037216941038
2025-07-31,-1.393451464662895,-0.6844737042815241,-1.685042031324212,0.10342952085731753,0.24051118328142176,-1.60841739828114,-0.3125914497019624,1.725486037483534,-1.062686602387748,-1.036191667358441,-0.6713969837954105,-1.335471056452782,-2.1025319041103216,-0.04769835562009929,-0.008492391808025876
2025-08-31,-0.22442608149223253,-0.7623710103524308,-1.494661406136166,0.03002054503360671,-0.2867552186423174,-1.4943034327060913,-0.9846141856452447,1.6492070729142323,-1.1335956698165044,-1.212987067151938,-0.8946018088816695,-1.2740580131419028,-1.7871677015368055,-0.18844917887323148,0.014309309242628167
2025-09-30,-0.034114613136126515,-1.0798850239551234,-1.4871611370499107,-0.4462183711767782,-0.9848520269772395,-2.1192459722444665,-1.807584400526479,1.4301000873755136,-1.0963805591634008,-1.2588743142200212,-0.7402304240711055,-1.3980814077931294,-1.7489326340946856,0.20345340722830452,0.047464070486778066
2025-10-31,0.248646923349845,-0.006733432415390465,-1.3430375724081514,-1.3721783637960954,-1.0983698537648168,-0.7377135347625352,-0.031008642786508347,1.1261707658931674,-0.946204690425518,-1.0577734476506893,-0.3273209039831817,-1.2428096618304956,-1.5023227038736513,-0.44217742228185314,-0.01817859471007814
2025-11-30,-0.34565233777942217,-0.0816303866652548,-1.6275525683079233,-1.2142138360512646,-1.109433193930004,-1.6160337059794505,-0.5877769941679997,1.1489850706805633,-1.0464040072386052,-1.3748864660673144,-0.45889018603140364,-1.5679620343693301,-1.9197469566638168,0.35531715871481784,-0.043783726542488945
2025-12-31,-0.5067824289903735,-0.3700072986494489,-1.6473092334348451,-0.893483290718541,-1.3371349890768087,-1.4516001424327383,-0.10648062521282466,1.2269173933269402,-1.180246824626108,-1.6525680485758378,-0.5568988695742974,-1.764685771270969,-1.9771258052922638,0.5742387359893434,-0.06388187799950962
2026-01-31,-0.6904512056845143,-0.9557730267705469,-0.9270827654628272,-1.201009420409752,-1.8172987602002417,-1.421508117721883,-1.053264066881661,1.3474259210488764,-1.3242401598071531,-2.032486871422223,-0.9284435021673445,-0.8963590774991783,-0.9407349275928697,-0.39938857187723864,-0.025426642085256895
2026-02-28,-0.29312712973243243,-0.9188160503577777,-0.5991435746315056,-1.1600646489645434,-1.624404322306008,-1.5320570268781732,-0.901859158729823,1.2478092715676736,-1.2437209612018156,-2.0550440454387155,-0.93969287858322,-0.26051300022009954,-0.4553542166637336,-0.9236740488337449,-0.03552624740268323
