SI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2010-05-31,-0.13735591725307483,0.08169138736223058,0.5065342824020699,-1.133565564068382,-1.4563871890621998,-0.755973635141745,-0.8216886318435412,-1.3823285708571271,1.4642245125419964,1.1071045085302624,0.0938656493511012,0.8094557398979724,0.3784547667589644,-0.6658085782250024,0.12006557522724703
2010-06-30,0.46466565992537484,0.2915658463650427,0.4332300602716444,-0.890071242236773,-2.174847810937102,-0.7129027445810857,-0.852771288726022,-0.5487934196498077,0.7897051293726837,1.079367172800851,0.2706565710320797,1.8292513682200346,0.7227063591677713,-0.5797888510026228,0.05727589159273432
2010-07-31,0.04802313363179694,0.18530423003303995,0.17121990068166268,-0.8641456066749472,-2.1030394247850626,-0.5822837102589425,-0.6176734484283034,-0.5983421165824184,0.7918127741819805,0.9595804167318684,0.22099594270115572,1.4578351530190101,0.3786536244522752,-0.37066047140914027,0.0370004230268738
2010-08-31,-0.07503039036872503,0.2220044454805795,0.15567244211985526,-0.9595678246460128,-1.959117057671231,-0.7623050354930164,-0.22663432586531032,-0.620888011783499,0.7487383284587839,0.8366152966763682,0.09747797208251975,1.384094880321887,0.3327757253948079,-0.4565214528337566,0.2052308857719884
2010-09-30,0.9309478459927106,0.43302662265105535,0.3617336944838699,-0.3500903571333919,-1.278278384842434,0.01257437498995007,0.9166232472575443,-0.9022817044023969,1.0992697427870997,0.8923833847006764,0.5987131492453943,0.7203611351396847,0.3509565061700145,0.04581522270266324,-0.054143417137231066
2010-10-31,-0.6418189506870547,0.10231915344070718,0.37208692779472163,0.11468924813675355,-0.8862299864211014,-0.2743077438474704,0.37382415723611984,-0.7025116145398789,0.7696837786424758,0.6863363262555876,0.03284690725723357,0.37817759475834545,0.4056420382897895,-0.1466538658215568,0.061820248801702074
2010-11-30,-0.10839856056297394,0.10665254287942243,0.5032186826335806,0.23174610888794767,-0.8759456967129734,-0.8912468671999361,-0.12317334446799856,-0.7179998783224735,0.7916551109548673,0.6235158694176767,-0.07925028983714252,0.6106901929055168,0.4407764533579226,-0.6930209203910422,-0.06700429358929001
2010-12-31,-1.235367941319075,-0.9775931118851161,-0.1539147079119989,-0.5063117349225024,-0.6160977257523428,-0.9374682944103664,-1.639138927024183,-0.4748363972114329,0.4492318747455119,0.4132914430653878,-0.6864472943693825,-0.2803792589291284,-0.07890732873810605,-0.42559287018491326,0.036070599760551665
2011-01-31,-0.3242973934226551,-0.8521141913359654,-0.35453181232664455,-0.4967281776583123,-0.5599797190077451,-0.5337423982600333,-0.7441803911905484,-0.448167146748746,0.4363370935227249,0.3332750929744189,-0.7961281717414892,-0.4749973424834028,-0.30715925237782765,-0.2620169832401657,0.002670228555878892
2011-02-28,-0.6148129684568557,-1.1280402743172107,-0.4844773122309515,-0.7239390086146166,-0.4793824545427188,-0.8052516306307897,0.16137001452906846,-0.3364815582526195,0.3165727234414436,0.21815149095120573,-1.0557941564919724,-0.6015123977090945,-0.46016691968205886,-0.37298685901994527,-0.02600180253900075
2011-03-31,-0.8513014818240884,-0.9245141610350709,-0.6554416875452163,-1.0668787306146181,-1.3761190269770054,-1.1275985025259863,-0.5360873573399667,-0.12381013323052577,0.07094810554251386,0.058228547211996176,-1.223187138415713,-0.1963559462294682,-0.6541765590577333,-0.41999490628083297,0.06297640533036217
2011-04-30,-0.14320533828639487,-0.844274939321987,-0.776691552019523,-0.843540779090094,-1.268328881362497,-0.7769414627759822,-1.029768115230481,-0.42010395166832726,0.2859769531917972,0.08021158141653961,-0.95919776106954,-0.34476038439067236,-0.9039738215141961,-0.31082654195652093,0.10799116745882428
2011-05-31,0.4159693279464286,-0.34039670784901815,-0.6729693682678599,-0.3881472303842014,-0.9444202141082122,-0.10399561320480591,0.2862293006495034,-1.201303433567123,0.908779976800584,0.4315615904159028,-0.3659971377960934,-0.34692288785363024,-0.9178027456681962,-0.14921776447458016,0.04289596691938413
2011-06-30,-0.16656495884860412,0.046800970592450815,-0.8861240275691217,-1.1971935250014998,-1.2541536476754345,0.07472191253176894,1.5799046928304692,0.762724658344592,-1.334971201809688,0.4578358949190884,-0.26591658543920477,-0.2727483618979228,-0.9971707351343796,-0.08357413805348299,0.1543085205662807
2011-07-31,1.2194448910248172,0.7829251839721056,-0.7077258648434388,-0.5290924453748819,-0.7190645991060105,0.6182547572007031,1.4694029431968971,-0.8342935584542306,-0.10900423973015247,1.4601802919048397,0.6243057226733589,-0.5203446873088244,-0.9171576026617084,0.10887067308936989,-0.003319898709670283
