KECI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2010-02-28,-0.04342492522338139,0.06832959450576417,2.28351791131992,-0.808337592399351,-1.2164959135504958,-1.1530406501893677,-0.6196500964218074,-0.765239445647804,0.9787594994394506,0.7484200219760343,-0.03239091790539489,5.82778298148875,2.0234028671227913,-4.676946437081968,0.025620234631697252
2010-03-31,0.11221876781183443,0.036285646799491554,1.5530760239306303,-0.8374010433382626,-1.2274590394011984,-1.0521200594472186,-0.7636019982524113,-0.328333430576386,0.4499179245555387,0.8080655259137985,0.028519317455695945,3.6901162578937377,2.318150527308345,-2.2873504972234877,-0.040014054598421694
2010-04-30,-0.11038197024899478,-0.023193882151691155,0.7216222169080624,-0.774608479044251,-1.1718094787559388,-0.9490063054625572,-0.631101332470597,-0.3528010159499897,0.5287059321160218,0.7967969931691383,-0.08633051366816051,1.4252722754174096,1.209941758617842,-0.8412079518001838,-0.1579826142938321
2010-05-31,-0.48395512644287386,-0.2692223981047842,-0.2924776676088752,-0.5011626606295326,-0.9314011320153744,-0.6000951639245755,0.3348870815394028,-0.16145366572170072,0.2850288388558557,0.6181761893598811,-0.4002219747682708,-0.4333761943941177,-0.0687853087541803,0.48326281056096393,0.0071617930276198375
2010-06-30,0.0332049102308954,-0.315210421248097,-0.2763621733198258,-0.5490878764990788,-0.954843877627555,-1.0265899116534165,0.024242116778966028,-0.25584311111997354,0.3976525738641148,0.6733087057296117,-0.32338945346563003,-0.4136526366214937,-0.04813421654167823,0.4041969791529292,0.04706988840255274
2010-07-31,0.12553217725417698,-0.18604963377966902,-0.3510609856131143,-0.44513015760132535,-0.8965894633160744,0.9761646800803612,0.7961504213960507,-0.40088794331447597,0.552340086699084,0.6844568978048278,-0.1867114999048805,-0.47876140382180243,-0.15292228457205664,0.6503665517068103,-0.10717106672439204
2010-08-31,-0.3824810327493383,-0.12704635356841484,-0.5128727770516949,-0.5757525795584657,-0.843492495150508,-0.4633420161003882,-0.0884145351683278,-0.2133945662950697,0.3102900415127726,0.5026062518313933,-0.3869796036857695,-0.5897294704141843,-0.38083157176608035,0.6804627055370622,0.09446113492874778
2010-09-30,0.2792823261965601,0.013346253491729897,-0.4995798883215983,-0.44861446879122424,-0.7592399653330669,3.2109101262177973,2.068963191109542,-0.4604636210294333,0.5789459396380726,0.5732785578991748,-0.09951611727874214,-0.5716923254825322,-0.3407966304322757,0.2996959971897432,-0.0251973867146735
2010-10-31,-0.11771974418768502,-0.1266439270614487,-0.502109812259433,-0.47254288832233027,-0.7568399416674636,-0.02000419568941622,-0.14472059264855772,-0.3454956368522719,0.39253841810598,0.45834311355436136,-0.11761891974087887,-0.5727637571061995,-0.33758399906294845,0.6233792592164119,-0.05573676111020575
2010-11-30,-0.6369802178903247,-0.13566173250522942,-0.5686963332848286,-0.5138357423727721,-0.8119817896436959,-0.08773089466626369,0.2619628549230311,-0.08683834474425425,0.061649860881948196,0.24635274502900564,-0.34875174418854066,-0.6163238499645064,-0.45180391810005055,0.5938391663541243,0.11704836583332216
2010-12-31,0.33630615990029245,-0.22512912383196723,-0.5543694557599091,-0.3838104503460744,-0.6539936764614904,0.6766109514214395,-1.020536314447196,-0.3745679215703629,0.3311552595954963,0.33354230687980385,-0.12112711548133462,-0.5757455325963114,-0.4197533378860282,0.46352106267468474,-0.1572881265905907
2011-01-31,-1.1501336663327473,-0.7317772664888146,-0.6588662300826895,0.08862948662588949,-0.46918133122568917,0.17460196771267708,0.10100598970603854,0.18821508620898866,-0.4908415730184993,-0.2367562193353282,-0.6199295295836711,-0.6043140611704123,-0.5944549340797035,0.4947293500672512,-0.11461546886473595
2011-02-28,-0.8589623016536524,-0.8416954670986985,-0.7272168894619612,0.1807772634759131,-0.3954129183587368,0.4853782027088078,0.5588157856620495,0.6822364497532994,-1.2625372746068695,-1.0311143875980557,-0.9419008632276372,-0.622973879672523,-0.7338415084153576,0.43412850849400814,0.04392911687145137
2011-03-31,-0.0199306740922224,-1.0129392860251425,-0.7432800366261435,-0.1708184914713702,-0.39520098070481363,0.3154357313272347,-0.18218340728315371,1.2977320680523057,-2.1430795212899776,-1.747965256472453,-0.7557777727545503,-0.6249406719368572,-0.7601057738283817,0.5008392025856384,0.027464412790369427
2011-04-30,-0.08118269388770091,-0.47679196269504626,-0.7326691806752829,-0.3172980499044141,-0.3000051684133215,-0.4365867751227737,-0.4998926281810815,2.0211759678223173,-2.2687866380357327,-3.022667289791423,-0.5613558156265369,-0.6033035886604677,-0.7957170615585427,0.6609610839970151,-0.03964483134724048
2011-05-31,-0.42415592828847143,-0.23807503926219475,-0.6872964476975583,-0.7058947622149655,-0.26776452285403207,-0.49512712959324173,-0.9859471760013568,2.314744661660588,-2.157833188624239,-3.724614118633456,-0.5743123718768968,-0.5746010006808127,-0.7387923383649866,0.6327861003452405,-0.02796081499764326
2011-06-30,-0.33103060174765436,-0.3859713659340309,-0.7098811733098606,-0.7380200110499088,-0.46714628525432095,0.23281114705552544,0.040264139144934964,1.9809670266560502,-1.8224919443729495,-3.325633256381365,-0.473093037809765,-0.6009188448295403,-0.7839687767582002,0.544685515939857,-0.003155572198809846
2011-07-31,-0.024770367362006267,-0.46579606620992975,-0.7295784978494139,-0.9796240059812447,-0.6831191460269617,-0.3538651671537203,0.2419708379553493,1.5695268983931987,-1.470278944286424,-2.5292243984093212,-0.3286378138550541,-0.6502545105775451,-0.8254921871021718,0.6394194499901241,-0.23714759939822613
2011-08-31,-2.9880385580346642,-1.983728095084369,-0.7748059156323623,1.5130644354934955,0.03893219366572641,-0.6654127221212526,-0.23942521949091589,2.8291167561148316,-1.816990221483099,-3.6101028852931307,-1.519366914767185,-0.6146433626847466,-1.0476694949025447,0.750235467652389,-0.03423317164224221
2011-09-30,-0.13808233963993022,-1.9015860023722562,-0.8030429386742309,1.371082943222576,0.00856488302935254,-0.25411668470421217,-0.5416419576453195,2.2084616058068027,-1.521791292565245,-2.5004227202852407,-1.6214064426104675,-0.6443694605592685,-1.1622262599147934,0.6762569840313669,-0.0475471559298349
2011-10-31,-0.2547889084449522,-2.357157319419658,-0.7761498356196611,0.9054373070318592,-0.017825810860485625,-1.8165748954362315,-1.4944437093540597,1.9031972074550119,-1.3196429559662572,-1.991095056527235,-1.6221325231268158,-0.6510781551829768,-1.1485640865155968,1.1355131270426535,-0.34555685535475533
2011-11-30,-3.877848855893446,-3.102651607755882,-0.833533648135034,2.436201293727166,2.658124933321779,-0.26526731313430674,0.6025415644476365,3.0552559142635434,-1.6605901889614032,-2.3851626648170035,-3.657313687558859,-0.5921015612841329,-1.8216904360197277,0.6607975955796558,-0.1480269619767292
2011-12-31,-1.0155866772044193,-3.405993743775298,-0.8731629960274313,1.5328533894124186,1.9862541502454487,0.9746250124226077,0.4644076927680535,2.4393012037340367,-1.5908770187741623,-1.8954249804362309,-3.055395942199441,-0.5653713286672959,-2.2715319522099837,-0.025095744879402294,0.42054550699923415
2012-01-31,4.5109960466511065,0.30170259575821967,-0.5808487577589482,6.902694932023664,6.364433269473067,3.3594688594964657,3.824565778636897,0.12582352091432486,-0.6868693093566677,-0.5749295776081167,1.1337326332595588,-0.39444921476557915,-0.7773063194512487,-0.6920531297106524,0.14838774757403736
2012-02-29,1.2740830803065464,3.588717782731746,-0.3457257267838435,2.3753282236606235,3.6623891180803216,1.1127439249936741,1.2302218494440003,-0.5401125027686298,-0.21628138161168828,-0.10513748530359973,2.6296981488080875,-0.3171404060900638,-0.2713988815246245,0.13092838644228688,0.04955791852576276
2012-03-31,0.5111313814317434,3.8840084670246355,-0.26496173143076407,0.9344401509837672,2.8467514541858163,0.1856225284743016,0.07360597857915106,-0.7949831253120827,-0.40070527448341814,0.11318098198362987,2.598758328152354,-0.23167489427958637,-0.1694038417870257,0.24320945174918546,-0.13276422726276957
2012-04-30,-0.73669062210231,0.6184415571388366,-0.42660600308209223,0.2526488411228633,2.4901397579734175,-0.2133125332000123,-1.6873889631674404,-0.37215830349561757,-0.6502020616021349,-0.13681622015665643,1.1593514901144575,-0.1414402336221736,-0.47216758135216585,0.3586025129999975,-0.11800216571094713
2012-05-31,-0.6033429342329445,-0.5128591904293334,-0.7839147356064728,-0.31806470787034674,1.4747482116235218,-0.30871056893623666,-1.0673895180803996,0.010729248857404922,-0.7405842672557937,-0.3294481420013704,0.04723367504469427,0.09308037966766958,-0.8048575999872865,0.40340554679527996,0.09584795879012764
