KECI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2012-06-30,0.8305419991135183,-0.3143266255089304,-0.27451382041118827,0.013207562412047659,1.070418202878825,-0.07646622738419367,-0.2054648058015154,-0.5339048003982669,-0.16478874328158888,0.053887260346905906,0.24829312973702627,0.3348275804313783,-0.25002736326006225,0.06082488089558918,0.020399820505925946
2012-07-31,0.2898362785508834,0.31667250874884983,-0.08189488090166049,-0.2564827309427342,-0.27899297336579665,-0.3340693650092159,-0.06303579530484986,-0.7101527020318098,0.12541444384929137,0.22271150163107958,0.2944537521965894,-0.16023729696167033,-0.09584453298119887,0.22185032575188812,-0.00970453138917802
2012-08-31,0.09607626157269919,0.7487864407473994,1.3673044295353058,-0.9422986895658728,-0.625734887052903,-0.7973836599345843,-0.6052796954632842,-0.7568414133365223,0.3366155746667327,0.3058732943705901,0.33044863412069697,1.089330377873728,0.7469348859363575,0.24375706801536634,0.2634547771164568
2012-09-30,1.9158616366114016,1.401914720895802,3.5762334233839486,0.2782596773526593,0.16390871754419697,0.11057528460258721,0.1706527622413636,-1.8748662420982605,1.8759319574035342,1.2948350373345234,2.1713951521569395,3.055277271991771,1.8945926076818707,0.14204293131546986,-0.144884029721824
2012-10-31,-0.8387832527582284,0.6568329581905786,2.1801686590536367,0.986105607350836,0.171017745441174,0.8254465476780417,0.9035355897523784,-1.285463079261522,1.2373152045702853,0.8673315252826524,0.7117586166931439,2.0004459135919785,1.4443842179845976,0.17592638545277428,0.023347363996991107
2012-11-30,0.2584165847741445,0.7568306671169823,4.6463842254245735,0.8805508516517014,-0.08623229351448859,-0.41127061769493445,0.8895511543417943,-1.4037033828144898,1.6321568209724984,1.0622474165778282,0.5817375321187068,4.199819720138593,3.0731885804082464,-0.7505538626288009,0.025817683025940962
2012-12-31,0.2532469961232043,-0.1954461178720654,4.441603214775957,-0.5071710227302261,-0.16710236193558708,-0.9509940023419322,-0.7990015330770095,-1.513916442406903,1.9737918164435606,1.2853327612093566,0.5321439844709538,4.212468834555898,3.349083095894529,-2.378669518105787,-0.08933108874826685
2013-01-31,-0.45053218445260607,0.04183533790013373,0.945424584218872,-0.9055210420769919,-0.06163226250808834,0.6078822656540269,-0.383362904656894,-1.142721031544351,1.4376535556871004,0.9828177251563057,-0.09107942120393521,0.9265883707467495,0.904983529631095,0.24867213569782004,-0.18692228787989137
2013-02-28,-1.1025185870275045,-0.7861208070433062,-0.05166817806883324,-0.36104809190122794,0.25861611467992346,1.2388683593872718,0.40506134871882016,-0.24754663049739045,0.07019532420087349,0.19734693138001513,-1.0414074025917206,0.09235486795210292,-0.06792917159794051,-0.44707060562305395,0.1544329663499513
2013-03-31,1.0944177402927748,-0.26714966239915794,0.19387497257090433,0.49745242711839,-0.32172811702867704,-0.7684236647322982,0.23580680585365787,-3.796506196566948,1.1931740757763876,1.0194470085897562,0.04294221787884153,0.21114901621720472,0.4211266340895751,0.2732970233028658,-0.09218213904097362
2013-04-30,-0.48399975874774587,-0.2977704817387504,0.2788908315901323,0.46619964573231626,-0.4570306349768403,0.6771010161560135,-0.04372061866751674,-2.559009069259736,0.41324875792611937,0.5943334420555295,-0.3557914781310666,0.2774739713912017,0.42641070296955086,-0.011020179935382644,-0.2545029523055331
2013-05-31,-1.453225273227186,-0.5465415146545849,-0.09255679615651081,0.7826122359419129,-0.04603585697880176,0.004250871252473178,-0.3650174876227207,-1.8112384267603623,-1.5220113120111702,-0.6030358689607894,-1.3068649101597358,-0.019923324525923793,0.2555117608228645,0.10252319118953945,-0.2612870006132362
2013-06-30,-1.3804349055193936,-2.1175555766310197,-0.8052611133964491,-0.645124640793274,0.04557265560282334,-0.5862884842089757,0.10839223544735482,-1.2734666726487986,-2.7341727185597104,-1.4520967541341676,-1.8542311939220524,-0.5894314831866554,-0.17782375231108954,0.7280246095690047,-0.1417857618563085
2013-07-31,-0.5929442055460067,-2.0367002962587297,-1.0119783306806318,-1.0652292762332984,-0.016502066140490483,-0.9863175213485823,-0.7493344613415661,-0.9587416704035218,-2.669525580030493,-1.4623379391909836,-1.748014012563816,-0.7899455447355116,-0.4104892797330138,1.367663636390446,-0.15057285847937432
2013-08-31,-0.6063147895790276,-1.45961150373408,-1.1377285928769028,-1.1411951843166241,-0.12267188707554262,-0.6420494909028736,-0.2654345903591217,-0.631320634845657,-2.08463198015256,-1.3245939446999846,-1.7196109139074855,-0.9771854719631997,-0.6605667492981377,0.9982495677856409,0.12147989753770959
2013-09-30,0.9298845530769216,-0.15799782387667757,-1.23575908770876,0.06082043788178235,-0.3761843795111306,0.7408746023650644,0.46570568811493446,-0.73488974855287,-1.1144627381694483,-0.6931209525395743,-0.6678210760676399,-1.222741205725867,-0.6084289738621631,-1.0560019019239006,0.29228401338514975
2013-10-31,1.8442144662268545,1.205610217797663,-0.6398625023054882,0.9389428235075934,1.1152152148193029,0.4719597584012774,0.5200013442720883,-0.9895022906957839,0.11115627204005019,0.2190639882210727,1.178101354891568,-0.2702950166905122,-0.058630293246016214,-0.4150229501891053,0.20815576034871816
2013-11-30,1.2054091956236923,2.2244526563987024,-0.32791232079796895,-0.9010724166986507,1.0642853850817062,2.733081563302924,0.9915537352897824,-1.0564799141860208,1.0341118456226153,0.790637415531487,2.2914831099745707,-0.12626258135373616,0.14905582476107632,-1.9431976695856892,0.2457058886212965
2013-12-31,1.3387233870112183,2.309683562843743,0.09723584939725134,-1.3871667864601611,0.4343827201925125,2.3817109747591068,0.8358533001219455,-1.2520844615517306,2.227783019093882,1.4905071732520199,2.879122581623801,0.08275068163966032,0.30851784329922105,-0.6587662783204571,-0.07633131819340414
2014-01-31,-0.525039017487819,1.0240257163251778,0.07185447417983522,0.3504136892978542,0.1172237579733717,0.05996181782137313,0.17199596192878244,-1.041012452969986,1.5725849076918568,1.144235043240987,1.3092072013797318,0.01685188964008301,0.2256884769221132,0.17628483841662845,0.019635974516858935
2014-02-28,0.12216662029625794,0.44513737912812346,0.6105449274227827,0.43274069474593474,-0.590009726737948,-0.8086383208180428,-1.418423864767591,-0.8594966171555459,1.623815264953561,1.1456070963837766,0.721701312842083,0.49968536278184367,0.40923199284068296,0.11248010641100639,0.22388401784193335
2014-03-31,1.426909336692933,0.42128494986740495,0.7910718392698941,0.3662550080727546,-0.43882410445416853,0.6681529698809398,-0.7664154102993632,-0.8498310159301965,2.570229067848774,1.827524084235844,1.1595167346865576,0.6852997284852097,0.4361090197525953,0.5684222799470708,0.10927586066629652
2014-04-30,0.6439833313580308,1.0462759442444212,1.4574224316114415,-0.5389365058565573,-0.7777294410351109,1.0809289171939536,0.6967752620615437,-0.7462522646047919,2.7178961736825857,1.9191497450784374,1.0958914617924875,1.5061790637032066,0.6051175931302671,1.7322501720642571,0.44811688078117967
2014-05-31,2.6266217410002093,2.216653528252493,5.1978996435858615,0.7842154434056434,0.8488231760716376,2.3728568149334204,2.851129639747896,-0.8417678193965838,4.098173551095754,2.6050990434247456,2.545329732230031,3.9906111642774587,1.2054866994498257,14.264852612286134,0.07156128147340934
2014-06-30,0.1956004635863595,1.5285929874798962,5.527553556718156,1.3672570479457549,0.8872156879274237,0.33361715553838,0.3522465368969792,-0.6835095334749699,2.756835127123332,2.080028410245223,1.7071833307038344,4.844215221978445,1.617803609519556,1.909035196355313,-0.05599840164574445
2014-07-31,-0.48551004666379244,0.9688595120377415,3.9607819831814757,2.2253054573331683,0.801165774970374,0.20615318614506709,-0.009192194726407888,-0.46915398518059476,1.8406925540351868,1.5626545055641092,0.6794477659714502,3.816430280217809,1.7377391554408126,1.6053894170231282,-0.16921912206759443
2014-08-31,-1.072821065221376,-0.6315608276314273,2.874728691060494,-0.3560474223259468,1.915850220058392,-0.5485432839666226,-1.6774129557215283,-0.1947862830574705,1.0950388903516453,1.0652090586365974,-0.3056786900301078,2.2807963443541315,1.827616474960823,-0.7597532475988314,0.05762515830583145
2014-09-30,0.1743478317952475,-0.6340230203883126,2.1500915029666876,-0.5377571331012668,1.5408919616094683,-0.8513593123993944,-0.8511813718474488,-0.044761046626730056,1.0870466724334928,1.020621970214849,-0.3248065948437552,1.8660285839604525,1.3899572128487614,-1.3963766344368447,0.024430807155844222
2014-10-31,0.047053999462329556,-0.38905056069799315,1.1583365245802781,-0.35633149423327865,1.405690775530872,-1.7404695783789828,-1.830932857472727,0.07854387240836609,0.9948027504853888,0.9429378695629942,-0.3789280031461133,1.0097046104061314,0.7913381052621833,-2.6043292420424646,-0.08850280157629979
2014-11-30,-0.614996162169648,-0.17004195194587887,0.47929718380288955,-1.095410032649988,-2.170354148639367,-0.9646976644343146,-0.5816406359047676,0.3158526784653307,0.6882575330250758,0.7212875503733812,-0.558381301686557,1.4513370643137598,0.4216200842456575,-0.773639562362525,-0.06686294522912659
2014-12-31,-0.46604233927629996,-0.4601954234207886,-0.00041924720095799713,-1.2977317390704133,-2.323934115671975,0.01755949710391556,0.41844692712760406,0.538501636699847,0.486968472243521,0.5673183040191275,-0.583810928650554,0.6016585330605209,0.16024845012106217,0.09812620955566222,0.003186407369407781
2015-01-31,-0.06062548505846791,-0.5079000369944977,0.11079230883597808,-1.4398297279398993,-2.005044713425697,-0.7473064231189434,0.8215819282662927,0.662714261058603,0.43348545658787435,0.5184274708332189,-0.42569409695562954,0.7828662173004697,0.36512625357045714,-0.3543078754083081,-0.14403937022293758
2015-02-28,-0.891477813972923,-0.6297087686932448,-0.11347739642075046,-0.9768583549332001,-1.9847383744577805,0.8095124289736667,1.2671567834561979,0.9673543456070868,0.12918922372997566,0.2781731991154476,-0.7453306994761187,0.37147574726067123,0.2339247907818139,0.38453273328753396,-0.019790379973750532
2015-03-31,-0.22066829755567974,-0.5209137990443541,-0.3874956330603323,-0.8479171057706617,-2.059280831767478,1.144880058923779,0.7408146914235713,5.0820974131287375,-0.1130043380663994,0.19835908537091934,-0.6768584265218712,-0.18828492319104342,0.1446142855574704,0.11715167423986193,0.20486381130664694
2015-04-30,1.0804666746121157,-0.023749391474432894,-0.3066707560329797,0.8117706531279343,-0.6678515982378223,2.33685635790724,2.86635207960709,2.699278058536978,0.17271483053219797,0.40982954103603697,0.05255401270695503,-0.2709272181742498,0.24793848954378545,0.5715442671604386,0.21075156520063387
2015-05-31,1.02837202496179,0.8287108183598187,-0.5334025034369227,0.07071286379607201,-0.16724394581455176,1.1022214515074449,1.1649449140853876,1.66665247608021,0.5022073700186709,0.580537229674385,0.6988103116538751,-0.6165617487528191,-0.2225277237491907,-0.09731436515137207,0.07042081549057
2015-06-30,0.14921464812284393,0.9849322950424044,-0.5432402059456434,-0.7561665956628588,-0.3286077543193593,1.1059224060527717,1.16682416508998,1.3862292951373523,0.5457731509798347,0.5503388589544035,0.674555184567825,-0.6282343946178209,-0.2403247454179988,-0.098267441890095,0.11389106487315598
2015-07-31,0.34445622916665053,0.6848423588035267,-0.4144951292385393,-0.8659722554271079,-0.3296935643094933,0.7900929319903869,-0.17094375584955998,1.079973179964924,0.7159630859276341,0.5968945507450552,0.7579189040868104,-0.45567838955545065,-0.07695329369663646,0.1406964731249956,-0.11197204682117783
2015-08-31,-1.1589982230059455,-0.27898009326897394,-0.3888713263693726,-0.06194669417522299,-0.5157281519271573,-0.7103911578917709,-1.2793354455757886,1.520168735079672,0.2633918123865997,0.32440087016976776,-0.12833202716796116,-0.3962059398810792,-0.020345024718904127,-0.13867649260278342,0.08557245880764448
2015-09-30,0.09779015170482704,-0.3425938066971348,-0.39749032261178985,-0.046283225695882314,-0.6798174822321588,-1.1451319700708567,-2.1650863791368438,1.3371265747602197,0.4473743733636165,0.4591881615460665,-0.2208292606608503,-0.3739299507249831,-0.10233293227345774,-0.24199459411634638,-0.05945933833383551
2015-10-31,-0.8367586153025827,-0.9402653335348992,-0.5324460368874725,-0.38299434755373163,-0.6476732082134472,-1.2351410661422781,-2.1687481335801735,1.575210564158153,0.04004358468300795,0.1473206229639907,-0.7654816857784333,-0.5873154251333197,-0.3671232263992766,-0.24159407406259614,0.16777219692060502
2015-11-30,0.7662103413956168,-0.00011156417713891193,-0.2600073544936955,-0.0802160695551048,-0.8103606622470299,-1.1073231219200468,-0.6450024892701661,0.8931903360903686,0.8214987917806388,0.8084393360709651,-0.17529942160976128,-0.05200289823852496,0.010894257343776767,-0.4040563763928681,-0.01752474354332045
2015-12-31,-0.4795994515116557,-0.27955027575213914,-0.2283309118073399,0.0058227820692246385,-0.7085915047020385,-1.1712584869384155,-0.3150199332634282,0.8954570290366857,0.4841830274939411,0.4847254902990426,-0.35719266995617566,0.008194900570875041,0.08746782603713055,-0.5466946007249674,-0.23478286797122863
2016-01-31,-1.9599931566509496,-0.8326788925500298,-0.5763251217324531,1.5313863377512424,0.12289564038364806,-1.2367257591356238,-0.30871033472033793,1.7362353093113319,-1.2186058600271643,-1.2392709630755945,-1.238376623539167,-0.7171492985211984,-0.40887859577403984,-0.362026701326351,-0.1990459997351493
2016-02-29,-1.5585188671241879,-2.07701412558129,-0.6640145568922226,-0.16236367502856272,0.48563158664577877,-0.9910536961551992,-0.1989655902137187,2.3733222608358315,-2.626189492974184,-3.1831173003631466,-1.7453372187805931,-0.8673814724770927,-0.5009396637301597,-0.26701688689258757,0.19333868705585835
2016-03-31,1.0612477307059152,-1.1320062438971445,-0.40606586476285944,2.2317619577070915,0.9827218308646277,-1.1823638811364503,-0.6476345560130693,0.90804446944626,-1.0785189858797475,-1.3068300909571775,-0.7772871064041592,-0.6204985733501102,-0.08889617706076916,-0.5378934057497401,0.025828715878712
2016-04-30,0.0070137101415558,-0.21146817179464317,-0.6550835513852988,1.2544053047123822,0.9350285832071424,-1.1047591588768848,-0.9901846577210224,0.7087565148354172,-0.9130110125060505,-1.1056162140447368,-0.5626933162179437,-0.8981422335347578,-0.6563302906050219,-0.3211763105614296,0.09892551273714892
2016-05-31,0.5008139209847029,0.8047210700765184,-0.7725988258252778,-0.8036572057612791,0.6075330276669486,-0.5302494866615626,-0.08943246250172486,0.2487247541508594,-0.08421972919588167,-0.1912450364684058,0.05490993834574268,-1.0042907373130896,-0.9513717833535463,-0.12415407730348409,0.039276231696488875
2016-06-30,0.2561196635319292,0.4095597239198052,-0.741980276863305,-1.520296213139712,0.6774026342547942,-0.5312303460170051,0.32705934914798435,-0.028795441584847554,0.3646876413301858,0.19482332239152272,0.5200576299827647,-0.9650464177719089,-0.9494668704702512,0.03365414094542898,-0.005218310676097535
2016-07-31,-0.08356040771544493,0.40820005018004196,-0.8061430246356952,-1.1674144721560382,-0.18731077738633686,-1.4242363115512862,-0.12736209661434517,-0.16705814856625711,0.3697492711261963,0.12147254491334696,0.4935355184787256,-1.0471008422221508,-1.1004156056183159,0.24098364724043045,-0.05779465715263635
2016-08-31,-0.5181577673108225,-0.1902035161510485,-0.7141346499323026,-1.2295941558850871,-1.1463067529350344,-1.0265532494809466,-0.9667924615544504,-0.06835097388629893,-0.31325474646446944,-0.6258090758914772,-0.15051183644123214,-0.910375857996471,-0.9443018351058806,0.28691303816700625,-0.07160953237812326
2016-09-30,-0.6912105258513,-0.7099087512878645,-0.9335172640734541,-1.3964045351844812,-1.6694896376529011,0.7057971761329795,0.5005092236003134,0.1348497508549319,-1.112328340516437,-1.5218617436790507,-0.64571246571853,-1.4035250356577886,-1.4198205095558583,0.19949048118822632,0.008695706967553913
2016-10-31,0.016080053630321764,-0.6574276069808223,-0.973211931891599,-1.1376429320353016,-1.5879919908129747,-0.6898632153997292,0.5832339456675328,-0.1044181643079117,-0.9575838924619389,-1.353528329912931,-0.5813092419605722,-1.1289579692200558,-1.4079438077166064,0.33867117572437905,0.13731211546442879
2016-11-30,1.077107692261047,0.2203154743636467,-1.24726522089006,0.07294112873817564,-1.1826976361030828,1.4013567642195677,1.4566341835284957,-1.2119136855095263,0.5749351383048159,0.2205921747699939,0.28056502996629007,-1.1267748764662824,-1.5562595254225482,-0.19219204546160204,-0.037041271680349215
2016-12-31,-0.4273177231237474,0.35910159536768954,-1.4041156935923753,-0.21954177167092015,-1.133636280927682,-1.0198177513885975,-1.5140787833263802,-1.1779209235804613,0.0007695679599847438,-0.36002665723432553,0.010665083072890092,-1.2675943480063254,-1.5724933376687529,0.44663393830381753,0.05236072021386247
2017-01-31,0.2915402983145311,0.5137192855655027,-0.0868055541093804,-0.30435583863914384,-1.0291461858880269,-0.29870845012435915,0.153909885404269,-1.796630695490617,0.5020189482901314,0.15293255557699345,0.3085675692506612,0.23320268480363962,-0.1977569380792051,-0.11416218537482295,0.12048209262554842
2017-02-28,0.830995525499593,0.38564261507609443,2.1046605597147345,-0.4948215909978559,-0.8901525374336845,0.3339308100408854,-0.5925530666730989,-2.6815286178563973,1.8711083059241345,1.6740848424256605,0.912772369794161,2.8214099269436295,1.4284246997017567,1.0170781590095497,0.22272417617700857
2017-03-31,1.6219101126562763,1.547532208338075,2.1959683256407554,-0.37360051423379537,-0.6266879684803602,1.9293399508387752,2.3000716897324236,2.4034016157493605,1.8851035447246307,4.363298262450858,2.0077889208732964,2.500921036676602,3.174644184218239,5.855493335716868,0.05025008504555102
2017-04-30,0.08293570148047039,1.39922611216033,2.0870915619181654,-0.3611496189129435,-0.8333610643638433,0.22331923704406167,0.6212428806511989,1.9762248248539278,2.152638905683016,2.958470161291624,1.4104269014141888,2.515029493254272,2.6040582500560427,0.48797019289567545,0.16982067721750185
2017-05-31,1.1390124787767226,1.5005659933263222,2.3282053736191695,-0.27054298009090366,-0.6699645486887916,1.2145543792645788,0.9353063406447154,-0.1268209649789913,3.062980763235089,2.6786535914124294,1.8653584839527952,2.4961813576457317,2.213432306450288,2.7748038644164326,-0.008499181932655388
2017-06-30,-0.34307218282521834,0.4644924787597406,1.7180507061350614,-0.18738226634647476,-0.8247269957224824,0.734158284615284,-0.43713366448032787,-0.008112385221336954,1.7281570494215779,1.6034439050700164,0.8946988427410455,2.074214136624381,1.6662439959561626,1.113493980852876,0.16700931756399215
2017-07-31,1.1808373405842962,1.0873991036950172,2.642204880923061,0.025361995001250106,-0.7693347791178435,1.523304650821098,1.106738793966295,-1.6629412459282027,2.137930520122026,1.6429315864766436,1.3387802663379986,2.974976334337795,2.022291330707774,3.217188153372999,0.025924977526314834
2017-08-31,-0.03983119214556374,0.44087780275782407,2.757171066115861,-0.18170735667717722,-0.48542800184342405,0.8068123778190956,0.11355016987497674,-1.6331912590259716,1.4699326904128818,1.159822520049437,0.7805344355937999,2.637013044940596,2.1632301505262737,1.362377229924325,-0.018239550113871
2017-09-30,-0.4730083012370885,0.37152974676155603,2.6167863664283506,-0.08484325939300813,-0.7082676661672928,-0.65175990764822,-0.7893587280673641,-1.2652972357152583,0.866317679336085,0.7167661431050083,0.14611648736022648,2.9021162066333486,2.2335234509367665,-2.131514407998952,-0.04719508578634874
2017-10-31,-0.6859718260100056,-0.6496932279114346,1.9146669332031654,-1.263833139650031,-0.3468395406466161,-0.8519756251418961,-1.6415927641801444,-0.7383171997952451,0.35422942770210986,0.33135976115176646,-0.4825433055303737,1.728775105808048,1.7997827008151666,-2.193169987810532,0.09568268865571739
