IDFCFB IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-10-31,-1.8186526130017016,-1.2281842231215239,-1.4520526273840055,0.0879922422242263,-0.4397137379895827,1.309834281254081,0.7690061976304484,0.17259560599524512,-2.151751825801655,-2.6625818570029387,-1.402192401691993,-1.3596068480540178,-1.4015838045235667,-0.8060233082662492,-0.028461270365104648
2024-11-30,-0.4571199614872693,-1.1713870497209422,-1.4722273279881644,0.18744225984652163,-0.4872027573105378,-1.8401426729271202,0.0013469818243035943,0.14532466881887726,-1.9100825831607888,-2.5620739261282965,-1.3235845163676088,-1.4153899238079335,-1.4831961310404496,0.3917072462831671,-0.014777819630258166
2024-12-31,-0.24065861008040326,-1.2140711584988255,-1.4497628301874999,-0.11104796248069346,-1.7029694189364621,-1.5943531466494274,-0.715402317778394,0.10338800125796652,-1.662500942683622,-2.3857010345540384,-1.012040406986376,-1.6847636464804034,-1.529177672345445,0.4398823483044081,0.0015825292114256609
2025-01-31,-0.01798813407744834,-0.34704683577126183,-1.2700460108671232,-1.5491484081282423,-1.6184701130781045,-0.062091758491974194,-0.7922224884573366,0.05235381196206326,-1.4216472192161815,-2.1702555411666147,-0.6798836763423829,-1.445551658930367,-1.3318256050705974,-0.30119017888730376,-0.079792370045825
2025-02-28,-1.0822461013067806,-0.6486611845995276,-1.247610815398355,-0.5633625737956671,-1.281384998606802,-1.3112385322286972,-0.31132617574034444,0.8063185909864785,-1.4578013934363303,-2.6292722855415573,-0.9455404730216361,-1.3671058784052974,-1.401878443787935,0.2967012899656588,-0.06053899438135231
2025-03-31,-0.8072313059450374,-0.9235733200167647,-1.1459488935433912,-0.60789436176426,-1.5691752041580804,-0.029728194924853093,0.9583612651615661,-3.9433835770774843,-1.6799523004910386,-2.859658691551491,-0.9702228056916415,-1.313956267729772,-0.9342101071971276,-0.3905418895334428,0.16608788071898323
2025-04-30,2.1033858524928357,0.12342544578198654,-0.9521359316058862,2.5975680172576237,1.259256001883125,2.1996827077106396,1.2847961230322191,-4.0324384733143015,-1.1210203022142236,-1.4460396200826915,0.38558880566581916,-0.7788396321470111,-0.739395627024833,-1.3432444729533872,0.04637290272546971
2025-05-31,0.5306260190931475,0.9114513484799578,-0.698450775327795,1.530235219151776,1.211763136434672,-0.5842664757952549,0.4908440775512616,-3.0242721624437663,-0.8739152879572422,-1.032268502602146,0.6971272819701102,-0.5792520595648601,-0.5575765768313706,-0.43056408728774476,0.06919882350086032
2025-06-30,0.9235120261164003,1.8113125108369654,-0.640222913358741,-0.03502687932133354,1.2829685758284206,-0.27155831753711646,-0.35074686605512545,-2.43725792664997,-0.5910883293757176,-0.49810872928443634,1.1655596575819582,-0.5226670348366536,-0.4897601866070096,-0.4611748185706644,-0.05764307434475863
2025-07-31,-0.7147940614189346,0.416343003483601,-0.5547475867706972,0.04087820818576016,1.5939652266451059,-0.17393261572328944,-1.807275921455454,-1.8479935047013265,-0.6115791702806291,-0.7952249344085656,0.5786741686102408,-0.423675479803059,-0.4148921202619943,-0.417777182032278,-0.01126154497628041
2025-08-31,-0.01855262919697347,0.12496225367556307,-0.4625831993698533,-0.10971313597201429,0.9153780172554544,-1.4267199460975797,-1.9271870571635445,-1.5413511952751995,-0.5276963377347607,-0.7573539286844535,0.37687491573076054,-0.34544799688472727,-0.3216591018982601,-0.11988092700538402,0.025843482412777032
2025-09-30,0.5460023901094866,-0.14444167172781322,-0.34520078010255684,-0.9095591055559376,0.2244429654194759,-0.7984866728811878,-1.146839556757018,-1.3673592733170108,-0.34087442981193766,-0.4229221933232425,0.4358982235386483,-0.25194125023449987,-0.21710957672531622,-0.1677591801811789,0.1587063102227408
2025-10-31,2.3994952118364616,2.015143645739733,0.7658855999693166,0.6416290456580532,0.004071308427878837,0.8625171835047131,0.6859028024635888,-1.3607846733523017,0.4778583955692377,2.173262036783853,2.4578535476256627,0.8202381017845634,0.3769866704318901,0.19465633695881468,-0.020260112383906737
2025-11-30,-0.2668689910138455,1.7014221908759621,0.870835480647275,0.8166430365733358,0.3292111153567036,-0.3098777184449538,1.6203407953860072,-1.123002499371332,0.5501154668840234,1.7121480298146299,1.4057197448122851,0.8408496558980398,0.4700048514570446,-0.9395386942750725,0.06615178296441525
2025-12-31,0.9288921744387353,1.8722892713698145,1.331455286971765,0.7128639644552639,0.3562789302475119,0.07932987878563794,1.2669149999456364,-1.022114103887558,1.2594283581830776,1.8973963528759854,1.814651537106252,1.2159120733300612,0.6884535616414529,-0.7363491408167315,-0.023997841734625023
2026-01-31,-0.30003196020732964,0.21115562192532833,1.2822199589714809,-0.6016263017631508,-0.07719607975581573,0.07758263318931385,-0.700620920198363,-0.8396564229795552,1.439713252603962,1.4754242023830946,0.9149203318897776,1.243206906147668,0.7281242158326098,-0.7082211717808921,-0.12879099667284435
2026-02-28,-1.7323126445143204,-0.6544872133631945,1.0942397960107926,1.0333751618197977,1.8161422965980825,3.237630641052922,3.5125514280034364,-0.573939813602196,0.45311927774986543,0.6445619493757258,-0.7733766055509538,0.7963103371041889,0.7629047730382013,2.9198031613597264,-0.042819997182928185
