KEII IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-03-31,-0.42465471898958906,-1.4297607954921054,-0.8035166938191053,-0.15491217468128876,-0.9368753569176895,-0.8637212088928181,-0.7265083209554495,0.8895697455846285,-0.3922129122159325,-1.93140861577402,-1.2823063756203579,-0.9546561281283441,-0.9874995714942985,0.03632624384031809,0.19585140902620218
2011-04-30,0.9452456558345201,-0.066149379190161,-0.7701498754991558,0.14607978493802584,-0.07230922891019372,-0.1873729495341145,0.689166380639805,0.5688046300669747,-0.11269854815872192,-1.0683497582939008,-0.4447802806419303,-0.7238103669159621,-0.7425804248524653,-0.15638619112228727,-0.07380397458336131
2011-05-31,-0.5966096032877287,-0.03276733843705807,-0.7390289467453743,0.1437413221121754,0.011638672715303828,-0.9559917688570263,-0.2572451025312409,0.5640852408827495,-0.8023693986771675,-2.1524650933414815,-0.45004702108425276,-0.6777316385291335,-0.6557864871301494,-0.025942919472082562,-0.09829334843473388
2011-06-30,-0.7858181456138291,-0.12041192505173845,-0.8986331919194375,0.5071476807671452,0.1315802449299037,-1.1478115817008347,-1.2669029408599266,0.6106530996604609,-1.4395174375518847,-2.8572901809084463,-0.49635241740053265,-0.7702667244522563,-0.8934493053740458,0.11815193956831764,0.025493848826219766
2011-07-31,0.27089992318866235,-0.6823431115767545,-0.833323984231362,-1.1358097944906798,-0.5715091763010849,-0.9534820945328893,-1.8136891882484822,0.4471838313137398,-1.1025402652527674,-2.1409222579775222,-0.26016836041728697,-0.8002533582432432,-0.7387739544981639,0.003504948544347083,-0.24220274792965035
2011-08-31,-1.8861332882051542,-1.4817877334453748,-1.0127544620064635,0.3272787384468991,0.2571080145623484,-0.8095020858246585,-0.5882749393076702,0.8681548486325469,-2.2036064071950796,-3.155385478862589,-1.235211054853534,-0.8464416885798928,-1.1920078921607828,0.074988154317208,-0.08515780834030671
2011-09-30,-0.485084493365611,-1.3474819286771702,-1.1112552475429185,0.3728010934492796,0.3695262079727945,-0.8238988502583329,-0.06438665406172409,0.9736965698908999,-1.9292269626516239,-2.5099196906563503,-1.6291974696085698,-0.9157133206301002,-1.4765483786342555,0.1606637327835331,0.07342746855481715
2011-10-31,0.9078927940463104,-1.003818692281933,-0.9873455372971274,0.9950249506104678,-0.4897572122855928,-0.5485081575077628,0.006090276084149148,0.6009599053127529,-1.0887759323720578,-1.5809065932890578,-0.6680480048881458,-0.9653268306749263,-1.1641744308092628,0.051652746045250844,-0.12555653398976382
2011-11-30,-0.8712979135610618,-0.2860032826054931,-0.9524069619079018,-0.26250910337787176,-0.3785791470741621,-0.5931827018323688,0.14051430449070096,0.9604441249084188,-1.174157064388508,-1.6427978388023337,-0.9729886870867964,-0.933938665565429,-1.2963714536417248,0.08825294687195306,-0.13592316606799293
2011-12-31,-0.9094615130482516,-0.5659836197414707,-0.9100031490445014,0.07110261930544567,-0.21384446051616895,-0.5370279388175416,0.3417582278841226,1.5326325834291759,-1.1788069509773302,-1.6145720829325936,-1.2905862630438667,-0.8760593855467022,-1.4422804445406068,0.03487883900509858,0.2644252102875136
2012-01-31,2.5642510640201093,0.5048115617092434,-0.5115914586935257,3.186384947523884,2.728108470670994,0.42757260169039635,0.9949462612791641,-0.0666683460858671,-0.08608367315581028,-0.6068839168497298,1.242556574180092,-0.4262731651683473,-0.44464645315288226,-0.3561811590278581,0.11647499099636811
2012-02-29,1.1016723965156683,1.895234753904382,-0.26065279178921963,1.9933012089308297,1.5370158683875368,1.494471514466715,1.5818190680738273,-1.2087930507500295,0.5034830259324847,-0.17489522480949599,2.1168424923381344,-0.27749819926217467,-0.10082191114059977,-0.6493830148404995,-0.13427961562987492
2012-03-31,-0.8591523734313026,1.7433216709678976,-0.2846263002393631,1.741010881082622,1.6821172883369266,-0.36072244036024703,0.2663483273862585,7.223290428767734,0.2783169277164909,-0.45179633370557143,0.6656652495063532,-0.24965884735729577,-0.7021198762426117,-0.3719647982748968,-0.027315810646962865
2012-04-30,0.007464160475729499,0.15533333145406758,-0.5117247014168083,-0.11021243443834144,1.4220772985924142,-0.9734592760150403,-1.3926289539202172,2.66298760294689,0.30055172921839746,-0.4066171635061589,0.5204081075713753,-0.3281980854208097,-1.6778351690935454,0.8983218290505199,0.056816475043660754
2012-05-31,0.6854448503822859,-0.1198026326732805,-0.2664715645484027,-0.7866026881462367,0.9628470029221377,0.4908403067486673,-0.8358525728745264,1.3567707990576126,0.6523527561572134,-0.11847301031381265,0.8490359528677319,-0.13238906232157244,-1.1560365542677142,-0.8676799498952349,-0.005830920310793099
2012-06-30,0.13984773560537866,0.5510012093551429,0.09342922621681395,-1.8743022065844528,0.1986953143094031,-0.395453424631895,0.02986836113450356,0.911300047139921,0.7365029455847001,-0.02557672393315741,0.4400353407947952,0.08350154000469011,-0.5596753894210911,-0.2467239336760026,-0.026668247082161523
2012-07-31,0.004181495207834104,0.5471153034656759,0.007208492654295433,-1.6750869048394836,-1.754775442119426,-0.22589434396627125,0.6883871572687631,0.6700379306923414,0.7353479694415366,0.009844217629717841,0.26532139140147154,-0.5265794924156834,-0.8726702801825703,-0.3282115399482774,-0.03982149418667149
2012-08-31,-0.1111780125773775,0.022312632463286873,0.9281441400024062,-2.0341678306853215,-2.4499175286712163,-0.23939859014750198,-0.32598427296577565,0.5314362427310183,0.6870881918955442,-0.001176600791957544,0.19023945271457804,0.4991140496138828,0.6425009791925983,-0.8578427540003196,0.04879016416943205
2012-09-30,0.6019498414889506,0.3179888654838642,1.5705370073328937,-1.3114246440257118,-2.8147767460411406,1.5959183113592217,1.240987750928049,0.11690569263524855,1.0133546002240206,0.3173260458229534,0.5580641366488618,2.026554394111728,1.8551799798621174,-0.8268907963674699,0.07453305186256677
2012-10-31,0.8780515051619191,0.8724386329043744,1.5719094982020692,-1.002283269295079,-2.173690516182318,2.566118198020659,1.5632882949603641,-0.3218736387493161,1.57354937085915,1.1251599563259709,1.084248403795806,1.8130369209469321,1.7534904154637583,-0.6662032303711445,-0.00832182333749233
2012-11-30,0.15599913040609917,1.0564309990601255,2.323542701260757,-1.2532884005279934,-2.0011462141594176,2.931902574050547,1.9125939761611537,-0.4205648918132782,1.642722897140704,1.351462895258014,0.9520261999096106,3.4814285072459255,2.7804886201746135,0.6797573161548882,-0.06919185666321243
2012-12-31,-0.3507523968952823,0.427252328474391,2.6424762715777317,-0.6600049200652582,-1.5924843290949573,-0.27496467576759487,-0.4113779735964293,-0.2861197019470451,1.137878576666283,1.0822669715149535,0.3890416557773897,3.2359623611294466,3.194061441753959,-2.084943562060916,-0.13737672955678468
2013-01-31,-0.9001770887389027,-0.6980855048529715,0.4581375583818217,-0.8778369354250065,-0.9669354157131749,-0.29888386940258616,-0.8341403362233294,0.10230380201937075,-0.00266473068042929,0.04805767070620014,-0.49045104598653483,-0.0865833065353262,-0.2296166019028214,-0.5973332305022188,-0.12379421734666422
2013-02-28,-0.9141568740312073,-1.4072251204476542,-0.371697358815159,-1.3172550316218483,-0.6511819560463591,-0.695363528895705,-1.6475363016149585,0.41927292664620647,-0.7787176343384641,-0.8225682618750272,-1.2132324672804236,-0.8111301374102935,-1.886537408708258,0.5089497957901806,-0.17306223138115795
2013-03-31,-1.3167134141121108,-2.0821428697031297,-0.4759947878662343,-1.3935242641917214,-0.5141602389865355,-0.07789026165314422,0.0753002304773721,1.1002014488227452,-1.8378862897642572,-1.703127599582205,-2.037579169020259,-0.8234055939408805,-2.591311424518602,-0.22820097977513806,0.018265347977293404
2013-04-30,0.38072924121153656,-1.174930103809765,-0.3483419894418585,-0.0656121027281233,-0.8877166353139487,-0.9436936969735327,-0.5787898951294523,0.6081155168900552,-1.4519092443486348,-1.20040148451349,-1.3309916122502734,-0.9919768726232341,-1.882915608033591,0.7856578219860089,-0.01366763872866387
2013-05-31,0.18969408251368972,-0.471205364648735,-0.5455168530765192,0.020279197913144108,-0.8394413541771314,-0.32398879866002694,0.4588316122270871,0.35690096280364575,-1.1967409317931403,-0.9808660953515713,-0.7205675719844783,-1.1915015710621544,-2.0839205983775066,0.174619737991754,-0.09119023806459677
2013-06-30,-0.5397029747569737,0.03953273768950008,-0.7418345812520726,-0.7240988250338847,-0.7770278805716448,-0.6809793102099553,-0.49838293010444873,0.4552891157426796,-1.249253954976098,-1.2034764507975206,-0.665242893268935,-1.367813655335367,-2.5142497735277374,0.8957836917706052,-0.2498797078052457
2013-07-31,-1.9928129394087108,-1.4527015328758157,-1.2237692388510133,0.4337005764102516,-0.1291416915809707,-0.3528933609540808,0.6112345366602923,1.1740671211845715,-1.7562005662605333,-2.0084747188383423,-1.5780481166359703,-1.1811273890314409,-4.091901341851896,0.7222943402589618,-0.09466522654107835
