ITC IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,0.8459632037330993,1.160602494819374,2.3181968086352485,-1.2587756108126584,0.7170992642093894,-0.6268465984020405,-0.6105406189175591,-0.9476167176964879,1.4315449463804928,0.7827542501009072,1.3928386959362393,0.5110984373213678,0.5681990476577116,-0.9803136022686791,0.12369093068957104
2006-03-31,0.9966054377816302,1.7081079544206645,2.8462175556874776,-1.3689510242996872,0.3551031606490207,0.12285972700336338,-0.16457838874083222,-0.5036295637778775,0.9621022501396187,1.1446605965564658,2.20444998489127,1.0543647260746982,1.4698920652631364,0.6415659063041039,0.04309435388143343
2006-04-30,0.0002876554139039046,1.2180518157602063,2.1840608292325046,-0.7743652701334665,-2.1696683791726312,-1.040609079742905,-0.32286560942317744,-0.40227190719180045,0.8314424579924053,0.6579059409696364,1.3261640859254655,5.280154487499968,1.150201390894243,-1.9395113075615125,-0.2084658061569317
2006-05-31,-2.86672263409996,-1.2032493822454073,-0.024546949634529764,2.0229752689992435,1.3519928812179416,0.33919763957256466,0.12405280940440427,0.6714175630337529,-0.5086492575698278,-1.0389807042206045,-1.5092168656612748,-0.5021207167502009,-0.41230384143446264,0.36900657871653875,0.0978167957943939
2006-06-30,0.6151772367263583,-1.64091735394283,0.26159883245844034,1.6496631506714,1.4335405537792187,1.1893201123088584,0.11784390499033849,0.33705332420491574,-0.15739228625350515,-0.6951268534357742,-1.0273609702763766,-0.43075301407241023,-0.267683544494029,1.5493798194011268,-0.0858109345772665
2006-07-31,-1.4891115643979829,-2.95045703753587,-0.35785641537290125,1.3870091163483451,1.598969751261372,-1.2281249982140374,-0.2524282128055195,1.5703399161686025,-1.062483522816381,-2.235612583186086,-2.5169042923851275,-0.6524067065922806,-0.7876425359192386,-1.1567029720145532,0.134501749484285
2006-08-31,1.082859906431703,0.1541112512574424,0.24070332261342658,0.7402353341966065,1.6861457845766743,-2.204790004810684,-1.258572958684775,0.4464609600916168,-0.1729380946554979,-0.9949537149533166,-0.8374207764442183,-0.502829892677995,-0.35759875397464713,-2.555559735433187,-0.020070919617176202
2006-09-30,-0.6748237584541665,-0.7730001416724547,-0.8910379643875637,0.6057122976280207,1.2619215239823305,-1.8217606067188745,-1.6182051411364777,0.9035144032516398,-0.5773696507805779,-1.5828499115665016,-0.9910563231689707,-0.7795565873630552,-1.5002435237897471,-1.273672877162603,0.012090827393199843
2006-10-31,-0.27750858328841227,0.078435962728577,-0.10036136144257557,-0.045928742617261424,1.1771622432251019,-1.7818264569129985,-1.0410974711562402,0.8839339942361861,-0.6063305530176757,-1.5880441958703404,-0.6209071018715167,-0.5412844369807521,-0.5979107731100546,-1.8009069240836437,-0.02604137688013391
2006-11-30,-0.7276647471508922,-1.2444110072953554,-0.9542365387681067,-1.2508913517959905,-0.20596111378367554,-1.279676577982798,-0.37863601489706716,1.3888971890445903,-1.0358234364236163,-2.12636377133145,-1.137148693025287,-0.5743610290112889,-1.384958199544869,-0.9249274797107636,-0.04987864396218381
2006-12-31,-0.9349649915584454,-1.3775896700411179,-1.4451325662700474,-0.9451143322668489,-0.41202215992308666,-1.1561214588606685,-0.4498686854691047,1.9979635715476876,-1.5106001278085097,-2.592525624509887,-1.5553495988419723,-0.7583865460510545,-1.7526805436473796,-0.6294017456834332,-0.008499915539054608
2007-01-31,-0.4231523299014162,-1.4208175333998665,-1.8225095020447086,-1.0705431815406088,-0.7335024712302295,-0.6421883691537367,0.1947090609903078,2.002931801620038,-1.531450921088415,-2.4489157898638862,-1.571378542766658,-0.9154835096013235,-2.0581338588945544,-0.3346503757999067,-0.016850215528306137
2007-02-28,-0.4931970697024706,-1.2283278297804963,-2.1881533548034358,-0.9787069911685429,-2.1658866277026374,-0.7995917628866758,-0.05756035130024696,2.0995669638045116,-1.6176210278737662,-2.3938386894775947,-1.410739725053523,-1.1844545628983445,-2.3502476026134675,-0.1752039005087366,-0.12748081251555912
2007-03-31,-1.7657884279185099,-1.744071223771708,-2.8126072977458185,-0.13956453078973743,-1.06369851491682,1.4191781687788991,1.7242576014646644,6.162811877770774,-3.6122632572120237,-3.412944215711556,-2.1986398970360104,-1.7390728981764247,-3.1953330275636618,-0.6977122394692136,0.057286628681575066
2007-04-30,0.3771296314980448,-1.141145996163207,-2.378209342093447,0.33096789192710974,-0.6872318616664949,-0.4861696480173657,-0.03693063046557999,3.430537824758531,-2.7522767755773585,-2.3656188258183484,-1.1963992519271374,-1.4760656081478216,-2.5008969825973115,0.031079606746205617,0.023111095213476436
2007-05-31,0.018575683995281287,-0.8023963937114638,-1.5328171879816037,0.4036807467504702,-0.5648548619997469,-0.5931774602018738,-0.1122437313404422,2.5776598328799096,-2.300164908262825,-1.9681228464695317,-0.7192553470503679,-0.9607889866318562,-1.4674385445894709,-0.09945040417111198,-0.05716980277787331
2007-06-30,-0.8161195711853169,-0.25758351016017733,-1.7662104596705561,-0.3658320970604411,-0.5627893056206814,-0.1731290284148989,-1.7886739401538536,2.5953909894045006,-2.334092336365172,-2.3884122901951974,-0.9769327763134658,-1.1520580746460125,-1.8407121589756124,0.0121727173801541,0.10018107381627728
2007-07-31,0.9266570812909772,0.09026331593397721,-1.1485203773319932,-0.01949392513532815,-0.0830058396742197,1.6536692042227001,1.2135222448109775,1.542646271864273,-1.5634963889380658,-1.3044241205111393,0.06180111311418794,-0.7406696992529712,-1.1010833056681095,0.06504231093698068,-0.0011133792205988242
2007-08-31,-0.1970341002993021,-0.05253003294524631,-1.381171918334722,-0.023055723450111656,-0.12786983878762698,0.44003537891135475,0.8644268791124398,1.4215600363783396,-1.47213280316108,-1.320428231533713,0.08553562680211747,-0.8762774307249247,-1.4082894120128526,-0.04097038131810712,0.10545334462052931
2007-09-30,0.9401754915403514,1.1058409459131198,-0.9755466700071455,-0.46025640410550067,-0.7941873382247416,-0.17205450433507413,0.08216608635897343,0.656973019038536,-0.7595357999934572,-0.16638819653167114,0.7820098173078012,-0.6170451875542171,-0.9318913333539902,0.03404962041910847,-0.05919498425209747
2007-10-31,-0.7994159591524104,-0.016952397527709558,-1.06466041919882,0.01623667525376894,-0.48696838947159865,0.22620952161587873,-0.7720059557639788,0.9612160163762163,-1.0908847710540561,-0.878463991990402,0.026298781470536818,-0.68678411843004,-1.0571699969606108,0.13332966833252183,0.05147941427588418
