MAZDOCKS IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-09-30,-0.5374709644691521,-0.9179643213852259,-1.2406671423971531,0.8365370132775443,0.5589635301401945,-0.22638485969792552,-0.7260381684043355,0.582575428188131,-0.5417754260104932,-0.695210197093532,-0.7326529502591786,-1.54196649820097,-1.4991394658135568,-0.27802164738586455,-0.03621198183036734
2024-10-31,-0.66661671145919,-1.4679340109374943,-1.1025772221244152,-0.42883464940227667,0.6394839715536221,0.11011467456777879,-0.4512603462299255,0.687919421061673,-0.7433258911005649,-0.9142026780852407,-1.042913904025362,-1.4162560235165853,-1.307818526399036,-0.11933684532912257,0.1187679267242439
2024-11-30,0.22125364360268893,-0.48651421403902495,-0.8804629899471058,-0.8712201792437704,0.008695844206661764,-0.8739071624340233,-0.39385552340690555,0.4482121315935119,-0.3748711543067242,-0.7671819484699571,-0.7418370149395144,-1.0338754756695239,-1.188725993656386,-0.5849413503058447,-0.03061984634566801
2024-12-31,-0.5527770281342494,-0.5009795762415947,-1.1197360651671975,-0.8031341460513729,-0.9368399387328382,-0.20379844648369883,0.08196492308579871,0.5531255556562203,-0.6227017980854082,-1.1919597979374772,-0.8276697288218844,-1.0225109494469307,-1.2407732852232598,-0.1829020697480952,0.1146760003731702
2025-01-31,0.24641937147210333,-0.03869430447582575,-0.8594776760203666,-0.7748689675886834,-1.3740389157864425,-0.9372198683797432,-0.4872494454572654,0.3294924169918795,-0.18632690619318218,-0.908632272231039,-0.27851055528345275,-0.465084043570635,-1.1136864736619807,-0.5230122632747274,-0.1590757357980639
2025-02-28,-1.3623442326669875,-0.8032680965045985,-0.9390812586758658,0.029176114547564854,-1.639860790157671,-0.384751132488831,0.4044164946089196,0.8144933695289087,-1.0734737131253305,-1.7938864466611484,-0.885819087697522,-0.4190581835436023,-1.025196853828179,-0.25082028200166484,0.21560246015910348
2025-03-31,0.8030672660971336,-0.14500184041594738,-0.21192177438476156,0.8161406078764184,-0.7982494536765964,-0.9733122429711357,-0.23128778568283737,0.8527205436537288,-1.2140582491355214,-0.7195150871542046,-0.19254727155449347,0.17218684961066402,-0.5903070283000383,-0.8233945682622945,0.14541301834070927
2025-04-30,0.3362174125405019,-0.10251238617705946,-0.41385557630076947,0.8266038834916877,-0.7220399303007443,-0.6133897419005093,0.28829874045565806,0.3810233951402907,-0.5704600959275732,-0.09465703068020534,0.09629065950256555,-0.16338430636215778,-0.7440034837019934,-0.5033043149398598,0.12888462408773366
2025-05-31,0.23767201625746193,0.712510301684754,-0.7761068602952041,-1.4775074954347016,-0.6552168629286849,1.0667586558246631,0.43288041110870895,-0.5188309215308559,0.07902381994547701,0.5378107336284903,0.3135179026753378,-0.7317749421155597,-0.9164458826025839,0.37997386132264444,-0.06961530819260256
2025-06-30,-0.9074593606003192,-0.17168675237393974,-1.3068645186537413,-0.344296946657726,-0.5675013553866006,-1.1198524667108511,-0.25164287806210145,0.07523003590513548,-0.5770664002955208,-0.14210987613075715,-0.3446485741218239,-1.5527394414700049,-1.0882269399380402,-0.33671577727487495,-0.15761917101302358
2025-07-31,-1.3949013243402912,-1.0328844254182845,-1.6246623323209002,0.08418180082030216,-0.044362534189963554,-2.2183303613528604,-1.1023195279016007,1.3513117580031775,-1.6440912914980823,-1.376063156988397,-1.0183679780188857,-2.001781269779631,-1.3282666505907632,-0.013808964904589303,-0.06257739690056227
2025-08-31,-0.7135423440703631,-1.6054888922281758,-1.6893252330776998,-1.2442951041880268,-0.368171036867027,-1.75801213711337,-2.1430615975556315,1.9698515238399161,-2.095145667215861,-2.0811069925419043,-1.403001963160816,-1.6940257626886326,-1.3280468831174799,-0.16305858445052637,0.0590709678736885
2025-09-30,0.10536931880881475,-1.0857306430643656,-1.553552438873004,-0.32164599826195084,-0.9626800201998206,-1.1120603011869157,-0.6341575185502274,1.3348890090013537,-1.5839459168229288,-1.7025880535166382,-1.0831941743319113,-1.3586953944945739,-1.2445430004464795,-0.23088454524020438,-0.011838768632903783
2025-10-31,-0.3381563083955511,-0.4952748486837693,-1.4884078608781885,-1.0206574248555569,-1.3768520057758453,-1.2180642836519293,-0.6230584478096417,1.4840514557834763,-1.6628182781485206,-1.93477124831367,-0.9821957524084233,-1.1094842169557204,-1.13944995698709,-0.27465623226000047,-0.01826771207422599
2025-11-30,-0.4164259027919761,-0.33181044799800474,-1.5919766265949353,-1.233350005787916,-2.0004622750348124,-1.0071907587002749,-0.5146251329385009,1.6385253999485765,-1.7235194060067662,-2.0872616215498008,-0.7807241607025756,-1.2214352827787534,-1.1909177082510807,-0.1323205779046523,-0.07330450111580042
2025-12-31,-0.7790166966333368,-0.7835467962135473,-1.5207708369470472,-1.276709982882025,-1.83999692125909,-0.5458514679904398,-0.20947611367958086,2.2318822410704287,-2.107609032750454,-2.630464756659372,-0.8726076642550377,-1.2932367293470222,-1.1438483261261745,-0.07930964792441926,0.032670638870191934
2026-01-31,0.0008936588904413925,-0.6011924396865943,-1.4926642412152828,-0.9005192765053145,-2.141722963021548,-0.3862651789349993,0.5715508671565894,1.6791422997973877,-1.7292450981432501,-2.1497537439087773,-0.6133606645865083,-1.3694373624738316,-1.1335192425191347,-0.03442000788844149,-0.14532169661839178
2026-02-28,-1.2180385079840599,-1.0009188132913551,-1.3404362758503083,-0.3516896045907038,-1.4578863265689115,-0.33198185720370554,0.5692010468784936,2.9737430800358244,-2.5208616306224187,-3.2617695459717533,-1.118192302532514,-1.2770395184863117,-1.0262627827026085,-0.06306232370009902,0.05894964824954367
