NAM IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2021-10-31,-0.2763660017522138,-0.07178839240794449,0.26237298169077894,-0.7063665078930504,-0.9316689238712178,0.15933750596164692,-0.70065470682031,0.9007338063723285,0.4964097421724659,0.6769460221951146,-0.07570571471564415,0.9425263246070413,0.39095896223132964,-0.3020003925100729,-0.132865732956839
2021-11-30,-1.1888845671741475,-0.9922493029241575,-0.23169944888293154,-0.28355095627770416,-0.48681297598178586,-1.7919779984609483,-2.1216376251495612,1.9399266553865395,-0.9631540315442522,-0.4618035808626713,-0.9841866683733147,-0.29476917779350986,-0.12523366247597684,-1.3714899030642194,-0.04024772137221074
2021-12-31,-0.34075214581821905,-1.1413844075863058,-0.3362424816339592,-0.3644853782167181,-0.42785466338185785,-0.25528829469112085,-0.5098775105825328,1.960234771344241,-1.2945754634200495,-0.7798338248298815,-1.1786365789637179,-0.43241588907904066,-0.2690751811340606,-0.5531861788185812,-0.024017836750153926
2022-01-31,-0.1968023149574961,-1.0997163709436824,-0.5357984880129204,-0.34158328050897985,-0.5827160026289859,-0.8220870519696317,-0.8982998093260608,1.815918684478146,-1.4007529797552185,-0.9293177684873792,-1.0876947361629692,-0.5932415812360211,-0.5682169088580459,-0.49593393686143056,-0.10973689025762513
2022-02-28,-0.8915995676575141,-0.9068573372930043,-0.9284973438456995,-0.5175797404547327,-0.6482177729419881,-0.7896519190962114,1.0094810398149558,2.3703324136127053,-2.719847956365516,-1.8936856346184348,-1.4166377575478581,-0.8857198082599872,-1.129561121523713,-0.1653422380879338,0.12174600514024796
2022-03-31,1.085708848636074,0.003098671583076081,-0.5873340278201299,0.3174238593323304,-0.14386326766715743,-0.43238706771599333,-0.3683675980196204,1.5631262453325205,-2.4715606301430975,-0.5821769682002725,-0.13835747975923302,-0.5846396972610904,-0.6097612037350295,-0.3198550318076312,-0.09387298496079585
2022-04-30,-1.338462279955664,-0.46925723513711837,-0.9439393666335113,0.623168128653181,-0.02383245235235148,-0.3931816987453498,0.28818655770168683,1.8469909461617364,-3.3165507190118233,-1.8035211698125504,-0.6521448801167895,-0.7504556783005167,-1.117508260605128,-0.07777565100880675,-0.10834900342302486
2022-05-31,-1.4243385066625378,-0.5976686334983974,-1.4775921413872242,0.8344573907035796,-0.02507823782534249,-0.3300946338170942,0.397014657067691,1.974230596976905,-3.3461676191410428,-3.07763745399542,-1.4476389014527782,-1.0122056573831146,-2.025026384381289,0.288004481477828,-0.04593333330653676
2022-06-30,-0.5818268570707262,-2.127705526581681,-1.4486735500485368,-0.7694912861016917,0.04481321613734186,-0.4479670278742909,-0.231860508558021,1.6786411159266923,-2.5404982852249764,-2.9007090521307095,-1.5655957629666035,-1.017726374667344,-2.003066835612537,0.3807450692921487,0.029245568096461866
2022-07-31,0.46941264189853077,-0.9954738931908632,-1.4663605580444616,0.033068969792660545,0.24334507009529036,-0.37908348236566247,-0.2216502042047246,1.1255559994790412,-1.8151599401695573,-2.1916271181044724,-0.8247319229786907,-1.010156911612465,-1.9424905794661842,0.4009700607762961,0.07780936376166188
