TIINDIA IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2021-10-31,-0.2843029828798385,0.22351155105296608,0.32114890950821173,-0.34684015752779973,-0.8133906230456682,-0.7188948278955698,-0.16691672166454427,-0.37665051479958134,0.07794852159624599,-0.28545596990688255,-0.22491989227361425,0.9293907762679855,-0.1672298923935463,-0.6009807009213742,0.1500298793591768
2021-11-30,0.5135160535914584,0.03287402559916245,0.08806855095873613,-0.5693933584726661,-0.7469883239944674,0.7104944668736044,0.2489037192185769,-0.3599926088971007,0.45700361228314174,-0.10028961631137513,0.3575345363023942,0.4376691929718028,-0.4497063391444606,0.9229931406715116,0.07835590454765061
2021-12-31,0.14099755729006874,0.2632347956083927,0.3361738492017648,-0.6189699433784476,-0.8014945074270102,-1.0051629831200195,-0.6165755538912762,-0.32515061239096643,0.5490781683922635,-0.08403058361321096,0.4141732387796419,0.8919871415960898,-0.31569205671270784,-0.9325648787914663,-0.0344656811180508
2022-01-31,-0.4650472983628379,0.13519132521219504,0.27746649622369457,-0.48023819815092794,-0.8174371326638332,0.6703951480833328,0.5094947200058935,-0.24504677704879038,0.2434315448233612,-0.31301978071118747,-0.2124104387908154,0.8418828658263375,-0.2982841537052763,1.0097526256260603,-0.11283687244780093
2022-02-28,-0.853072633953415,-0.8392415483514599,-0.7090088354475693,-0.46391043400351734,-0.8280746718580748,1.3686284193172313,-0.13839208776562587,-0.14429530500692034,-0.227762716834393,-0.667837619773672,-0.9161583174661633,-0.5733422373223666,-0.8541651117750378,0.753838179469571,0.07027084660949753
2022-03-31,0.1361434812333716,-0.8289769014853196,-0.752807579478985,-0.531820160541301,-0.8267356415579181,2.8938805796636777,1.8621221463158502,0.8238650387951054,-0.9116143395551038,-0.512401642260584,-0.6175359330085425,-0.6329982627464028,-0.3898697298301631,1.2418114490928092,0.13828633449048697
2022-04-30,0.5189317609889934,-0.31338419532007905,-0.6281235293215518,-0.1424706632267489,-0.6607617279254863,0.21746875178122232,-0.008550338301566167,1.1206298759712252,-0.7117079951571749,-0.4610170940426098,-0.23344742007679992,-0.5065339176006786,-0.3712610342691166,0.30132886781315565,-0.17231099339271808
2022-05-31,-2.1009788799702886,-0.71798919495795,-0.92322089937461,0.3584885009244356,-0.3846977553666219,0.22305475230273286,-0.03945631714094613,2.138001063252928,-1.742020413934275,-1.3440824773928899,-1.538702865867425,-0.9511198069735498,-0.7459674577525496,0.24752832103194877,0.15917331943970076
2022-06-30,0.8021029670443262,-0.4375405006698785,-0.6283115190940621,1.447073396107697,-0.13040104623819945,0.13916496079478816,-1.0508144585412205,1.9657873825840175,-1.189723033445906,-0.9168982929549373,-0.501384163015745,-0.7253733449616271,-0.3523043012336669,0.312987931033555,0.12285712630173984
2022-07-31,0.5226340406047589,-0.4672949964849178,-0.27324679899464444,1.3157964446168378,0.04653595509937538,2.3564519627154077,1.3128099219244431,1.6429298501079976,-0.4726634564210849,-0.41683095454382274,0.20689560947749205,-0.44422733572565415,0.09553346764893987,2.326149525398961,0.08376001956134593
