BJFIN IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2013-02-28,-0.729326886150565,-0.9404695149186064,-0.27977245836531156,-0.790649766304943,-0.8547876476915681,-0.4411898022092532,0.3548252114497295,-1.4229877366559238,1.1135972056514107,-0.28939314834934077,-1.1360761358397056,-0.06579408083363382,-0.3553846091269871,-0.3116570121678897,-0.04881484973701612
2013-03-31,-0.6696500267878874,-1.3390445670217408,-0.2864528073936397,-1.361923975748614,-1.2637076616133134,-1.7161661480939738,-1.8443439497327376,-0.4681004355473691,-1.0079253019287266,-0.6430195502812167,-1.3699267619645479,0.30260072634884794,-0.20217281718555757,-0.8535410124126876,-0.03925181783609378
2013-04-30,-0.5178193574176033,-1.1284207836202536,-1.0047953740479536,-1.2361528727893938,-1.1514873217000956,-1.361281633104058,-0.8626371867030721,-0.18047109733659997,-1.0357486980921198,-0.8650305742158301,-1.3824317737170897,-0.6410319155779144,-1.1071043664581899,-0.04258934229056279,-0.11243947300961776
2013-05-31,-1.168916970867436,-1.364928581617474,-0.9370577517209062,-0.6537598464214889,-1.0329973281447142,-0.4063145807685346,-0.15109537529367703,0.5530034997153651,-1.2680048152661236,-1.3727897472792423,-1.7316930842530016,-0.6239828835781313,-1.0157287158630814,-0.006509120645289782,-0.03140817341648765
2013-06-30,-0.3792035217442947,-1.1577461084650613,-1.1200862509240752,-0.5347490357242506,-1.2271566019043798,-0.4849786952989057,1.2239241362183173,0.7846492137293718,-1.1599586379711104,-1.4638252396075866,-1.3963437106375673,-0.9408877055466954,-1.2968453360213632,0.0807866389924347,-0.08592247589424797
2013-07-31,-0.8559920515723375,-1.3276079894929111,-1.4945903637715754,-0.611653493036292,-1.0960601691102743,-0.21167964222858424,1.3053550004729046,1.3119727975413333,-1.173875746308497,-1.762590083894699,-1.442742434068334,-1.587483726015237,-1.9415783608439643,0.20394801156969017,0.0008476731879961841
2013-08-31,-0.03421270761223075,-0.6860322359650122,-1.5208902868308924,-0.5823112656899125,-0.8840439571683048,-1.0959200469400168,-1.1020488039868857,1.166001713837626,-0.964197325161722,-1.6269577972800773,-0.994229742719572,-1.4371516663842214,-1.957799564944641,0.5814091501600734,0.025762548930023783
2013-09-30,0.18581420664020115,-0.3761210334728172,-1.5789855673021733,-0.37851997240317364,-0.6570256186343864,-0.67389708599231,-0.7225468580909832,0.9051192406333717,-0.757983803596907,-1.4257254727717983,-0.5074267374920927,-1.3207051628262099,-1.9825444793872056,0.5251131087428614,0.052440447881154394
2013-10-31,0.4029089565999228,0.29974490261078807,-1.3501142207859804,-0.892328270459092,-0.48016428979426296,-0.2124462593081907,-0.43656385860848584,0.5376144111864469,-0.5426468920112519,-1.1556163639147143,0.046724827184862365,-0.9952910684442037,-1.5556268019311406,0.2370575945500943,0.13783180192605424
2013-11-30,1.1456778233413625,0.937142621248737,-1.0671677351509081,-0.39776543031701117,-0.3099988291031146,-0.39121735190018037,0.5368422722855585,-0.1567657285526732,-0.18881483710592353,-0.5961714451838882,0.9346745852451839,-0.713450476073092,-1.0827616288191364,0.18086154209286653,0.013965381874895155
2013-12-31,-0.09257878513527436,0.8053375292562559,-1.0725781495690447,-0.2742148993909969,-0.3489031685103248,-0.9358756039802997,-0.2262183303811833,-0.09584590707573015,-0.19091628462921706,-0.6428855697880259,0.764147481703587,-0.731515079355815,-1.0893936683577294,0.34355354809960875,-0.08790532210215568
2014-01-31,-1.0816632253302727,0.04561279729223291,-1.1075133411706966,0.5583345840711199,-0.31315081260517263,-0.5380704475197969,-0.49218028572687195,0.6361757995294789,-0.4283828790611003,-1.3410295621109187,-0.1601783493585033,-0.7559103211903321,-1.188925616725354,0.26887956318899947,0.05977676088404093
2014-02-28,0.3960662462966935,-0.4040541232969814,-0.8376524515976757,-0.0002673662249887565,-0.28370562594827664,-0.7917980275259999,-0.5498476001836622,0.20271192030924326,-0.2379445182938931,-0.9811102209730942,0.01346634284759923,-0.5710988189958838,-0.8159859288706862,0.1397144833985679,0.0873344564007433
2014-03-31,1.0517295203640484,0.06564816066080731,-0.4742892726066356,0.4127092014648728,-0.159902228204352,-0.17921750919094476,0.4728417787353528,-0.7438057418562042,-0.3870686922840388,-0.34479864757598633,0.45569542478322256,-0.3299624694622683,-0.39099755487392973,-0.135095022619739,0.054574706690961795
2014-04-30,0.5512395531116808,0.9807974886675371,-0.22716464277012288,-0.9980104730955892,-0.07527981473612061,-0.2990376832105911,0.1804719093541776,-0.9861533091859829,-0.2128314613700568,0.021931955475898893,0.5870835963549083,-0.16477804499121956,-0.14104335004888194,-0.2910695147999782,0.02351373028047477
2014-05-31,0.2466366056393098,0.9818364652384096,0.17431243233538588,-0.6644770738327322,-0.33117115263991787,3.9854967874441525,2.904703477517534,-0.9903717500397525,-0.10812109254873561,0.19481812968345524,0.730079869636412,0.21393770897064232,0.25230423805489566,1.4658240364530923,0.09274607583538724
2014-06-30,1.2247967084432527,0.9587124567620758,0.563977669731458,-0.5379772705570598,-0.10448398611616005,0.5375484353145242,0.8234096434612236,-1.298955166456826,0.16280742835250647,0.8114983782820848,1.276688178097583,0.46675422677497413,0.5523760360037883,0.004697778317259017,0.010111309604320695
2014-07-31,-0.05328440440298515,0.633476734175772,0.8856062942719684,-0.1488029268591686,-1.142498795953391,1.3134826405035933,1.3852983679489035,-1.1661386541910983,0.21320506705091777,0.7190859086088922,0.7730610043911963,1.831520537043894,0.8416453690598863,1.0503296932817305,0.10923945957347268
2014-08-31,1.4869379602488746,1.1661058788341678,1.2691115479275732,0.26602619904428576,-1.0197839108933133,1.1106717019153713,-0.5910677875085203,-1.4375686443584355,0.5971527727049181,1.2932181898642752,1.2274456537118772,1.8055768219241222,1.0319548500010232,1.1601374752486187,0.07002401789038683
2014-09-30,0.8424864859941141,1.0049231040307391,1.386297009115507,0.09418544934243148,-1.0538098939126554,0.3765420143365067,0.13391213662722898,-1.4904674393328872,0.9222893858054931,1.4881430763239365,1.2841125477236566,1.9363482056303098,1.0465833105951212,-0.08239027419342133,-0.05578990849707724
2014-10-31,-1.002405636801604,0.6068657710930304,0.9308364672962226,1.5036509412815504,0.33995282313368164,-0.3671804309863477,-1.1796471085438853,-1.1688847674434286,0.8314417230884954,0.9834818057281589,0.34530813985814357,0.5878222973127147,0.7863216169712728,-1.127419756656743,0.07412134319338731
2014-11-30,0.9603490136281273,0.3796421659790344,0.6964180070258904,0.9487641265812804,0.44317184133287957,2.0943720417980938,0.6639151973906801,-1.2795813713328117,1.3277315346212997,1.2779684791939316,0.6113559390248182,0.39298768732314104,0.5332115669816276,1.7105980845612123,0.12798632348326353
2014-12-31,1.7081770685656674,0.7867665813839045,1.2392276333312449,1.7254620919079116,0.795465632091499,0.21668031355986708,0.20058043700042683,-1.4565392821274596,2.266742885434936,1.6850306157744874,1.3224840336514794,0.7004879644632034,0.808856692366645,-0.39224197734725186,0.1016371437771307
2015-01-31,1.189814071020129,1.8076829398938108,2.278531780451367,-0.9271541538833191,0.6073839690098876,0.5579810271506042,1.340110517871161,-1.4621172551613064,2.8417955441773315,1.694570534343649,1.539279794479946,1.527731367091267,1.3774332668513236,0.45705544311655055,-0.028162982157138687
2015-02-28,-0.6908459178289219,0.969982108424522,1.7408943562842245,1.167550430842849,1.059734182942945,0.020287391916341074,-0.8229614648845319,-1.2033574791705255,2.2734929926859118,1.1518685278086587,0.6656374475765457,1.008017946532056,1.2140561210290055,-1.116674631389359,0.005102775069441021
2015-03-31,-0.2489970261719139,0.11445848793307761,1.2338728705275734,0.5137807968271588,1.0724207244118695,1.530229501969565,0.9103372481883584,-0.8876092752227456,1.2457972842966238,0.8794804172094874,0.3136073933543283,0.6925194436011758,1.0153462901016062,2.528868251555691,0.014248354752471434
2015-04-30,-0.15635667064082345,-0.5245103009940068,0.9961258028508972,-1.235452218990753,0.1844032518759724,-1.1202466665038084,-1.1418753857853579,-0.7575406691734484,1.126945399207913,0.6893677074271438,-0.028561166940463317,0.7995224504647034,0.838228171265349,-3.104991918435801,0.062275351604774966
2015-05-31,0.503463618671603,0.04043233036706128,1.0667467533686719,-0.988841157207354,0.08904044007782577,-1.053281719349065,-0.9787382830995917,-0.7109376824386694,1.2033766160171877,0.6754153503322092,0.07438695348285865,0.8852639997413932,0.8157394108895643,-2.634186170477412,0.003268831362572104
2015-06-30,-0.5029704970643258,-0.05802662430704834,0.6599129107065245,-0.9363888044908409,-0.8019748943496927,0.796403340472303,-0.3687428942282195,-0.5658931457691043,1.031390287555831,0.47006539319544044,-0.25044035715346535,0.8716651110054676,0.5172751542553993,0.5862309931094204,0.18621926599153749
2015-07-31,2.442568071965917,1.2793233797132308,1.2732176036723657,1.4530223927575667,1.1411088796727777,-0.373434550491342,0.6931741389458544,-0.7148686376063366,1.6252079187948167,0.8392891785063201,1.388946952485071,0.6671496667339879,0.7106685509848447,-1.281958516456604,-0.01964226739621276
2015-08-31,-1.066730305303853,0.5062536948100756,0.6696980957555253,2.0364929028094765,0.979400394677685,0.1603343444889962,1.2010838953789906,-0.5524164923852268,1.2372862530569269,0.5310134171775177,0.4802341430313703,0.2699821908086325,0.34982311293693014,-0.17633150433490924,-0.045383992539809445
2015-09-30,-1.4436475471090617,-0.10456799545584927,0.19404164401389842,2.275409404649647,1.474923466172278,-0.07071690086993014,-0.5230073183390246,-0.33575849903728144,0.8301174158620317,0.16289448997746286,-0.8956464589882654,-0.17226766870274995,0.04929975544067956,-0.3807530713410767,0.12918544923497544
2015-10-31,1.2870273777456251,-0.9358457261787174,0.856093983199084,0.9653654274540019,1.9123003792256943,-0.02679572286540258,0.32084687543464063,-0.48603542185463555,1.2280110680953853,0.4318256307434633,0.38607026462989363,0.12732145594630895,0.3095811170854658,-0.3018346801015191,-0.020171597796448063
2015-11-30,-0.9774933776593104,-0.9283298204474068,0.38066600203084205,0.8920623362046871,2.012103259685665,-1.1932820222313514,-1.160049088408266,-0.24094671920373265,0.8689476666656131,0.07310175048452483,-0.8762255466877142,-0.2429570331278577,-0.014555841072531056,-1.8001566622242842,0.030232604324724934
2015-12-31,-0.15068714878556805,0.10441624113647714,-0.10219555592163694,0.26616533400393366,1.7336435635663525,-0.981274066118228,-0.9329652722298883,-0.14031631169400352,0.7949195200809163,-0.03901548268989542,-1.0270680805313337,-0.5428028684083953,-0.41325942534837157,-1.1084272989879824,-0.06558875636262432
2016-01-31,-1.5933325169280381,-2.3743290510428277,-0.8848134560180051,-0.6146083192170129,0.1522114048129865,-0.8860382564911943,-1.0812597140999352,0.21202239851068477,0.30251880087702,-0.5702701697322453,-2.215196925929995,-0.8626462199362868,-0.9674019458430759,-0.5402138782802937,-0.14407644137496578
