ASTRA IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-02-28,-0.8895824080232133,-1.3212862189593024,-0.4268973137841492,-0.5303099262200566,0.19960411054241545,-0.9528861518836572,0.17212203120900885,-0.030403319370163363,0.1257196932531097,0.09950711837246008,-1.5513906583709642,-0.7293868641910211,-0.17349125163281257,-0.39609535633175363,0.07942049464921043
2011-03-31,0.020056468659976,-1.1417358610737143,-0.49992654878450166,-0.06843369895823417,-0.7334726332590497,-0.9429757606805925,-0.7558275375142781,0.8097490563433011,-0.43408912520297444,0.1411234579096033,-1.2673546871912966,-0.6049842809701031,-0.2511269338260187,-0.38499074927346144,0.21765131815240943
2011-04-30,0.7856923817097855,-0.07634745593706796,-0.38025267688361614,0.17823394745566512,-0.15080376535740592,-0.7270407577141662,-0.1268237610609477,0.03512718891039391,0.12808096164137212,0.7532011798402954,-0.3042912242854585,-0.631821915397183,-0.3029124688510071,-0.46846179175327485,0.0501243871825686
2011-05-31,-0.1339294993588891,0.3755744754306708,-0.4670980762838646,-0.43805458462960095,-0.1963108009553007,-0.1377514026623013,0.461508589067135,-0.3235640892514705,0.21041700778116892,0.8401757297217305,-0.10757709301243983,-0.6573950187684021,-0.42484271575705473,-0.3126202883462098,0.10192605320919164
2011-06-30,0.43568426370916463,0.5883280827091156,-0.5461382681867717,-0.42789630310636206,-0.057797298026776404,-0.22781441885184378,0.6309183464710807,-1.564648582576709,0.6217109122339028,1.1624124021901265,0.4150558105163276,-0.7144203081443129,-0.5291301920966851,-0.32804441231949355,0.027150989065950898
2011-07-31,-0.23047440216598566,0.020062654551825737,-0.5774905177382128,-1.135811915610951,-0.5279283507850274,-0.47259430650970113,-0.00758431908903005,-1.5503626116122398,0.6223141148364352,1.0407060257267806,0.2743926381126285,-0.5917444099732996,-0.5656735339963761,-0.41444937478024274,-0.05505977718302743
2011-08-31,-0.913152228118251,-0.42676132631836433,-0.715495001789102,-0.37476781272892123,-0.664876429210446,-0.6271701266348623,-1.1650497945197034,-0.4555988075533212,0.10348612374118782,0.436327985618344,-0.5198886371553241,-0.6500630625125232,-0.6402525972555564,-0.4345885875965526,-0.0071006215495764274
2011-09-30,-0.47924089989699775,-0.979259777693509,-1.2456192357711966,-1.0147917940417608,-0.5189095617225095,2.1515942728097723,0.5746724581732617,-0.17967655893738602,-0.10687125516259806,0.12191588985453156,-0.8839451093483295,-1.1455503635071083,-1.0037756077776163,-0.22441920535228455,0.02463467684110141
2011-10-31,-0.16059115134345883,-0.9214394611790729,-1.259091244482481,-0.9806793505781174,-1.4700141887014602,-1.1250448785591831,-1.0458765824849146,-0.42634580491592367,-0.07435944881579418,0.0422597200313385,-0.798967720763489,-1.116912552127915,-1.0125528767507497,-0.30979709373166114,-0.32106431998332957
2011-11-30,-3.1629654670122194,-2.2154998932763856,-1.3522768575724629,1.572145538969408,0.9042628989593071,1.9636528677605283,1.9570331020408105,4.671048219301858,-2.7299091129169333,-3.9572921329790267,-2.5571073389820063,-1.2293181333425536,-1.1131304642389368,-0.4055384584629116,-0.06859359018797542
2011-12-31,-0.7054493470927465,-2.214748050028466,-1.2965041521283562,1.2306981101285261,0.4264710962031247,-0.3502351801113325,-1.0294292091238595,3.949562984726194,-2.7772749042453313,-4.126027997843684,-2.2121945275309156,-1.174966467059568,-1.0999812371881215,-0.22882030091531197,0.17099445884276307
2012-01-31,1.1934545386181736,-1.3018073406547548,-0.8824623343603316,2.1904672555254012,1.1155402946753505,-0.892560110527637,-0.20476022709597766,1.0719881300594296,-1.4521872072598365,-1.7694572880994108,-0.866809838525561,-0.8871380748424855,-0.7337336575766991,-0.25618451018557187,0.18568048509596924
2012-02-29,1.2091974469882723,0.9329077332290697,-0.4663234025909065,0.4862797003803363,1.604647514125833,0.2939179607342858,-0.7955344458065107,-0.7016622750454069,-0.24880589098430111,-0.11613512288422423,0.33875846963964973,-0.6592316043754531,-0.45490640435514934,-0.040520296390907415,0.047363426875051115
2012-03-31,0.11439337322303823,1.3814393605853152,-0.45164180260939124,-0.4602740954115463,1.4752480579279377,-0.248486868238274,0.153043296764329,0.6774992342330703,-1.4633730139827728,0.20936037878313837,0.5989198971917536,-0.6254348215493508,-0.38424470036318337,-0.09908713147127947,0.02759961159840412
2012-04-30,-0.01513047277136098,0.6999387810076884,-0.8616699939704484,-0.32220713337996143,1.3435169227875088,0.029524177649535178,2.0734293860907465,0.533910530900196,-1.2857852979210744,0.3574282562446747,0.7198836468113248,-0.7959624472136088,-0.756805729114006,0.3555235111772464,0.05564492341189349
2012-05-31,0.20368314895647055,0.16433111236179074,-0.8322353667098594,-1.3774869468692932,-0.6916590054381453,-0.028998581541930236,-0.27051140975929666,0.03004925305457105,-0.9043761627333708,0.7816640712604693,0.6078213817647837,-0.5921628007210954,-0.8305633968973467,0.37730738730535973,0.056194558343641864
2012-06-30,0.21101112939812258,0.21755777332491513,-0.8709687096337282,-1.3493563176534489,-1.2559012668812044,-0.524122184348926,-0.7126826682909688,-0.4872325270814471,-0.49663057654967896,1.0868096958622662,0.4139076926772405,-0.5291374748805964,-0.8948817644035206,0.2933612113007853,0.028888177739582185
2012-07-31,0.030437017724192925,0.24455488060431133,-0.7979045931471074,-1.340135590645413,-1.4793685744025884,-0.4675307511996901,-1.1071231780381052,-0.6733623022972365,-0.2835124350849722,1.0806300784132712,0.21178468558627267,-0.40805891689850465,-0.8465808781859715,0.2596694610777302,0.14570363105501077
2012-08-31,0.8879273710640252,0.6182570373380745,-0.19161026725575198,-0.6557160218655103,-1.8674434562034659,-0.10840522079211397,-0.14932919778746262,-1.8613193313878502,0.8194445777411967,2.0620528614979086,0.7920722588686062,0.9479542975952201,-0.35870531209473644,0.13984049053674305,0.1160664563302342
