NACL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2018-02-28,-1.2172387192003442,-1.6583007357425885,-1.1270438894523278,-0.05039050162117285,2.0819270873475135,-0.047897260269939394,-0.6760988621150315,0.5367805823600195,-0.6365597013600524,-0.7275440000223405,-2.178343440011184,-1.1001999090824064,-0.8437107378195233,-0.7257501776762797,-0.031113620849068928
2018-03-31,-0.5829525750477514,-2.19033419441933,-1.5794131593087513,-1.1099705112817126,1.515678866951483,0.03141653631511318,-0.15124763254942264,13.671831841995452,-1.0912262085139828,-1.2803709263711571,-2.1406178249701977,-1.425118074257771,-2.0977185446151148,-0.867927960934716,0.192428324463729
2018-04-30,1.6843543092729552,-0.0990841429970131,-0.7360617098483481,1.3465365565488805,1.2607516183667173,1.6197425498564508,0.7015635442655411,2.9981969943499793,-0.25401682189190444,0.32113538352901394,-0.16259475367393428,-0.8700197818839427,-0.25518469048718445,-0.029359054703823446,-0.13397487127829413
2018-05-31,-1.5150981309830913,-0.2833229875739409,-1.1496157456036882,1.6710341732918472,1.0492013875359736,-0.6742973011616875,-0.2625964501015203,2.81482194910038,-1.1411340636186587,-1.0578588842410728,-1.0222829868710082,-1.1463520798479183,-1.0068485623240977,-0.7227383500022208,-0.08514203683783428
2018-06-30,-0.9898021265881711,-0.5583972445833716,-1.3323548072288782,1.7961351936845165,0.8875114013021363,-0.5889781811542139,-0.2202748255117176,2.392338519088915,-1.7882093770406007,-2.0320457097063405,-1.2269345438971035,-1.2686643169719931,-1.4008383803488529,-0.7257408462431666,-0.0499113488763925
2018-07-31,-0.6139526109041836,-1.9853512282383927,-1.6550370976796545,-1.2088858247989738,0.5919312472678038,-0.15218904874832817,-1.2096856512589582,1.965968475717369,-2.147226807802051,-2.4073847221711784,-1.2577100929965506,-1.5131102845210873,-2.273052421863698,-0.8825590291221627,0.19563625823517491
2018-08-31,1.6888668638407616,0.06306401423957239,-1.0878451791457455,1.147581480006417,1.8016310882154056,0.16692097326265934,0.3598528439052307,1.119269854524312,-0.8721368774110463,-0.41573313377807664,0.20866405363795798,-1.0974212335594022,-0.9312177078578173,-0.6358355238729475,-0.21119121779036856
2018-09-30,-1.9996702686119987,-0.6337067223411886,-1.7254592697211373,2.1374473673078014,2.8066380298667584,-1.0201539649143094,-0.3248090483883396,1.432773351170417,-2.428688753469171,-2.3249910732308376,-1.2708533499085546,-1.4023182364373503,-2.6592467162685955,-0.800204416980551,0.11814967177414762
2018-10-31,0.8567492718492268,0.33257899334715857,-1.7341974586620486,2.098065509377185,1.732602789403977,-0.44135281904540513,-0.40192349693517804,0.9326946728122865,-1.4901010430998127,-1.181269781167128,-0.1392209252179177,-1.4257368808377497,-2.4281018081174746,-1.1010580538151367,-0.011057982195651518
2018-11-30,-0.16720247100237262,-0.8057371045889501,-1.293137746848289,0.9515921847128701,1.2281285802032125,-2.613508216802587,-1.8936890159263955,0.8103494602256367,-1.4839604244863966,-1.3737441793471188,-0.1224723806663216,-1.1646897400650509,-1.5317926929316772,-0.36425146637773875,-0.024766744322493463
2018-12-31,-0.26168368054571073,0.3051534690391856,-1.332326005273415,-0.6432438135635201,0.9722158904123018,-2.1956188858592984,-1.3142165407792317,0.7248001710028876,-1.4885508383527444,-1.5380807492075137,-0.2933831572396378,-1.1740924472322123,-1.705169425353729,-0.21950210856605099,-0.09896426425996736
2019-01-31,-0.8398182092944286,-0.9181234571002719,-1.1579029454037764,-1.21390992074226,1.089573477325136,-2.2199778766372855,-2.1676579863720855,0.7925843031251489,-1.859173590284616,-2.1235065896065,-0.965409488125733,-1.0279810805112581,-1.513843040600692,-0.11882977257913122,-0.16469262860482373
2019-02-28,-1.336607616153693,-1.8527610210670398,-1.2379521714464439,-0.802429277255376,-0.07369706482826908,1.255950223106231,1.9346908893951316,0.987331060745337,-2.312787354727208,-2.9175805652307387,-1.7606815608362392,-1.1920102740168985,-1.9635141408233083,-1.6290487227397146,0.09251876832989576
2019-03-31,0.8833307663305734,-0.9343448630186851,-0.9303188808570114,0.3564316422525438,-0.5031861269007138,0.38489878089694407,1.5016587179079444,1.1609028375309154,-1.628252953288343,-1.6760193154422542,-0.7523034369490079,-0.9513900325175403,-1.4026230776072617,-0.8759864068531822,-0.06809156453093881
2019-04-30,-0.45983664434943017,-0.6630467653830779,-1.437743959194414,0.28169539258332543,-1.3823943260096039,-1.1223873837956633,0.7200227710670486,1.031293367453392,-1.60081378916596,-1.6794025379380322,-0.8803366487213604,-1.6109205566653824,-3.013353057149197,-0.15478758068699353,-0.02442720379895696
