SOBHA IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2010-11-30,-0.8838119881198835,-0.2423495868007452,0.000675532361428033,-0.10188182982069334,-0.7280430239416947,-0.9361257236078554,-1.0541561683594494,-0.40282652802660496,1.0648120801407506,0.697783808937928,-0.3882271090696629,-0.18310471982787996,0.3347338174571635,-0.014692708622602082,-0.0023039666806142713
2010-12-31,-0.3286181346405538,-0.872730559184941,-0.1337459899061391,-1.0434875662929812,-0.7137711454291537,-1.3974505255236465,-1.5534327832031394,-0.2700852877514696,0.9011556652043307,0.5781771380647456,-0.5689252803046819,-0.28782987304257424,0.23478938084926862,-0.1190269084327243,-0.21898134564594152
2011-01-31,-1.6000950786887633,-1.4858945410932112,-0.5394612117778576,-0.28395238214509394,-0.4412224005369975,-1.0008608337904334,-1.1119077367414363,0.035260069951083065,-0.14437469974517275,0.07141093976462734,-1.2574859131846419,-0.6648246453105191,0.025669861712548692,0.2402076188730229,-0.04525841255800945
2011-02-28,-0.5402448952776066,-1.2782190554144692,-0.5748220156743212,-0.17396187948025063,-0.39817579549796056,1.551473240167325,1.4387603846019128,0.41612313449492283,-0.555599926986,-0.22966546052040854,-1.354739835574192,-0.6719402670139037,-0.08514866749517863,0.17236483622106538,0.16181700824263123
2011-03-31,0.6850659049275958,-0.7392765242381768,-0.5485900909071879,0.7505583132255652,-0.29600590087998757,-0.7100312349024169,0.6982166054779533,2.1864613815112754,-0.4637008313133028,0.03254308236166669,-0.6420465262080481,-0.6293414738748522,-0.2591611738736079,0.18145963863529788,-0.027432035414591747
2011-04-30,-0.48764543449417225,-0.18283724986477273,-0.7969756996718924,-0.20114944597305268,-0.264095647124882,0.13742005621064848,1.0787396389273527,5.149971294398352,-1.1549108555815533,-0.33784578558608114,-0.6134862413873646,-0.8027699794407801,-0.6073322566099943,0.2195776742355938,-0.04990433431351672
2011-05-31,-0.5696249048562165,-0.19214810738536459,-0.8826663014693841,-0.1597205649828501,-0.28592783822248685,-0.1553479540682927,-1.344263266290541,4.901506191034424,-1.7658481949484064,-1.2433301086965531,-0.6624443898788138,-0.8500193582560157,-0.8450400091814785,0.21644323937828636,-0.0475164399417959
2011-06-30,-0.6150311833554402,-0.8501613909367407,-0.9324492253756865,-1.5134796105858497,-0.21946279419194029,-0.7802863697380436,-0.25156928607190165,3.950780455649864,-2.085855582605845,-2.4474579839235444,-0.6676586775606139,-0.8574180244933973,-0.9245164081378988,0.23788798971586986,0.0015455647359068263
2011-07-31,-0.07438328919989307,-0.7556242500583423,-1.0910114825273138,-1.2484163321051684,-0.7694642351159294,-0.6625539597223303,-1.2715955445276055,2.865353356097411,-1.8545827848165364,-2.533789984479381,-0.6344065461621872,-1.059051911389554,-1.1268914327373314,0.2955077279546041,-0.14845802112618517
2011-08-31,-1.556606636945341,-1.4397303834753283,-1.1985832921856907,-0.4605075271477258,-0.3608300945984394,-0.6242144712079674,-1.0762603857143884,3.2571206024844863,-2.38604298973053,-4.130209273592037,-1.4553510076989418,-1.0851278599813874,-1.3413500400863212,0.34798204953969625,-0.029982430017828764
2011-09-30,-0.2548539932142957,-1.21567430787813,-1.3012311913675867,-0.43505188992442795,-1.3763619016969466,-0.670246157861723,-0.6113109385354023,2.4225711076765757,-1.959630115394034,-3.1289110052192863,-1.3568903379317268,-1.6130458005723975,-1.5073058614881247,0.438390715188434,0.1586037679081781
2011-10-31,1.6589981240075364,-0.0996001588167942,-1.0570610003565817,1.4968021034945456,-0.16453741616757356,-0.44673480912991914,-0.4361676827553416,1.1079494812932764,-0.9721804269632208,-1.3174776935882873,0.24173307028639068,-0.9434474169556364,-1.0794729989782303,0.3110142101527292,-0.07805870680752791
2011-11-30,-0.8245851488609249,0.37771015365195554,-0.9577377478799175,0.7126580522229882,0.16910493215603448,-0.4282162730413334,-0.5330126921239952,1.3305097763444909,-1.1972649956008639,-1.881373233254348,-0.2626386602189812,-0.8766176546628056,-1.0010913307265463,0.3266662696247481,-0.20681329865269954
2011-12-31,-2.032962947005911,-0.8131445864923458,-1.0314249993132356,2.2535424387570626,1.5448001736520658,0.5929984224210421,1.6163839472176038,1.985221597395158,-1.653080198771194,-2.8792334888541804,-1.5771592837985746,-0.8575503997281659,-1.2864085018599354,0.1918929972440095,0.31106393143342154
