JKBK IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2023-03-31,-0.16534013638068196,-0.9529875839393814,-0.04269243464919765,-1.3410369409882503,0.5555090672666695,-0.3051535660903411,-1.7649396642925215,0.22102926019494448,-0.034819572247717145,0.20228988927912314,-0.44110972834990564,-0.13379861604470647,0.14108471536248154,-0.39133274850200556,0.17104516872602016
2023-04-30,0.9689557099073556,-0.09034509441103199,0.5972123423125599,0.11198009753459255,-0.4258453142518064,-0.30047102797088465,-0.6425982453578312,-0.5466780120054708,0.8484312546094187,0.9809081063882391,0.20772579661558968,0.8181836172979247,0.6273085914148674,-0.5446844371568202,-0.012100406934087453
2023-05-31,-0.3302550367501153,0.28350953317763267,0.6324449927241677,-0.547816914712612,-0.44000861831140675,0.0166169174993182,0.3759903870993366,-0.41864715884255366,0.47653227203405646,0.6107018303669929,-0.12266378041941745,0.8746773674491232,0.6894709466393246,-0.1104566781987038,0.05333468758675442
2023-06-30,0.1664891552506179,0.4862455654755005,1.5165551540427324,-0.6694697612284733,-1.2738547676233922,-0.32362458082584555,0.13032412886046896,0.024460081691547775,0.36836535012849014,0.5524039151700127,0.1299266330460604,2.886779225193865,1.746585464180564,-0.771752143868011,0.10180928757918749
2023-07-31,0.6487745136400355,0.25542572531293317,1.3552644664883393,-1.185791529671779,-1.0701299895259817,0.6635976881541925,1.0286546129281722,-0.6594050649124632,0.8161410737991895,0.8117304724274133,0.6477760805864268,2.150072822429563,1.2840519001561637,1.854084563982204,0.28954184609550376
2023-08-31,2.032127313040591,1.7113327592374799,2.2285101114406953,0.009248996682521372,-0.5609239949901241,0.3878154526792808,0.3900594616453883,-2.091571518085435,2.040544870918973,1.7529737293270955,2.0276878672883645,2.4493550411571374,1.3530264611847607,1.372334545479089,0.16081737118544753
2023-09-30,0.8729589098513589,2.0485226601801116,3.517928860010181,-0.41621072656422164,-0.7756520891375442,0.20818636175093558,0.6872851739467096,-1.9773977379747232,1.7438610885181165,1.6307341551898,1.9874542034982237,4.124623298071972,2.1946116852250976,1.1874171172992265,0.011795371481546092
2023-10-31,-0.21686207636142701,1.4410826458046802,1.4161555795835459,0.33408351804192554,-0.5307421068610095,-0.3416371775751831,-0.5857554181260519,-1.657410740852326,1.0873768601556741,1.0056666776403342,1.1230408116716326,1.4143864708273486,0.9094827684689823,-1.5057665633528103,0.026841037524811335
2023-11-30,-0.09757812199149668,0.29989974031944205,1.0585666613777598,-0.7258828838599213,-0.6704720712220941,-0.8681438341489797,-1.2682236427079137,-1.4418758913189116,0.7633926757111357,0.8794765802705273,0.5810749055700614,1.1162067957811288,0.6605020009063443,-2.856538278632309,0.11625980611586202
2023-12-31,0.5082197967260761,0.10152757894925186,0.6948015251796914,-1.1750872408600193,-0.7041193279184578,0.6427265839562454,-0.1468973401412233,-1.374641949805875,0.6937796887105465,0.955894172222831,0.5720324677541551,0.7906750419064742,0.3162295347814796,1.272862094417659,0.08900802734245612
