ALKEM IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2020-02-29,1.4180931635143235,2.6159619089127135,4.330528719321216,1.744898023397005,0.8591630255113134,1.4155689740417845,0.6816383036315283,-0.742349857956487,3.5100840622362357,2.7504631103803603,3.007564437664294,3.4681845136346134,3.6361786312698845,5.984772915167691,-0.12118579047085945
2020-03-31,-2.0012041332603117,1.2569298258043609,2.034649304328332,3.914921676934796,3.219188737658331,0.6437642880296623,1.284833106329177,2.4893652059227933,0.7402331264732828,1.3046590489830694,0.4165073925276368,1.233535628924585,3.0629423760884165,1.122723733840528,0.11119508554043352
2020-04-30,1.6183499876167173,0.5793627824833554,2.8530148903284394,2.2639911152663585,2.99323702314174,1.5154418318603862,0.35210389074012804,1.3000806845387407,1.6622372307316922,1.7336950864232283,1.273134745999139,1.659842890673471,3.488308193130239,4.080764257647747,-0.1386334726197931
2020-05-31,-2.205922217501184,-1.6127101708655625,1.1105292877853605,2.283283473730015,3.800385760969928,0.6176436752097144,-0.15325811071284273,1.9612121731501,0.411734574118333,0.680389570571854,-0.7900708316353882,0.6173643998999421,1.530087669247099,0.3303434450180581,0.04552522164099296
2020-06-30,0.5202336331932486,-0.06307131075435936,1.7965805966150374,1.7398636764033653,2.901291959295801,1.2373423652175852,0.6254236669680844,1.3303908226675536,0.7345083054887463,0.8345568266848158,-0.5723911263724429,0.9632131539122011,2.2505088466529686,1.8927088532449867,0.11694288682083935
2020-07-31,1.444097219180096,-0.036432236881409855,2.110336188556145,1.6288418185221676,1.9761494325184836,0.5577119116636161,-0.26872943685090267,0.4592554658534533,1.6630154273816393,1.268337070817721,0.6809108533360552,1.2873556958293464,2.2286301568593117,1.2049321324076463,0.022508750011039306
2020-08-31,0.17410288781668265,1.5027429903825997,1.7496412112774122,-0.37101041283145547,1.5973836565049848,1.9087320104270369,1.2433454819809415,0.19425242282041197,1.7033562154828406,1.160320302598509,0.8805445069451774,1.2072108172724594,1.7743273737068745,3.3124087816453414,0.02008921059163127
2020-09-30,0.12799619125441328,1.183961734659159,1.4403802384157383,-0.21492746768925447,0.8705946210347847,-0.0009960508269644583,-0.21814907245030835,-0.08170802731518052,1.6553736045373744,1.0485840114219787,0.7186637419123931,1.2930223445505884,1.4125115227249376,-0.053662925810633644,-0.05309575355813816
2020-10-31,-0.8844338239023859,-0.3826886253366543,0.7977361640352122,-0.47268320075754783,0.660479643820986,-0.96002265458866,-1.0087814140679423,0.20210879098702303,1.0724033839983418,0.686852053962987,-0.039487773201523156,0.8570419851449326,0.8415386511770674,-1.1885345753264571,0.07576737732970927
2020-11-30,0.8505296876809191,0.05684385246908848,1.0502849131464895,0.010655593793443262,-0.3175136195418211,-0.626276326749943,-1.647251305249697,-0.566878715116102,1.4228758194611246,0.8180048370800722,0.43379884153225934,1.7176749371857243,0.9881555152573438,-0.9100425335064797,0.029319783580292958
2020-12-31,0.1726046879776699,0.09002522069644381,1.1634128276831333,0.0009505233531089401,-0.3120294703839414,-0.9863143297846411,-0.9995457799439209,-0.9703163718139938,1.3783564229979635,0.7494818965518116,0.3161109439074772,1.7830477428314768,1.0537011965705294,-1.4874191310296,0.027221623037915237
2021-01-31,0.13845382150530008,0.8275840153744661,0.33561198219721816,-0.8789031809897511,-0.8011709990615009,-0.763853878366251,0.2191984093055271,-1.3544786139540823,1.2956999823349362,0.6786567757853116,0.36333754098470344,1.1670433156455629,0.2568888780196648,-0.9205377352473759,-0.09954100309283445
2021-02-28,-1.6184452192799526,-0.9238892798837596,-0.5422124501477682,0.18187286599699318,-0.11673315295423854,-0.8918204227363749,-0.4291136481902858,-0.4147824491845103,0.5703399824834771,0.22356283483065814,-1.0326925520160735,-0.31524680090897406,-0.5288952799541092,-0.6143391670682835,0.017389842519474803
2021-03-31,-0.015540308866693666,-1.0852780306090393,0.002424091354304552,0.08250443575908732,-0.1567106506460626,-0.5864274336223775,0.2896023384540728,2.854514684852962,-0.36373231791585914,0.16344854199454753,-0.8672521243280408,0.24717129452635425,0.31262804161692487,-0.6704342619267798,-0.0038886978473867844
2021-04-30,-0.30703697407961617,-1.4591766541024824,-0.5832902421475235,-0.13646270529556842,-0.355043632324702,-0.16004375460742057,0.3880168667445247,1.9606144237963057,-0.5292067820059017,0.023834701560116144,-1.0749306436614439,-0.36344821079718614,-0.4749453227235991,-0.5104044324740568,0.08011937549490433
