ELEQ IN Equity,price,volume,mc,pe,bm,div
1999-03-31,3.02,2828640.0,725.4,,,0.05
1999-04-30,2.28,1008000.0,546.0,,,0.05
1999-05-31,2.32,2626480.0,556.95,,,0.05
1999-06-30,2.53,1167920.0,606.0,,,0.05
1999-07-31,3.37,6441920.0,807.6,,,0.05
1999-08-31,3.28,2105040.0,786.0,,,0.05
1999-09-30,3.4,1238160.0,816.0,,,0.05
1999-10-31,2.76,2327040.0,662.55,,,0.05
1999-11-30,3.31,941600.0,795.0,,,0.05
1999-12-31,3.31,932000.0,795.0,,,0.05
2000-01-31,3.38,1060160.0,811.95,,,0.05
2000-02-29,3.38,1788960.0,810.75,,,0.05
2000-03-31,2.56,883360.0,615.0,,,0.05
2000-04-30,2.63,340000.0,630.0,,,0.05
2000-05-31,4.45,13357760.0,1066.95,,,0.05
2000-06-30,4.25,3243920.0,1020.0,,,0.05
2000-07-31,4.66,738660.0,1119.0,,,0.05
2000-08-31,4.8,661284.0,1152.0,,,0.05
2000-09-30,4.25,444172.0,1020.0,,,0.0
2000-10-31,3.79,297868.0,909.0,,,0.0
2000-11-30,3.56,388980.0,855.0,,,0.0
2000-12-31,3.69,445684.0,885.0,,,0.0
2001-01-31,3.88,701660.0,930.0,,,0.0
2001-02-28,3.53,940832.0,846.0,,,0.0
2001-03-31,2.66,6353336.0,639.0,,,0.0
2001-04-30,2.63,172404.0,630.0,,,0.0
2001-05-31,2.75,6270460.0,660.0,,,0.0
2001-06-30,2.5,3150188.0,600.0,,,0.0
2001-07-31,2.33,206936.0,558.0,,,0.0625
2001-08-31,2.56,1454656.0,801.286,,,0.0625
2001-09-30,2.4,488912.0,750.4727,,,0.0625
2001-10-31,2.4,155192.0,750.4727,,,0.0625
2001-11-30,3.14,465860.0,981.0867,,,0.0625
2001-12-31,2.85,494688.0,891.1863,,,0.0625
2002-01-31,3.0,1016588.0,938.0909,,,0.0625
2002-02-28,3.49,6124076.0,1090.5306,,,0.0625
2002-03-31,3.89,7026900.0,1215.6094,8.8429,1.5679,0.0625
2002-04-30,4.51,9736152.0,1411.045,10.2646,1.8199,0.0625
2002-05-31,4.75,1615628.0,1485.3106,10.8049,1.9157,0.0625
2002-06-30,5.13,1853984.0,1602.5719,11.6579,2.067,0.0625
2002-07-31,5.39,3700012.0,1684.6549,12.255,2.1728,0.1875
2002-08-31,4.5,775700.0,1407.1363,10.2362,1.8149,0.1875
2002-09-30,4.26,204188.0,1332.8708,9.696,1.7191,0.1875
2002-10-31,4.0,282680.0,1250.7878,9.0989,1.6132,0.1875
2002-11-30,4.56,235164.0,1426.6799,10.3784,1.8401,0.25
2002-12-31,4.7,2422136.0,1469.6757,10.6911,1.8956,0.25
2003-01-31,4.83,1186156.0,1508.7628,10.9755,1.946,0.25
2003-02-28,4.69,292788.0,1465.767,10.6627,1.8905,0.25
2003-03-31,4.08,1992312.0,1274.2401,8.726,1.5356,0.25
2003-04-30,4.99,2412216.0,1559.5761,10.68,1.8794,0.25
2003-05-31,6.29,10083984.0,1966.0821,13.4637,2.3693,0.25
2003-06-30,7.03,6194104.0,2196.6961,15.043,2.6472,0.25
2003-07-31,9.86,14054260.0,3083.9738,21.1191,3.7165,0.225
2003-08-31,12.46,12434928.0,3896.9859,26.6866,4.6962,0.225
2003-09-30,13.85,13990188.0,4330.8529,29.6577,5.2191,0.225
2003-10-31,15.46,8438484.0,4835.0768,33.1106,5.8267,0.225
2003-11-30,16.27,7192508.0,5089.143,34.8505,6.1329,0.25
2003-12-31,16.25,9266292.0,5081.3256,34.7969,6.1235,0.25
2004-01-31,15.65,10473004.0,4893.7074,33.5121,5.8974,0.25
2004-02-29,13.08,2716156.0,4088.5128,27.9982,4.927,0.25
2004-03-31,13.06,3574048.0,4084.604,17.0832,4.3025,0.25
2004-04-30,12.34,4994152.0,3857.8987,16.1351,4.0637,0.25
2004-05-31,10.85,1561468.0,3392.762,14.1897,3.5737,0.25
2004-06-30,10.53,1131824.0,3291.1355,13.7647,3.4667,0.25
2004-07-31,11.53,4312104.0,3603.8325,15.0725,3.7961,0.3
2004-08-31,11.86,3561768.0,3709.3677,15.5139,3.9072,0.3
2004-09-30,12.41,7781892.0,3881.351,16.2331,4.0884,0.3
2004-10-31,11.45,2137212.0,3580.3802,14.9744,3.7714,0.3
2004-11-30,12.58,5673324.0,3932.1643,16.4457,4.1419,0.25
2004-12-31,13.56,11430452.0,4240.9525,17.7371,4.4672,0.25
2005-01-31,11.68,10117320.0,3650.737,15.2686,3.8455,0.25
2005-02-28,11.83,8146404.0,3697.6416,15.4648,3.8949,0.25
2005-03-31,10.84,6535904.0,3388.8533,12.6965,3.0702,0.25
2005-04-30,10.9,3718140.0,3408.3969,12.7698,3.0879,0.25
2005-05-31,12.28,11431060.0,3838.3552,14.3806,3.4774,0.25
2005-06-30,12.65,19793288.0,3955.6165,14.82,3.5837,0.25
2005-07-31,13.41,11031824.0,4194.048,15.7133,3.7997,0.25
2005-08-31,14.11,13510140.0,4412.9359,16.5333,3.998,0.25
2005-09-30,13.81,33351760.0,4319.1268,16.1819,3.913,0.25
2005-10-31,12.89,6094232.0,4029.8821,15.0982,3.6509,0.25
2005-11-30,14.11,10856364.0,4412.9359,16.5333,3.998,0.25
2005-12-31,15.44,20329372.0,4827.2593,18.0856,4.3733,0.25
2006-01-31,17.56,38392736.0,5491.7404,20.5751,4.9753,0.25
2006-02-28,16.49,15162796.0,5155.5911,19.3157,4.6708,0.25
2006-03-31,18.54,20304444.0,5796.6199,26.3239,4.7968,0.25
2006-04-30,21.19,18634764.0,6207.0347,30.087,5.4825,0.25
2006-05-31,17.93,12304020.0,5605.093,25.4541,4.6383,0.25
2006-06-30,15.64,8351600.0,4889.7987,22.2058,4.0464,0.25
2006-07-31,14.5,1546736.0,4534.1059,20.5905,3.7521,0.25
2006-08-31,14.44,4762732.0,4514.5624,20.5017,3.7359,0.25
2006-09-30,14.95,7028980.0,4674.8196,21.2295,3.8685,0.25
2006-10-31,14.81,6982800.0,4631.8237,21.0343,3.8329,0.25
2006-11-30,13.26,3312020.0,4147.1434,18.8332,3.4318,0.275
2006-12-31,14.89,6105096.0,4655.276,21.1408,3.8523,0.275
2007-01-31,14.26,2669160.0,4459.8404,20.2532,3.6906,0.275
2007-02-28,13.83,6702888.0,4323.0355,19.632,3.5774,0.275
2007-03-31,12.85,5115604.0,4018.1559,13.5039,2.9623,0.275
2007-04-30,12.63,4828468.0,3947.7991,13.2674,2.9105,0.275
2007-05-31,12.54,2574264.0,3920.4381,13.1755,2.8903,0.275
2007-06-30,13.56,11557348.0,4240.9525,14.2526,3.1266,0.275
2007-07-31,13.26,7119032.0,4147.1434,13.9374,3.0574,0.25
2007-08-31,13.11,3330196.0,4100.2389,13.7797,3.0228,0.25
2007-09-30,15.45,7082708.0,4831.168,16.2362,3.5617,0.25
2007-10-31,15.73,8842852.0,4917.1597,16.5252,3.6251,0.25
2007-11-30,18.3,15111564.0,5722.3544,19.2312,4.2187,0.275
2007-12-31,20.95,10044292.0,6551.0013,22.0161,4.8296,0.275
2008-01-31,15.16,18252748.0,4741.2677,15.9341,3.4954,0.275
2008-02-29,14.68,6938300.0,4588.8279,15.4217,3.383,0.275
2008-03-31,11.91,5076372.0,3725.0025,7.1439,2.2086,0.275
2008-04-30,16.59,6922484.0,5186.8608,9.9475,3.0753,0.275
2008-05-31,13.85,4515944.0,4330.8529,8.3058,2.5678,0.275
2008-06-30,11.5,1316436.0,3596.015,6.8966,2.1321,0.275
2008-07-31,12.38,1285828.0,3869.6249,7.4213,2.2943,0.3
2008-08-31,12.3,1363084.0,3846.1726,7.3763,2.2804,0.3
2008-09-30,10.13,1513688.0,3166.0567,6.072,1.8772,0.3
2008-10-31,8.1,4069796.0,2532.8454,4.8576,1.5017,0.3
2008-11-30,7.18,942604.0,2243.6007,4.3028,1.3303,0.15
2008-12-31,7.34,783620.0,2294.4139,4.4003,1.3604,0.15
2009-01-31,7.63,823108.0,2384.3143,4.5727,1.4137,0.15
2009-02-28,7.74,443648.0,2419.4927,4.6402,1.4345,0.15
2009-03-31,8.25,1194172.0,2579.7499,5.0847,1.2919,0.15
2009-04-30,8.88,1597600.0,2775.1855,5.47,1.3897,0.15
2009-05-31,12.14,6290912.0,3795.3594,7.4807,1.9006,0.15
2009-06-30,12.31,11485032.0,3850.0813,7.5886,1.928,0.15
2009-07-31,13.8,2818024.0,4315.2181,8.5054,2.1609,0.325
2009-08-31,17.11,8539316.0,5351.0267,10.547,2.6796,0.325
2009-09-30,18.39,14775356.0,5749.7126,11.3328,2.8793,0.325
2009-10-31,18.01,37940064.0,5632.4513,11.1017,2.8206,0.325
2009-11-30,20.25,11407812.0,6332.1104,12.4807,3.1709,0.5125
2009-12-31,21.68,13871284.0,6777.7033,13.359,3.3941,0.5125
2010-01-31,20.39,10164744.0,6375.1062,12.5655,3.1925,0.5125
2010-02-28,20.01,4588772.0,6257.8449,12.3344,3.1337,0.5125
2010-03-31,22.81,9735080.0,7133.3959,12.4319,2.7101,0.5125
2010-04-30,25.88,8695212.0,8091.0299,14.1008,3.0739,0.5125
2010-05-31,26.13,9534788.0,8169.2041,14.2371,3.1036,0.3125
2010-06-30,29.04,4827472.0,9079.9336,15.8243,3.4496,0.3125
2010-07-31,30.8,9073212.0,9631.0617,16.7847,3.659,0.3125
2010-08-31,31.61,9650636.0,9885.1278,17.2275,3.7555,0.3125
2010-09-30,38.94,9839556.0,12175.632,21.2193,4.6257,0.3125
2010-10-31,46.15,7813376.0,14430.9577,25.1499,5.4826,0.3125
2010-11-30,46.96,9044384.0,14684.7788,25.5926,5.5791,0.3125
2010-12-31,45.88,4971156.0,14484.6547,25.0,5.4499,0.3125
2011-01-31,41.35,2555882.0,13055.923,22.5341,4.9123,0.3125
2011-02-28,41.98,3404238.0,13253.2617,22.8747,4.9866,0.3125
2011-03-31,45.3,6563544.0,14303.1031,16.121,4.2433,0.3125
2011-04-30,43.2,4057558.0,13690.4687,15.3737,4.0466,0.3125
2011-05-31,40.92,6194094.0,12969.5007,14.5641,3.8335,0.1875
2011-06-30,40.6,1153756.0,12866.5053,14.4484,3.803,0.1875
2011-07-31,40.03,2035414.0,12684.2826,14.2438,3.7492,0.5
2011-08-31,35.2,3463982.0,11155.1967,12.5267,3.2972,0.5
2011-09-30,35.42,2876244.0,11226.5012,12.6068,3.3183,0.5
2011-10-31,35.08,1183932.0,11115.5831,12.4822,3.2855,0.5
2011-11-30,34.95,3482374.0,11075.9694,12.4377,3.2738,0.5
2011-12-31,32.78,3991206.0,10386.6924,11.6637,3.0701,0.5
2012-01-31,35.3,2480770.0,11186.8876,12.5623,3.3066,0.5
2012-02-29,37.0,2061224.0,11725.6329,13.1673,3.4658,0.5
2012-03-31,37.5,1110856.0,11884.0874,15.7233,2.9887,0.5
2012-04-30,39.13,707476.0,12399.0645,16.4046,3.1182,0.5
2012-05-31,39.0,1598490.0,12359.4509,16.3522,3.1083,0.5
2012-06-30,40.08,1057104.0,12700.128,16.8029,3.1939,0.5
2012-07-31,42.25,4278878.0,13389.4051,17.7149,3.3673,0.5
2012-08-31,40.67,2868220.0,12890.2734,17.0545,3.2418,0.5
2012-09-30,41.6,1458258.0,13183.4143,17.4423,3.3155,0.5
2012-10-31,45.63,7599118.0,14458.973,19.13,3.6363,0.5
2012-11-30,43.75,5989786.0,13864.7686,18.3438,3.4868,0.5
2012-12-31,46.15,2508376.0,14625.3502,19.3501,3.6781,0.5
2013-01-31,48.8,17180116.0,15465.159,20.4612,3.8893,0.5
2013-02-28,40.7,2989234.0,12898.1962,17.065,3.2437,0.5
2013-03-31,37.5,520654.0,11884.0874,19.7368,2.7409,0.5
2013-04-30,38.4,795738.0,12169.3055,20.2105,2.8066,0.5
2013-05-31,39.4,602602.0,12486.2145,20.7368,2.8797,0.5
2013-06-30,39.2,1180328.0,12422.8327,20.6316,2.8651,0.5
2013-07-31,38.65,11435724.0,12248.5327,20.3421,2.8249,0.5
2013-08-31,38.85,457250.0,12311.9145,20.4474,2.8395,0.5
2013-09-30,38.6,297412.0,12232.6873,20.3158,2.8213,0.5
2013-10-31,40.25,410726.0,12755.5871,21.1842,2.9419,0.5
2013-11-30,41.08,1575308.0,13017.037,21.6184,3.0022,0.5
2013-12-31,42.53,2289888.0,13476.5551,22.3816,3.1081,0.5
2014-01-31,44.13,905748.0,13983.6095,23.2237,3.2251,0.5
2014-02-28,44.0,500492.0,13943.9958,23.1579,3.2159,0.5
2014-03-31,51.93,2423296.0,16455.4996,36.1847,3.5494,0.5
2014-04-30,49.5,1506042.0,15686.9953,34.4948,3.3837,0.5
2014-05-31,57.33,3020248.0,18166.8082,39.9477,3.9185,0.5
2014-06-30,60.78,2855164.0,19260.1443,42.3519,4.1544,0.5
2014-07-31,60.58,4708352.0,19196.7625,42.2125,4.1407,0.5
2014-08-31,64.1,1638284.0,20313.8667,44.669,4.3817,0.5
2014-09-30,62.43,5691744.0,19783.0441,43.5017,4.2672,0.5
2014-10-31,65.53,1589160.0,20765.462,45.662,4.4791,0.5
2014-11-30,77.25,3111056.0,24481.22,53.8328,5.2806,0.5
2014-12-31,73.2,1926236.0,23197.7385,51.0105,5.0037,0.5
2015-01-31,80.08,1352136.0,25376.4879,55.8014,5.4737,0.5
2015-02-28,74.22,1493056.0,23522.4955,51.7247,5.0738,0.5
2015-03-31,74.2,6691784.0,23514.6475,48.8158,4.7656,0.5
2015-04-30,69.63,6264228.0,22064.7889,45.8059,4.4718,0.5
2015-05-31,66.5,952868.0,21074.4483,43.75,4.2711,0.5
2015-06-30,62.9,1994538.0,19933.5759,41.3816,4.0399,0.5
2015-07-31,71.93,2967748.0,22793.6796,47.3191,4.6195,0.5
2015-08-31,67.58,2666480.0,21415.1254,44.4572,4.3401,0.5
2015-09-30,60.93,604962.0,19307.6806,40.0822,3.913,0.5
2015-10-31,69.45,23069494.0,22009.3298,45.6908,4.4605,0.5
2015-11-30,68.0,2666586.0,21549.8118,44.7368,4.3674,0.5
2015-12-31,64.85,2495284.0,20551.5484,42.6645,4.1651,0.5
2016-01-31,62.53,3596328.0,19814.735,41.1349,4.0158,0.5
2016-02-29,62.93,1478618.0,19941.4986,41.398,4.0415,0.5
2016-03-31,65.1,642398.0,20630.7757,32.55,3.8138,0.5
2016-04-30,81.75,2907038.0,25907.3105,40.875,4.7892,0.5
2016-05-31,87.2,2822944.0,27634.4645,43.6,5.1085,0.5
2016-06-30,86.65,1304012.0,27460.1646,43.325,5.0763,0.5
2016-07-31,91.83,1665746.0,29100.1686,45.9125,5.3794,0.5
2016-08-31,93.58,3231422.0,29654.7594,46.7875,5.482,0.5
2016-09-30,94.6,2035800.0,29979.5911,47.3,5.542,0.5
2016-10-31,98.45,779764.0,31199.6907,49.225,5.7676,0.5
2016-11-30,90.43,1076956.0,28656.496,45.2125,5.2974,0.5
2016-12-31,91.1,9633206.0,28870.4096,45.55,5.337,0.5
2017-01-31,95.0,1739460.0,30106.3547,47.5,5.5654,0.5
2017-02-28,105.73,1952714.0,33505.2037,52.8625,6.1937,0.5
2017-03-31,107.3,1915126.0,34004.3353,45.9529,5.6028,0.5
2017-04-30,101.8,2573238.0,32261.3359,43.5974,5.3156,0.5
2017-05-31,106.8,1940366.0,33845.8808,45.7388,5.5767,0.5
2017-06-30,115.55,2887544.0,36618.8346,49.4861,6.0336,0.5
2017-07-31,118.2,2366730.0,37458.6434,50.621,6.172,0.5
2017-08-31,112.68,857582.0,35707.7212,48.2548,5.8835,0.5
2017-09-30,107.13,3839058.0,33948.8763,45.8779,5.5937,0.5
2017-10-31,120.58,1227302.0,38211.3023,51.6381,6.296,0.5
2017-11-30,134.05,4252046.0,42481.6525,57.409,6.9996,0.5
2017-12-31,154.55,4977606.0,48978.2872,66.1884,8.07,0.5
2018-01-31,154.95,5905754.0,49105.0508,66.3597,8.0909,0.5
2018-02-28,154.6,7314342.0,48994.1339,66.2099,8.0726,0.5
2018-03-31,126.23,1343502.0,40001.8405,41.9352,5.8061,0.5
2018-04-30,142.43,4355014.0,45135.7666,47.3173,6.5512,0.5
2018-05-31,140.68,3716098.0,44581.1758,46.7359,6.4707,0.5
2018-06-30,134.53,887492.0,42632.1854,44.6927,6.1878,0.5
2018-07-31,143.55,3285604.0,45492.2892,47.691,6.603,0.5
2018-08-31,146.3,1883776.0,46363.789,48.6047,6.7295,0.6
2018-09-30,124.6,5172186.0,39486.8634,41.3953,5.7313,0.6
2018-10-31,124.4,3032846.0,39423.4816,41.3289,5.7221,0.6
2018-11-30,123.8,5844136.0,39233.3362,41.1296,5.6945,0.6
2018-12-31,130.63,6261866.0,41396.2402,43.397,6.0084,0.6
2019-01-31,120.05,1015570.0,38044.9274,39.8837,5.522,0.6
2019-02-28,132.5,2132962.0,41990.4446,44.0199,6.0947,0.6
2019-03-31,122.75,5393810.0,38900.5817,37.7112,5.0459,0.6
2019-04-30,132.35,1394344.0,41942.9083,40.6605,5.4405,0.6
2019-05-31,139.05,2426084.0,44066.1987,42.7189,5.716,0.6
2019-06-30,129.88,913870.0,41158.5585,39.9002,5.3388,0.6
2019-07-31,124.25,3261274.0,39375.9452,38.172,5.1076,0.65
2019-08-31,123.23,1015106.0,39051.1135,37.8571,5.0654,0.65
2019-09-30,151.75,2608178.0,48090.9432,46.6206,6.238,0.65
2019-10-31,137.88,2633998.0,43693.8306,42.3579,5.6677,0.65
2019-11-30,127.95,1619770.0,40548.5086,39.3088,5.2597,0.65
2019-12-31,128.55,523718.0,40738.654,39.4931,5.2843,0.65
2020-01-31,125.95,2587728.0,39914.6906,38.6943,5.1775,0.65
2020-02-29,108.9,1259750.0,34511.3918,33.4562,4.4766,0.65
2020-03-31,56.03,16162126.0,17754.8276,41.6543,2.3088,0.825
2020-04-30,65.33,11400354.0,20702.0815,48.5688,2.692,0.825
2020-05-31,66.35,2979882.0,21026.9132,49.3309,2.7343,0.825
2020-06-30,72.75,5726954.0,23055.1309,54.0892,2.998,0.825
2020-07-31,79.9,7078794.0,25321.0304,59.4052,3.2927,0.825
2020-08-31,110.3,9242616.0,34955.0645,82.0074,4.5454,0.825
2020-09-30,121.35,4444595.0,38456.9091,90.223,5.0008,0.825
2020-10-31,104.25,1115587.0,33037.7641,77.5093,4.2961,0.825
2020-11-30,133.9,3358512.0,42434.1162,99.5539,5.518,0.825
2020-12-31,153.0,5583991.0,48487.0782,113.7546,6.3051,0.825
2021-01-31,157.8,8826711.0,50008.2415,117.3234,6.5029,0.825
2021-02-28,182.15,5127617.0,57724.9758,135.4275,7.5064,0.825
2021-03-31,190.75,6173470.0,60450.3933,58.8735,6.9493,0.825
2021-04-30,213.3,6494494.0,67596.6914,65.8333,7.7708,0.825
2021-05-31,208.9,3537207.0,66202.2918,64.4753,7.6105,0.0
2021-06-30,206.9,4817062.0,65568.4738,63.858,7.5376,0.0
2021-07-31,219.5,13264705.0,69561.529,67.7469,7.9967,0.8
2021-08-31,197.5,11868534.0,62589.5307,60.9568,7.1952,0.8
2021-09-30,205.45,8031856.0,65108.9573,63.4105,7.4848,0.8
2021-10-31,199.0,2612725.0,63064.8942,61.4198,7.2498,0.8
2021-11-30,275.25,27228033.0,87229.2067,84.9537,10.0277,0.8
2021-12-31,299.1,15364987.0,94787.4867,92.3148,10.8966,0.8
2022-01-31,331.4,14425065.0,105023.6479,102.284,12.0733,0.8
2022-02-28,330.65,26797914.0,104785.9661,102.0525,12.046,0.8
2022-03-31,279.55,9699378.0,88591.9154,49.5656,8.5802,0.8
2022-04-30,346.75,14228381.0,109888.2013,61.4805,10.6428,0.8
2022-05-31,344.35,16394078.0,109127.6197,61.055,10.5692,0.8
2022-06-30,358.5,11411516.0,113611.8822,63.5638,11.0035,0.8
2022-07-31,371.0,11513834.0,117573.2449,65.7801,11.3871,0.8
2022-08-31,499.65,26502692.0,158343.5898,88.5904,15.3358,1.15
2022-09-30,422.45,31271510.0,133878.2138,74.9025,12.9663,1.15
2022-10-31,484.65,12767310.0,153589.9546,85.9309,14.8754,1.15
2022-11-30,475.0,13274455.0,150531.7826,84.2199,14.5792,1.15
2022-12-31,419.5,7477742.0,132943.3322,74.3794,12.8757,1.15
2023-01-31,380.05,6530959.0,120441.2715,67.3848,11.6649,1.15
2023-02-28,467.95,11751624.0,148297.574,82.9699,14.3628,1.15
2023-03-31,438.15,5314398.0,138853.6854,37.3848,10.1268,1.15
2023-04-30,464.7,6820801.0,147267.6197,39.6502,10.7404,1.15
2023-05-31,534.45,23724366.0,169372.0236,45.6015,12.3525,1.15
2023-06-30,541.6,9213648.0,171637.9231,46.2116,12.5178,1.15
2023-07-31,535.55,14793718.0,169720.6235,45.6954,12.378,2.0
2023-08-31,490.65,6354627.0,155491.4087,41.8643,11.3402,2.0
2023-09-30,511.0,9421506.0,161940.5072,43.6007,11.8106,2.0
2023-10-31,505.35,5234509.0,160149.9712,43.1186,11.68,2.0
2023-11-30,531.15,5618633.0,168326.2238,45.32,12.2763,2.0
2023-12-31,544.55,5856241.0,172572.8047,46.4633,12.586,2.0
2024-01-31,614.9,7476888.0,194867.3539,52.4659,14.212,2.0
2024-02-29,652.05,12890436.0,206640.5239,55.6357,15.0706,2.0
2024-03-31,601.7,7776316.0,190684.1549,60.9625,11.8112,2.0
2024-04-30,650.95,10755289.0,206291.924,65.9524,12.7779,2.0
2024-05-31,610.7,7438497.0,193536.3361,61.8744,11.9878,2.0
2024-06-30,718.45,12657632.0,227683.2825,72.7913,14.1029,2.0
2024-07-31,692.8,8614728.0,219554.5663,70.1925,13.5994,2.0
2024-08-31,694.4,12195667.0,220061.6207,70.3546,13.6308,2.0
2024-09-30,679.7,6172336.0,215403.0582,68.8652,13.3423,2.0
2024-10-31,662.55,5009816.0,209968.0686,67.1277,13.0056,2.0
2024-11-30,639.85,10447948.0,202774.2339,64.8278,12.56,2.0
2024-12-31,579.8,2994280.0,183743.8475,58.7437,11.3813,2.0
2025-01-31,540.9,4638281.0,171416.0868,54.8024,10.6177,2.0
2025-02-28,428.1,6714858.0,135668.7497,43.3739,8.4034,2.0
2025-03-31,481.7,46099024.0,152655.073,43.4355,8.1538,2.0
2025-04-30,445.45,14712986.0,141167.1212,40.1668,7.5402,2.0
2025-05-31,535.2,15733030.0,169609.7054,48.2597,9.0594,2.0
2025-06-30,536.45,19087288.0,170005.8416,48.3724,9.0806,2.0
2025-07-31,568.35,30165374.0,180115.2392,51.2489,9.6205,2.2
2025-08-31,471.85,6692217.0,149533.5192,42.5473,7.9871,2.2
2025-09-30,482.2,12123984.0,152813.5275,43.4806,8.1623,2.2
2025-10-31,497.4,7509252.0,157630.5446,44.8512,8.4196,2.2
2025-11-30,510.5,27014626.0,161782.0527,46.0325,8.6413,2.2
2025-12-31,473.75,10639383.0,150135.6463,42.7187,8.0192,2.2
2026-01-31,431.2,8005524.0,136651.1677,38.8819,7.299,2.2
2026-02-28,534.75,21306334.0,169467.0963,48.2191,9.0518,2.2
2026-03-31,518.55,1441492.0,164333.1664,46.7583,8.7776,2.2
