PLNG IN Equity,price,volume,mc,pe,bm,div
2007-03-31,21.1,29441168.0,31650.0052,,,0.0
2007-04-30,22.63,128327406.0,33937.5055,,,0.0
2007-05-31,25.8,314342712.0,38700.0063,,,0.625
2007-06-30,28.23,276970620.0,42337.5069,,,0.625
2007-07-31,31.68,333651772.0,47512.5077,,,0.625
2007-08-31,30.83,221356484.0,46237.5075,,,0.625
2007-09-30,40.33,515955246.0,60487.5,,,0.625
2007-10-31,43.95,428971950.0,65925.0,,,0.625
2007-11-30,51.95,708108074.0,77925.0,,,0.625
2007-12-31,53.68,267552220.0,80512.5,,,0.625
2008-01-31,35.63,396705650.0,53437.5,,,0.625
2008-02-29,36.98,182136192.0,55462.5,,,0.625
2008-03-31,35.25,111956860.0,52875.0,,,0.625
2008-04-30,40.03,171234780.0,60037.5,,,0.625
2008-05-31,34.92,108146228.0,52387.5,,,0.75
2008-06-30,28.4,75487666.0,42600.0,,,0.75
2008-07-31,29.7,81570944.0,44550.0,,,0.75
2008-08-31,29.85,60973146.0,44775.0,,,0.75
2008-09-30,26.28,48102990.0,39412.5,,,0.75
2008-10-31,18.93,49182466.0,28387.5,,,0.75
2008-11-30,15.58,32444624.0,23362.5,,,0.75
2008-12-31,19.83,125356254.0,29737.5,,,0.75
2009-01-31,18.52,107284146.0,27787.5,,,0.75
2009-02-28,16.95,50910028.0,25425.0,,,0.75
2009-03-31,19.43,55441522.0,29137.5,,,0.75
2009-04-30,25.75,177511080.0,38625.0,,,0.75
2009-05-31,35.38,199578338.0,53062.5,,,0.75
2009-06-30,35.13,364709464.0,52687.5,,,0.875
2009-07-31,34.92,186469754.0,52387.5,,,0.875
2009-08-31,36.5,127708984.0,54750.0,,,0.875
2009-09-30,39.5,194136342.0,59250.0,,,0.875
2009-10-31,32.38,98588544.0,48562.5,,,0.875
2009-11-30,33.95,79032396.0,50925.0,,,0.875
2009-12-31,35.65,101457746.0,53475.0,,,0.875
2010-01-31,39.35,172877682.0,59025.0,,,0.875
2010-02-28,36.95,65256290.0,55425.0,,,0.875
2010-03-31,38.03,67195766.0,57037.5,,,0.875
2010-04-30,40.98,158265716.0,61462.5,,,0.875
2010-05-31,41.23,79345220.0,61837.5,,,0.875
2010-06-30,38.83,71324894.0,58237.5,,,0.875
2010-07-31,45.33,150566700.0,67987.5,,,0.875
2010-08-31,54.2,268529160.0,81300.0,,,0.875
2010-09-30,52.98,90044704.0,79462.5,,,0.875
2010-10-31,55.6,172524686.0,83400.0,,,0.875
2010-11-30,58.2,100041370.0,87300.0,,,0.875
2010-12-31,62.48,95010130.0,93712.5,,,0.875
2011-01-31,64.53,100957016.0,96787.5,,,0.875
2011-02-28,55.03,81001028.0,82537.5,,,0.875
2011-03-31,60.9,68280782.0,91350.0,,,0.875
2011-04-30,66.03,88208762.0,99037.5,,,0.875
2011-05-31,68.22,59095246.0,102337.5,,,0.875
2011-06-30,67.95,83676444.0,101925.0,,,1.0
2011-07-31,85.88,202928356.0,128812.5,,,1.0
2011-08-31,87.18,106226098.0,130762.5,,,1.0
2011-09-30,79.95,115315868.0,119925.0,,,1.0
2011-10-31,80.63,116405228.0,120937.5,,,1.0
2011-11-30,82.45,59252326.0,123675.0,,,1.0
2011-12-31,77.9,73850824.0,116850.0,,,1.0
2012-01-31,82.35,104788540.0,123525.0,,,1.0
2012-02-29,84.3,87200416.0,126450.0,,,1.0
2012-03-31,84.03,57349912.0,126037.5,,,1.0
2012-04-30,69.28,149282802.0,103912.5,,,1.0
2012-05-31,63.95,98374644.0,95925.0,,,1.0
2012-06-30,71.55,87967352.0,107325.0,,,1.25
2012-07-31,73.2,65794250.0,109800.0,,,1.25
2012-08-31,76.1,52553422.0,114150.0,,,1.25
2012-09-30,78.97,57015848.0,118462.5,,,1.25
2012-10-31,84.1,66514678.0,126150.0,,,1.25
2012-11-30,81.22,38571768.0,121837.5,,,1.25
2012-12-31,78.58,42169806.0,117862.5,,,1.25
2013-01-31,75.88,75898792.0,113812.5,,,1.25
2013-02-28,70.3,45127726.0,105450.0,,,1.25
2013-03-31,67.75,43417326.0,101625.0,8.8446,2.2839,1.25
2013-04-30,69.78,41932222.0,104662.5,9.109,2.3521,1.25
2013-05-31,71.25,44947716.0,106875.0,9.3016,2.4019,1.25
2013-06-30,62.4,39087560.0,93600.0076,8.1462,2.1035,1.25
2013-07-31,57.88,36706092.0,86812.5071,7.5555,1.951,1.25
2013-08-31,60.7,47567878.0,91050.0074,7.9243,2.0462,1.25
2013-09-30,59.35,40016310.0,89025.0072,7.748,2.0007,1.25
2013-10-31,62.13,81759300.0,93187.5076,8.1103,2.0942,1.25
2013-11-30,66.18,26326284.0,99262.5081,8.639,2.2308,1.25
2013-12-31,61.03,35696680.0,91537.5074,7.9667,2.0572,1.25
2014-01-31,55.0,46197414.0,82500.0067,7.1802,1.8541,1.25
2014-02-28,60.53,48371166.0,90787.5074,7.9014,2.0403,1.25
2014-03-31,68.5,57059376.0,102750.0084,14.4362,2.0607,1.25
2014-04-30,72.4,58231290.0,108600.0088,15.2582,2.178,1.25
2014-05-31,77.68,77032628.0,116512.5095,16.3699,2.3367,1.25
2014-06-30,87.9,108509442.0,131850.0107,18.5248,2.6443,1.25
2014-07-31,91.33,94678208.0,136987.5111,19.2466,2.7474,1.25
2014-08-31,92.05,60034700.0,138075.0112,19.3994,2.7692,0.0
2014-09-30,94.0,170777668.0,141000.0115,19.8103,2.8279,1.0
2014-10-31,99.73,41578568.0,149587.5122,21.0169,3.0001,1.0
2014-11-30,98.63,61257176.0,147937.512,20.785,2.967,1.0
2014-12-31,104.28,50023354.0,156412.5127,21.9758,3.137,1.0
2015-01-31,89.93,101860234.0,134887.511,18.9515,2.7053,1.0
2015-02-28,89.73,80746826.0,134587.5,18.9094,2.6992,1.0
2015-03-31,85.78,38285208.0,128662.5105,14.5752,2.2617,1.0
2015-04-30,87.33,36666368.0,130987.5107,14.8386,2.3026,1.0
2015-05-31,90.93,64369374.0,136387.5111,15.4503,2.3975,1.0
2015-06-30,93.5,32498374.0,140250.0114,15.8879,2.4654,1.0
2015-07-31,96.65,37010664.0,144975.0118,16.4231,2.5485,1.0
2015-08-31,88.73,30841096.0,133087.5108,15.0765,2.3395,1.0
2015-09-30,89.58,20867978.0,134362.5109,15.2209,2.3619,1.0
2015-10-31,97.05,43503936.0,145575.0118,16.4911,2.5591,1.0
2015-11-30,117.13,82253810.0,175687.5143,19.9023,3.0884,1.0
2015-12-31,127.98,83559188.0,191962.5156,21.746,3.3745,1.0
2016-01-31,122.8,98672050.0,184200.015,20.8666,3.238,1.0
2016-02-29,117.55,64961224.0,176325.0143,19.9745,3.0996,1.0
2016-03-31,125.38,60955036.0,188062.5153,20.2708,2.8227,1.0
2016-04-30,131.78,60720254.0,197662.5161,21.3056,2.9668,1.0
2016-05-31,136.78,73235398.0,205162.5167,22.114,3.0794,1.0
2016-06-30,147.1,43719864.0,220650.018,23.7833,3.3118,1.0
2016-07-31,149.0,36158736.0,223500.0182,24.0905,3.3546,1.0
2016-08-31,175.93,64797228.0,263887.5215,28.4438,3.9608,1.0
2016-09-30,172.7,85451270.0,259050.0211,27.9224,3.8882,1.25
2016-10-31,193.5,99793074.0,290250.0236,31.2854,4.3565,1.25
2016-11-30,194.35,98232158.0,291525.0237,31.4228,4.3756,1.25
2016-12-31,183.73,60132672.0,275587.5224,29.7049,4.1364,1.25
2017-01-31,186.98,74417470.0,280462.5228,30.2304,4.2096,1.25
2017-02-28,203.3,113135196.0,304950.0248,32.8698,4.5771,1.25
2017-03-31,201.58,85254886.0,302362.5246,35.087,3.6971,1.25
2017-04-30,211.88,80470448.0,317812.5259,36.8799,3.886,1.25
2017-05-31,219.95,85837448.0,329925.0268,38.2855,4.0341,1.25
2017-06-30,216.03,340304504.0,324037.5264,37.6023,3.9621,1.25
2017-07-31,203.95,92075316.0,305925.0249,35.5004,3.7407,1.25
2017-08-31,227.2,112878304.0,340800.0277,39.5474,4.1671,1.25
2017-09-30,231.2,76750139.0,346800.0282,40.2437,4.2404,2.5
2017-10-31,259.85,85832152.0,389775.0317,45.2306,4.7659,2.5
2017-11-30,251.6,157783953.0,377400.0247,43.7946,4.6146,2.5
2017-12-31,254.75,105934616.0,382125.025,44.3429,4.6724,2.5
2018-01-31,254.75,82509177.0,382125.025,44.3429,4.6724,2.5
2018-02-28,247.3,72996254.0,370950.0218,43.0461,4.5357,2.5
2018-03-31,230.95,63495789.0,346425.0203,16.4144,3.5309,2.5
2018-04-30,226.8,52278426.0,340200.02,16.1194,3.4674,2.5
2018-05-31,219.65,119834953.0,329475.0193,15.6112,3.3581,2.5
2018-06-30,219.2,64354827.0,328800.0193,15.5792,3.3512,2.5
2018-07-31,229.15,76319471.0,343725.0202,16.2864,3.5034,2.5
2018-08-31,248.05,69205604.0,372075.0218,17.6297,3.7923,2.5
2018-09-30,224.75,49243032.0,337125.0198,15.9737,3.4361,4.5
2018-10-31,225.7,72318665.0,338550.0199,16.0412,3.4506,4.5
2018-11-30,214.2,65023892.0,321300.0188,15.2239,3.2748,10.0
2018-12-31,224.15,51667715.0,336225.0197,15.9311,3.4269,10.0
2019-01-31,227.65,70650847.0,341475.02,16.1798,3.4804,10.0
2019-02-28,223.6,67063867.0,335400.0197,15.892,3.4185,10.0
2019-03-31,251.55,73252182.0,377325.0221,16.9166,3.6882,10.0
2019-04-30,241.15,38847496.0,361725.0212,16.2172,3.5357,10.0
2019-05-31,247.05,62740295.0,370575.0217,16.614,3.6222,10.0
2019-06-30,245.1,40038347.0,367650.0216,16.4829,3.5936,10.0
2019-07-31,236.45,76001862.0,354675.0208,15.9011,3.4668,10.0
2019-08-31,266.85,62579153.0,400275.0235,17.9455,3.9125,10.0
2019-09-30,259.9,99385968.0,389850.0229,17.4781,3.8106,10.0
2019-10-31,286.4,70048416.0,429600.0252,19.2603,4.1992,10.0
2019-11-30,271.5,50190456.0,407250.0239,18.2582,3.9807,10.0
2019-12-31,267.95,49315449.0,401925.0236,18.0195,3.9287,10.0
2020-01-31,266.5,44864620.0,399750.0235,17.922,3.9074,10.0
2020-02-29,245.6,51066961.0,368400.0216,16.5165,3.601,10.0
2020-03-31,199.7,112175122.0,299550.0176,11.0821,2.6936,10.0
2020-04-30,243.0,68585367.0,364500.0214,13.485,3.2776,10.0
2020-05-31,252.55,50301407.0,378825.0222,14.015,3.4064,10.0
2020-06-30,258.05,80290032.0,387075.0227,14.3202,3.4806,10.0
2020-07-31,247.85,114772383.0,371775.0218,13.7542,3.343,12.5
2020-08-31,240.35,98101716.0,360525.0212,13.338,3.2419,12.5
2020-09-30,220.65,77081963.0,330975.0194,12.2447,2.9761,12.5
2020-10-31,230.95,87881262.0,346425.0226,12.8163,3.1151,12.5
2020-11-30,251.25,115421974.0,376875.0246,13.9428,3.3889,15.0
2020-12-31,247.6,106684498.0,371400.0243,13.7403,3.3397,15.0
2021-01-31,237.0,107916253.0,355500.0232,13.1521,3.1967,15.0
2021-02-28,255.15,125744592.0,382725.025,14.1593,3.4415,15.0
2021-03-31,224.65,87967882.0,336975.022,11.4676,2.8541,15.0
2021-04-30,239.95,73789706.0,359925.0235,12.2486,3.0484,15.0
2021-05-31,241.45,71122093.0,362175.0237,12.3252,3.0675,15.0
2021-06-30,225.8,132743533.0,338700.0221,11.5263,2.8687,15.0
2021-07-31,218.25,56844295.0,327375.0192,11.1409,2.7727,11.5
2021-08-31,227.6,111781373.0,341400.02,11.6182,2.8915,11.5
2021-09-30,238.55,72041139.0,357825.021,12.1771,3.0306,11.5
2021-10-31,229.55,78523624.0,344325.0202,11.7177,2.9163,11.5
2021-11-30,219.85,53099731.0,329775.0193,11.2226,2.7931,10.5
2021-12-31,216.4,31962532.0,324600.019,11.0465,2.7492,10.5
2022-01-31,213.75,44381747.0,320625.0188,10.9112,2.7156,10.5
2022-02-28,215.3,65657559.0,322950.0189,10.9903,2.7353,10.5
2022-03-31,193.75,69435995.0,290625.0171,8.4533,2.1263,10.5
2022-04-30,203.9,53852146.0,305850.0179,8.8962,2.2377,10.5
2022-05-31,226.9,67679773.0,340350.02,9.8997,2.4901,10.5
2022-06-30,217.3,47075892.0,325950.0191,9.4808,2.3848,10.5
2022-07-31,219.95,37886424.0,329925.0194,9.5964,2.4138,11.5
2022-08-31,221.1,36602484.0,331650.0195,9.6466,2.4265,11.5
2022-09-30,199.9,29574015.0,299850.0176,8.7216,2.1938,11.5
2022-10-31,205.55,36644432.0,308325.0181,8.9682,2.2558,11.5
2022-11-30,212.65,32091015.0,318975.0187,9.2779,2.3337,11.5
2022-12-31,215.45,43772182.0,323175.019,9.4001,2.3644,11.5
2023-01-31,217.25,40748238.0,325875.0191,9.4786,2.3842,11.5
2023-02-28,222.55,39368380.0,333825.0196,9.7099,2.4424,11.5
2023-03-31,228.85,66615882.0,343275.0201,10.3225,2.2488,11.5
2023-04-30,236.9,45524286.0,355350.0208,10.6856,2.3279,11.5
2023-05-31,225.85,51859852.0,338775.0199,10.1872,2.2194,11.5
2023-06-30,222.7,34781713.0,334050.0196,10.0451,2.1884,11.5
2023-07-31,233.55,42523353.0,350325.0206,10.5345,2.295,11.5
2023-08-31,215.3,41987247.0,322950.0189,9.7113,2.1157,10.0
2023-09-30,239.95,83954787.0,359925.0211,10.8232,2.3579,10.0
2023-10-31,199.6,76209490.0,299400.0176,9.0032,1.9614,10.0
2023-11-30,202.8,159886904.0,304200.0178,9.1475,1.9929,10.0
2023-12-31,222.65,124199977.0,333975.0196,10.0429,2.1879,10.0
2024-01-31,269.1,193566840.0,403650.0237,12.138,2.6444,10.0
2024-02-29,273.45,178781457.0,410175.0241,12.3342,2.6871,10.0
2024-03-31,263.2,87772441.0,394800.0232,10.809,2.2676,10.0
2024-04-30,310.55,195593880.0,465825.0273,12.7536,2.6756,10.0
2024-05-31,297.35,136420456.0,446025.0262,12.2115,2.5619,10.0
2024-06-30,330.25,124229415.0,495375.0291,13.5626,2.8453,10.0
2024-07-31,368.5,124804655.0,552750.0324,15.1335,3.1749,10.0
2024-08-31,367.3,70943683.0,550950.0323,15.0842,3.1645,10.0
2024-09-30,341.55,76890446.0,512325.0301,14.0267,2.9427,10.0
2024-10-31,333.0,85392885.0,499500.0293,13.6756,2.869,10.0
2024-11-30,333.1,46790059.0,499650.0293,13.6797,2.8699,10.0
2024-12-31,346.2,53439019.0,519300.0305,14.2177,2.9827,10.0
2025-01-31,316.2,78283518.0,474300.0278,12.9856,2.7243,10.0
2025-02-28,283.3,44552233.0,424950.0249,11.6345,2.4408,10.0
2025-03-31,293.6,42234512.0,440400.0258,11.0876,2.2156,10.0
2025-04-30,313.75,39265281.0,470625.0276,11.8486,2.3676,10.0
2025-05-31,307.3,53301771.0,460950.027,11.605,2.319,10.0
2025-06-30,301.9,42329354.0,452850.0266,11.4011,2.2782,10.0
2025-07-31,288.2,71620470.0,432300.0254,10.8837,2.1748,6.0
2025-08-31,269.5,34421588.0,404250.0237,10.1775,2.0337,6.0
2025-09-30,278.8,46380198.0,418200.0245,10.5287,2.1039,6.0
2025-10-31,281.25,56625833.0,421875.0248,10.6212,2.1224,6.0
2025-11-30,271.85,41402424.0,407775.0239,10.2662,2.0514,10.0
2025-12-31,284.1,49534209.0,426150.025,10.7289,2.1439,10.0
2026-01-31,289.75,63544809.0,434625.0255,10.9422,2.1865,10.0
2026-02-28,323.4,58347335.0,485100.0285,12.213,2.4404,10.0
2026-03-31,292.7,40002233.0,439050.0441,11.0536,2.2088,10.0
