TRID IN Equity,price,volume,mc,pe,bm,div
2002-11-30,0.71,1218610.0,1265.4377,,,0.0
2002-12-31,0.81,3296500.0,1444.9324,8.2059,0.6547,0.0
2003-01-31,0.84,4529480.0,1507.7555,8.5627,0.6832,0.0
2003-02-28,0.73,1282640.0,1310.3113,7.4414,0.5937,0.0
2003-03-31,0.59,9004510.0,1059.0188,6.0143,0.4799,0.0
2003-04-30,0.69,1509610.0,1238.5135,7.0336,0.5612,0.0
2003-05-31,0.89,3337220.0,1606.4776,9.1233,0.7279,0.0
2003-06-30,0.85,3458250.0,1525.705,8.6646,0.6913,0.0
2003-07-31,0.97,11485670.0,1741.0986,9.8879,0.7889,0.0
2003-08-31,0.98,7775400.0,1759.0481,9.9898,0.797,0.0
2003-09-30,1.0,5119540.0,1793.1521,10.1835,0.8125,0.0
2003-10-31,0.82,3561620.0,1477.2414,8.3894,0.6694,0.0
2003-11-30,1.59,20157280.0,2853.9658,16.208,1.2932,0.0
2003-12-31,2.22,47335910.0,3975.8077,12.0962,1.568,0.0
2004-01-31,1.64,11851430.0,2934.7384,8.9288,1.1574,0.0
2004-02-29,1.39,8003910.0,2486.0017,7.5635,0.9804,0.0
2004-03-31,1.26,4955980.0,2256.2484,6.8645,0.8898,0.0
2004-04-30,1.48,7407760.0,2661.9065,8.0987,1.0498,0.0
2004-05-31,1.46,7541350.0,2618.8277,7.9677,1.0328,0.0
2004-06-30,1.49,3904580.0,2674.4711,8.137,1.0548,0.0
2004-07-31,1.88,28506790.0,3378.0904,10.2777,1.3322,0.0
2004-08-31,2.19,33881960.0,3939.9088,11.987,1.5538,0.0
2004-09-30,2.21,41502510.0,3966.833,12.0689,1.5644,0.0
2004-10-31,2.2,17718650.0,3948.8835,12.0143,1.5574,0.0
2004-11-30,3.64,108229820.0,6524.6325,19.8509,2.5732,0.0
2004-12-31,3.69,97561610.0,6614.3799,20.1239,2.6086,0.0
2005-01-31,3.33,64432400.0,5968.1989,18.158,2.3537,0.0
2005-02-28,3.26,60137740.0,5842.5527,17.7757,2.3042,0.0
2005-03-31,3.23,245043990.0,6272.4889,14.7766,1.9801,0.0
2005-04-30,3.08,47658550.0,5971.4871,14.0675,1.8851,0.0
2005-05-31,3.26,91912760.0,6321.0376,14.891,1.9954,0.0
2005-06-30,3.06,74151790.0,5942.3579,13.9989,1.8759,0.0
2005-07-31,3.08,94678430.0,5981.1968,14.0904,1.8881,0.0
2005-08-31,4.03,557841090.0,7826.0465,18.4364,2.4705,0.0
2005-09-30,3.64,347825220.0,7058.9774,16.6294,2.2284,0.0
2005-10-31,2.99,69275360.0,5806.4216,13.6786,1.833,0.0
2005-11-30,3.09,55865090.0,6000.6163,14.1361,1.8943,0.0
2005-12-31,2.92,56201420.0,5660.7756,13.3355,1.787,0.0
2006-01-31,3.08,92478500.0,5971.4871,14.0675,1.8851,0.0
2006-02-28,3.02,89979100.0,5864.68,13.8159,1.8513,0.0
2006-03-31,2.89,88402360.0,5602.5172,9.7929,1.563,0.0
2006-04-30,2.9,80699060.0,5592.8074,9.8438,1.5711,0.0
2006-05-31,2.73,116135540.0,5291.8056,9.2498,1.4763,0.0
2006-06-30,2.26,33283830.0,4398.51,7.6884,1.2271,0.0
2006-07-31,2.01,22711190.0,3913.0232,6.8398,1.0917,0.0
2006-08-31,2.07,46972180.0,4019.8303,7.0264,1.1214,0.0
2006-09-30,2.58,173948100.0,5000.5136,8.7406,1.395,0.1
2006-10-31,2.38,67988170.0,4612.1242,8.0617,1.2867,0.1
2006-11-30,2.24,40009690.0,4349.9613,7.6035,1.2135,0.1
2006-12-31,2.18,35680160.0,4233.4445,7.3998,1.181,0.1
2007-01-31,2.32,59550420.0,4505.3171,7.8751,1.2569,0.1
2007-02-28,2.16,42374040.0,4194.6056,7.3319,1.1702,0.1
2007-03-31,2.01,27732490.0,3913.0232,9.5767,0.9799,0.1
2007-04-30,2.09,20333980.0,4068.379,9.9569,1.0189,0.1
2007-05-31,1.84,42930480.0,3573.1825,8.7449,0.8948,0.1
2007-06-30,1.75,19155590.0,3398.4073,8.3172,0.8511,0.1
2007-07-31,1.91,96209500.0,3699.4091,9.0539,0.9265,0.1
2007-08-31,1.87,36998720.0,3631.4409,8.8875,0.9094,0.1
2007-09-30,2.06,83927550.0,4000.4172,9.7905,1.0018,0.1
2007-10-31,1.94,148567000.0,3777.0929,9.244,0.9459,0.1
2007-11-30,2.23,126627260.0,4320.8389,10.5747,1.0821,0.0
2007-12-31,3.9,562344300.0,7573.6053,18.5355,1.8967,0.0
2008-01-31,2.12,174001640.0,4116.9342,10.0757,1.031,0.0
2008-02-29,1.94,53424460.0,3757.6734,9.1964,0.941,0.0
2008-03-31,1.65,39439740.0,3204.2176,8.25,0.7217,0.0
2008-04-30,1.91,47012720.0,3709.1246,9.55,0.8354,0.0
2008-05-31,1.73,35077660.0,3349.8639,8.625,0.7545,0.0
2008-06-30,1.5,24876020.0,2912.9251,7.5,0.6561,0.0
2008-07-31,1.48,18906740.0,2864.3764,7.375,0.6452,0.0
2008-08-31,1.47,17099600.0,2844.9569,7.325,0.6408,0.0
2008-09-30,1.17,14953390.0,2272.0816,5.85,0.5118,0.0
2008-10-31,0.8,15473430.0,1543.8503,3.975,0.3477,0.0
2008-11-30,0.68,77602220.0,1310.8163,3.375,0.2952,0.0
2008-12-31,0.73,52643520.0,1407.9138,3.625,0.3171,0.0
2009-01-31,0.73,9588760.0,1407.9138,3.625,0.3171,0.0
2009-02-28,0.65,7147780.0,1262.2675,3.25,0.2843,0.0
2009-03-31,0.71,9909860.0,1369.0748,3.45,0.3522,0.0
2009-04-30,0.91,18931530.0,1767.1746,,0.4546,0.0
2009-05-31,1.47,22377100.0,2844.9569,,0.7318,0.0
2009-06-30,1.19,29508800.0,2320.6303,,0.597,0.0
2009-07-31,1.29,30590550.0,2495.4058,,0.6419,0.0
2009-08-31,1.5,46585500.0,2903.2154,,0.7468,0.0
2009-09-30,1.61,57826010.0,3116.8299,,0.8018,0.0
2009-10-31,1.46,72641570.0,2835.2471,,0.7293,0.0
2009-11-30,1.42,46839310.0,2757.5691,,0.7094,0.0
2009-12-31,1.47,84629980.0,3266.2621,,0.7343,0.0
2010-01-31,1.55,613230610.0,3444.0179,,0.7743,0.0
2010-02-28,1.39,86131820.0,3088.5064,,0.6944,0.0
2010-03-31,1.42,91608470.0,3144.055,5.5929,0.6274,0.0
2010-04-30,1.97,314804470.0,4377.2356,7.7866,0.8735,0.0
2010-05-31,1.66,108557910.0,3688.4321,6.5613,0.7361,0.0
2010-06-30,1.66,122403760.0,3677.3223,6.5415,0.7338,0.0
2010-07-31,1.64,174665020.0,3643.9931,6.4822,0.7272,0.0
2010-08-31,1.79,666036130.0,3966.1754,7.0553,0.7915,0.0
2010-09-30,1.77,56936920.0,3921.7365,6.9763,0.7826,0.0
2010-10-31,1.88,65655870.0,4177.2604,7.4308,0.8336,0.0
2010-11-30,1.69,64174240.0,3743.9807,6.6601,0.7472,0.0
2010-12-31,1.71,41768240.0,3800.8479,6.7589,0.7582,0.0
2011-01-31,1.43,29784070.0,3178.4868,5.6522,0.6341,0.0
2011-02-28,1.36,48266700.0,3011.783,5.3557,0.6008,0.0
2011-03-31,1.42,41005350.0,3156.6813,4.702,0.5939,0.0
2011-04-30,1.56,54028400.0,3467.9034,5.1656,0.6524,0.0
2011-05-31,1.52,55903220.0,3378.9828,5.0331,0.6357,0.0
2011-06-30,1.39,30914150.0,3079.3217,4.5861,0.5792,0.0
2011-07-31,1.4,16541290.0,3101.555,4.6192,0.5834,0.0
2011-08-31,1.19,22294280.0,2645.771,3.9404,0.4977,0.0
2011-09-30,1.16,26462970.0,2567.9542,3.8245,0.483,0.12
2011-10-31,1.22,12090400.0,2701.3544,4.0232,0.5081,0.12
2011-11-30,1.05,12037230.0,2334.5038,3.4768,0.4391,0.12
2011-12-31,0.98,7110580.0,2178.8702,3.245,0.4099,0.12
2012-01-31,1.11,9841310.0,3061.7918,3.6755,0.4642,0.12
2012-02-29,1.12,16465240.0,3089.3755,3.7086,0.4684,0.12
2012-03-31,1.08,17545640.0,2965.2488,3.3278,0.5054,0.12
2012-04-30,1.06,7701760.0,2923.8732,,0.4983,0.12
2012-05-31,0.99,11810240.0,3012.4954,,0.4631,0.12
2012-06-30,0.98,7079920.0,2997.2036,,0.4607,0.12
2012-07-31,0.93,6204610.0,2844.285,,0.4372,0.12
2012-08-31,0.88,5912700.0,2676.0746,,0.4114,0.12
2012-09-30,0.89,8413540.0,2706.6583,,0.4161,0.12
2012-10-31,0.88,12373370.0,2676.0746,,0.4114,0.12
2012-11-30,0.93,17391100.0,2828.9931,,0.4349,0.0
2012-12-31,0.91,10578450.0,2813.0757,,0.4255,0.0
2013-01-31,0.92,13247540.0,2844.1594,,0.4302,0.0
2013-02-28,0.82,8361950.0,2533.3223,,0.3831,0.0
2013-03-31,0.77,8062160.0,2377.9038,4.7813,0.3368,0.0
2013-04-30,0.91,10833070.0,2828.6176,5.6875,0.4006,0.0
2013-05-31,0.86,12698530.0,2673.199,5.375,0.3786,0.0
2013-06-30,0.76,6251850.0,2362.3619,4.75,0.3346,0.0
2013-07-31,0.75,7069870.0,2331.2782,4.6875,0.3301,0.0
2013-08-31,0.96,25986710.0,2984.0361,6.0,0.4226,0.0
2013-09-30,0.89,18197360.0,2766.4502,5.5625,0.3918,0.0
2013-10-31,1.12,50113550.0,3481.3755,7.0,0.493,0.0
2013-11-30,1.82,96147590.0,5657.2352,11.375,0.8012,0.0
2013-12-31,1.82,80231680.0,5641.6933,11.3438,0.799,0.0
2014-01-31,1.48,75754180.0,4600.389,9.25,0.6515,0.0
2014-02-28,1.46,41826880.0,4541.8663,9.125,0.6427,0.0
2014-03-31,1.47,23625080.0,4572.9749,2.3558,0.4929,0.0
2014-04-30,1.8,82534890.0,5584.0068,2.8766,0.6018,0.0
2014-05-31,1.68,96155320.0,5210.7027,2.6843,0.5616,0.0
2014-06-30,2.53,320530610.0,11320.1996,4.0545,0.8483,0.0
2014-07-31,2.3,98569610.0,10306.1577,3.6859,0.7712,0.0
2014-08-31,2.47,135898230.0,11067.9171,3.9583,0.8282,0.03
2014-09-30,2.95,266267640.0,13196.3627,4.7196,0.9874,0.03
2014-10-31,3.19,222292060.0,14306.968,5.1122,1.0696,0.03
2014-11-30,2.76,114515690.0,14009.0178,4.4151,0.9237,0.03
2014-12-31,2.57,88214340.0,13068.3033,4.1186,0.8617,0.03
2015-01-31,2.41,37922530.0,12254.7125,3.8622,0.808,0.03
2015-02-28,2.39,32919490.0,12156.5197,3.8301,0.8013,0.09
2015-03-31,2.29,58074550.0,11647.8892,9.2713,0.8003,0.09
2015-04-30,2.4,47042920.0,12207.3948,9.7166,0.8388,0.09
2015-05-31,2.71,55710200.0,13758.7512,10.9514,0.9454,0.09
2015-06-30,2.44,57122760.0,12415.8843,9.8785,0.8528,0.09
2015-07-31,3.72,449370770.0,18929.1351,15.0607,1.3001,0.12
2015-08-31,3.76,616621120.0,19158.1166,15.2429,1.3159,0.09
2015-09-30,4.14,257782360.0,21040.8531,16.7409,1.4452,0.06
2015-10-31,4.39,299311040.0,22338.4148,17.7733,1.5343,0.06
2015-11-30,5.75,465973530.0,29239.4079,23.2591,2.0079,0.09
2015-12-31,5.79,385909480.0,29442.9895,23.4211,2.0218,0.09
2016-01-31,5.24,186969800.0,26665.5736,21.1943,1.8296,0.09
2016-02-29,4.29,210588540.0,21826.5488,17.3482,1.4976,0.06
2016-03-31,5.13,163810490.0,26130.734,10.7773,1.0726,0.06
2016-04-30,5.14,118065100.0,26156.2025,10.7878,1.0737,0.06
2016-05-31,4.98,139120290.0,25366.6774,10.4622,1.0413,0.09
2016-06-30,4.98,202545600.0,25366.6774,10.4622,1.0413,0.09
2016-07-31,4.65,315975470.0,23685.753,9.7689,0.9723,0.06
2016-08-31,5.17,979560610.0,26334.4824,10.8613,1.081,0.12
2016-09-30,4.97,454138480.0,25341.2089,10.4517,1.0402,0.12
2016-10-31,5.95,611070740.0,30307.5764,12.5,1.2441,0.12
2016-11-30,5.81,328759730.0,29568.9884,12.1954,1.2138,0.09
2016-12-31,5.76,188069830.0,29326.2861,12.0903,1.2033,0.09
2017-01-31,6.77,779293240.0,34473.0365,14.2122,1.4145,0.15
2017-02-28,7.19,277176510.0,36613.2694,15.0945,1.5023,0.15
2017-03-31,8.65,471988820.0,44053.1265,12.7696,1.598,0.15
2017-04-30,8.32,173047420.0,42422.4729,12.2969,1.5388,0.15
2017-05-31,8.03,384613030.0,40919.2141,11.8612,1.4843,0.09
2017-06-30,7.36,111195610.0,37480.7527,10.8641,1.3595,0.09
2017-07-31,8.25,184447900.0,42067.1127,12.1935,1.5259,0.09
2017-08-31,9.92,506830080.0,50526.3988,14.6455,1.8327,0.135
2017-09-30,9.77,551202900.0,49787.4853,14.4313,1.8059,0.135
2017-10-31,10.28,234722040.0,52386.4226,15.1846,1.9002,0.135
2017-11-30,8.9,278176510.0,45354.0046,13.1462,1.6451,0.135
2017-12-31,8.94,209281770.0,45557.8428,13.2053,1.6525,0.135
2018-01-31,7.87,265934670.0,40105.1703,11.6248,1.4547,0.135
2018-02-28,7.15,127010070.0,36410.6033,10.5539,1.3207,0.15
2018-03-31,5.93,102479070.0,30193.5373,11.0748,1.1075,0.15
2018-04-30,6.9,134200990.0,35136.6143,12.8879,1.2888,0.15
2018-05-31,5.84,144882810.0,29734.9013,10.9065,1.0907,0.15
2018-06-30,5.64,88266100.0,28715.7102,10.5327,1.0533,0.15
2018-07-31,5.6,127593200.0,28511.872,10.4579,1.0458,0.15
2018-08-31,6.57,393088030.0,33454.949,12.271,1.2272,0.15
2018-09-30,5.71,191695250.0,29097.9069,10.6729,1.0673,0.15
2018-10-31,6.45,340934390.0,32843.4343,12.0467,1.2047,0.15
2018-11-30,6.45,164332830.0,32868.9141,12.0561,1.2057,0.15
2018-12-31,6.64,103906280.0,33837.1456,12.4112,1.2412,0.15
2019-01-31,6.68,296167980.0,34015.5041,12.4766,1.2477,0.24
2019-02-28,6.05,101424810.0,30805.052,11.2991,1.13,0.24
2019-03-31,7.17,263335770.0,36538.0022,9.5984,1.229,0.24
2019-04-30,6.56,104538670.0,33403.9894,8.7751,1.1236,0.24
2019-05-31,6.77,168474650.0,34474.1401,9.0562,1.1596,0.24
2019-06-30,6.23,112582910.0,31722.324,8.3333,1.067,0.24
2019-07-31,5.31,113430580.0,27034.0448,7.1017,0.9093,0.24
2019-08-31,5.64,90253420.0,28715.7102,7.5435,0.9659,0.3
2019-09-30,5.92,75843840.0,30142.5778,7.9183,1.0139,0.3
2019-10-31,6.18,61880900.0,31493.006,8.2731,1.0593,0.3
2019-11-30,6.57,160137090.0,33454.949,8.7885,1.1253,0.32
2019-12-31,6.7,288058794.0,34142.903,8.9692,1.1484,0.32
2020-01-31,6.25,161302854.0,31849.7229,8.3668,1.0713,0.32
2020-02-29,5.55,100996084.0,28282.554,7.4297,0.9513,0.42
2020-03-31,4.25,145287015.0,21657.8116,6.2297,0.7004,0.42
2020-04-30,4.85,143726889.0,24715.385,7.1092,0.7993,0.42
2020-05-31,4.55,87532870.0,23186.5983,6.6695,0.7499,0.42
2020-06-30,6.95,538848240.0,35416.8919,10.1874,1.1454,0.42
2020-07-31,6.7,209077609.0,34142.903,9.821,1.1042,0.36
2020-08-31,6.5,163469053.0,33123.7119,9.5278,1.0712,0.36
2020-09-30,6.7,125900435.0,34142.903,9.821,1.1042,0.36
2020-10-31,7.3,493847655.0,37200.4778,10.7005,1.2031,0.27
2020-11-30,7.9,219007924.0,40258.0513,11.58,1.302,0.27
2020-12-31,9.9,592182035.0,50449.963,14.5116,1.6316,0.27
2021-01-31,14.5,1542936349.0,73891.36,21.2544,2.3897,0.18
2021-02-28,13.8,275829277.0,70324.1909,20.2283,2.2743,0.18
2021-03-31,14.05,465854012.0,71598.1798,23.0328,2.1512,0.18
2021-04-30,13.8,226304918.0,70324.1909,22.623,2.1129,0.0
2021-05-31,15.95,691338493.0,81280.496,26.1475,2.4421,0.36
2021-06-30,16.35,369827832.0,83318.8783,26.8033,2.5033,0.36
2021-07-31,20.65,579198257.0,105231.4846,33.8525,3.1617,0.36
2021-08-31,20.65,718767031.0,105231.4846,33.8525,3.1617,0.36
2021-09-30,28.0,816020506.0,142686.7588,45.9016,4.2871,0.36
2021-10-31,37.95,1069443828.0,193391.5177,62.2131,5.8105,0.72
2021-11-30,52.0,693366857.0,264989.6948,85.2459,7.9617,0.72
2021-12-31,53.35,585239988.0,271869.235,87.459,8.1684,0.72
2022-01-31,60.9,342664299.0,310343.7003,99.8361,9.3243,0.72
2022-02-28,50.75,145061718.0,258619.7503,83.1967,7.7703,0.72
2022-03-31,53.35,136448003.0,271869.235,31.9461,7.0713,0.72
2022-04-30,52.15,92028064.0,265754.0882,31.2275,6.9123,0.72
2022-05-31,47.7,129939468.0,243077.0855,28.5629,6.3224,0.36
2022-06-30,38.7,178489857.0,197213.4844,23.1737,5.1295,0.36
2022-07-31,39.7,142821534.0,202309.4401,23.7725,5.2621,0.36
2022-08-31,36.7,258412470.0,187021.5731,21.976,4.8644,0.72
2022-09-30,36.45,300268440.0,185747.5842,21.8263,4.8313,0.72
2022-10-31,35.25,110879072.0,179632.4374,21.1078,4.6722,0.36
2022-11-30,35.35,204210386.0,180142.0329,21.1677,4.6855,0.36
2022-12-31,34.25,232671136.0,174536.4817,20.509,4.5397,0.36
2023-01-31,34.45,101774837.0,175555.6728,20.6287,4.5662,0.36
2023-02-28,30.3,100905255.0,154407.4568,18.1437,4.0161,0.36
2023-03-31,27.95,223092344.0,142431.961,31.7614,3.3972,0.36
2023-04-30,31.1,198410838.0,158484.2213,35.3409,3.7801,0.36
2023-05-31,32.65,331526754.0,166382.9526,37.1023,3.9685,0.36
2023-06-30,33.2,245346921.0,169185.7282,37.7273,4.0353,0.36
2023-07-31,32.2,148629339.0,164089.7726,36.5909,3.9138,0.36
2023-08-31,36.55,653189653.0,186257.1797,41.5341,4.4425,0.36
2023-09-30,37.65,573565284.0,191862.731,42.7841,4.5762,0.36
2023-10-31,34.9,248781925.0,177848.8529,39.6591,4.2419,0.36
2023-11-30,36.3,234473561.0,184983.1908,41.25,4.4121,0.36
2023-12-31,36.3,265408071.0,184983.1908,41.25,4.4121,0.36
2024-01-31,47.6,1855528893.0,242567.4899,54.0909,5.7856,0.36
2024-02-29,42.3,468883424.0,215558.9248,48.0682,5.1414,0.36
2024-03-31,36.55,287371396.0,186257.1797,52.971,4.3161,0.36
2024-04-30,39.35,273022444.0,200525.8556,57.029,4.6467,0.36
2024-05-31,36.5,224521670.0,186002.382,52.8986,4.3102,0.36
2024-06-30,38.08,343099376.0,194053.9919,55.1884,4.4968,0.36
2024-07-31,39.38,370457921.0,200678.7343,57.0725,4.6503,0.36
2024-08-31,36.98,273866730.0,188448.4407,53.5942,4.3669,0.36
2024-09-30,36.66,144299646.0,186817.7349,53.1304,4.3291,0.36
2024-10-31,34.63,151750481.0,176472.9449,50.1884,4.0894,0.36
2024-11-30,33.95,97502087.0,173007.695,49.2029,4.0091,0.36
2024-12-31,33.44,613958583.0,170408.7576,48.4638,3.9488,0.36
2025-01-31,31.1,161945720.0,158484.2213,45.0725,3.6725,0.36
2025-02-28,25.79,106750579.0,131424.6967,37.3768,3.0455,0.36
2025-03-31,24.27,186323361.0,123678.8441,33.2466,2.6765,0.36
2025-04-30,26.5,393657561.0,135042.8253,36.3014,2.9224,0.36
2025-05-31,31.79,324776088.0,162000.4307,43.5479,3.5058,0.5
2025-06-30,31.32,326592525.0,159605.3316,42.9041,3.4539,0.5
2025-07-31,29.99,437094116.0,152827.7105,41.0822,3.3073,0.5
2025-08-31,27.37,116509092.0,139476.3067,37.4932,3.0183,0.5
2025-09-30,28.17,160059256.0,143553.0712,38.589,3.1065,0.5
2025-10-31,28.63,95343920.0,145897.2108,39.2192,3.1573,0.5
2025-11-30,28.24,81834297.0,143909.7881,38.6849,3.1143,0.5
2025-12-31,26.73,69715914.0,136214.8951,36.6164,2.9477,0.5
2026-01-31,26.01,247424821.0,132545.807,35.6301,2.8683,0.5
2026-02-28,25.58,338475905.0,130354.546,35.0411,2.8209,0.5
2026-03-31,23.9,23365544.0,121793.3386,32.7397,2.6357,0.5
